SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,(feeds),,,10958 H,,,,,False,,1/2,8000,DVB-S2,
,(feeds),,,10971 V,,,,,False,,1/2,7833,DVB-S2,
,(feeds),,,11000 V,,,,,False,,5/6,2500,DVB-S2,
,(feeds),,,11022 V,,,,,False,,5/6,2500,DVB-S2,
,(feeds),,,11038 V,,,,,False,,5/6,2500,DVB-S2,
,(feeds),,,11068 V,,,,,False,,2/3,2000,DVB-S2,
,(feeds),,,11078 V,,,,,False,,5/6,2500,DVB-S2,
,(feeds),,,11097 V,,,,,False,,5/6,2900,DVB-S2,
,(feeds),,,11103 V,,,,,False,,3/4,2500,DVB-S2,
,(feeds),,,11113 V,,,,,False,,3/4,2000,DVB-S2,
,(feeds),,,11114 H,,,,,False,,3/4,24167,DVB-S2,
,(feeds),,,11115 V,,,,,False,,3/4,1660,DVB-S2,
,(feeds),,,11118 H,,,,,False,,5/6,23333,DVB-S2,
,(feeds),,,11126 V,,,,,False,,3/4,5000,DVB-S2,
,(feeds),,,11142 H,,,,,False,,5/6,4167,DVB-S2,
,(feeds),,,11152 H,,,,,False,,5/6,22740,DVB-S2,
,(feeds),,,11155 V,,,,,False,,3/4,26666,DVB-S2,
,(feeds),,,11157 H,,,,,False,,5/6,25480,DVB-S2,
,(feeds),,,11163 V,,,,,False,,3/4,26666,DVB-S2,
,(feeds),,,11168 H,,,,,False,,5/6,5480,DVB-S2,
,(feeds),,,11180 V,,,,,False,,3/4,6666,DVB-S2,
,(feeds),,,11182 H,,,,,False,,3/4,9875,DVB-S2,
,(feeds),,,11185 V,,,,,False,,5/6,2500,DVB-S2,
,(feeds),,,11189 V,,,,,False,,5/6,2400,DVB-S2,
,(feeds),,,11671 V,,,,,False,,3/4,6666,DVB-S2,
,(feeds),,,11683 V,,,,,False,,3/4,2500,DVB-S2,
,(feeds),,,11686 V,,,,,False,,3/4,2100,DVB-S2,
,Sharjah Broadcasting Authority,,,11590 V,,,,https://www.lyngsat.com/providers/ae/Sharjah-Broadcasting-Authority.html,True,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,
1.0,Sharjah TV,MPEG-4/HD,100.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
2.0,Sharjah TV,MPEG-2/SD,310.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
3.0,Sharqiya TV,MPEG-4/HD,64.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
4.0,Sharqiya TV,MPEG-2/SD,330.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
5.0,Al Wousta TV,MPEG-4/HD,350.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
6.0,Sharjah Sports,MPEG-4/HD,200.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara Eng
7.0,Sharjah Sports,MPEG-2/SD,320.0,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara Eng
9.0,Sharjah Radio,,,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
10.0,Sharjah Quran,,,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
11.0,Pulse 95,,,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Eng
12.0,Watar FM,,,11590 V,,,,,False,Sharjah Broadcasting Authority,5/6,27500,DVB-S2,Ara
1.0,Al Jadeed,?-?MPEG-4/HD,512.0,11680 V,,,,,False,Sharjah Broadcasting Authority,3/4,2850,DVB-S2,Ara
