SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,HTVC,1-3,,11088 V,tp 16,,,https://www.lyngsat.com/providers/vn/HTVC.html,True,HTVC,3/4,28800,DVB-S2,
1.0,HTV 7,MPEG-4/HD,33.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
2.0,HTV 9,MPEG-4/HD,36.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
3.0,Hau Giang TV,MPEG-4/HD,596.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
133.0,Hau Giang TV,MPEG-4/SD,2331.0,11262 V,tp 8,,,,False,HTVC,3/4,30000,DVB-S2,Vie
406.0,Hau Giang TV,MPEG-4/SD,4061.0,11293 V,tp 9,,,,False,HTVC,3/4,15000,DVB-S2,Vie
4.0,Binh Dinh TV,MPEG-4/HD,250.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
5.0,HTVC +,MPEG-4/SD,612.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
7.0,Binh Phuoc TV 1,MPEG-4/HD,90.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
402.0,Binh Phuoc TV 1,MPEG-4/HD,4021.0,11262 V,tp 8,,,,False,HTVC,3/4,30000,DVB-S2,Vie
44.0,Binh Phuoc TV 1,MPEG-4/HD,1441.0,11293 V,tp 9,,,,False,HTVC,3/4,15000,DVB-S2,Vie
8.0,HTVC Thuan Viet,MPEG-4/SD,601.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
9.0,Dak Lak TV,MPEG-4/HD,595.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
10.0,Dak Nong TV,MPEG-4/HD,610.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
129.0,Dak Nong TV,MPEG-4/SD,1295.0,11262 V,tp 8,,,,False,HTVC,3/4,30000,DVB-S2,Vie
11.0,HTVC Du Lich & Cuoc Song,MPEG-4/SD,611.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
12.0,Khanh Hoa TV,MPEG-4/SD,598.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
13.0,Lang Son TV,MPEG-4/HD,600.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
14.0,Long An 34 TV,MPEG-4/SD,609.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
15.0,Da Nang TV 1,MPEG-4/HD,599.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
1102.0,Da Nang TV 1,MPEG-4/SD,1025.0,11293 V,tp 9,,,,False,HTVC,3/4,15000,DVB-S2,Vie
16.0,Quang Nam TV,MPEG-4/SD,593.0,11088 V,tp 16,,,,False,HTVC,3/4,28800,DVB-S2,Vie
