SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Platforma Canal +,318-11000,,10719 V,tp 110,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +,3/4,27500,DVB-S2,
,Platforma Canal +,318-11400,,10796 V,tp 114,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +,3/4,27500,DVB-S2,
,Platforma Canal +,318-1100,,11411 H,tp 11,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +,3/4,27500,DVB-S2,
,Platforma Canal +,318-1300,,11449 H,tp 13,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +,3/4,27500,DVB-S2,
,Platforma Canal +,318-1500,,11488 H,tp 15,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",https://www.lyngsat.com/providers/pl/Platforma-Canal--.html,True,Platforma Canal +,3/4,27500,DVB-S2,
4409,TVP Info,MPEG-4/HD,168.0,10719 V,tp 110,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
,Polsat Box,318-11200,,10758 V,tp 112,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,318-12000,,10911 V,tp 120,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,318-13000,,11117 V,tp 130,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,113-13200,,11158 V,tp 132,44-46,"Conax,Irdeto,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,318-6500,,12015 H,tp 65,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,113-7400,,12188 V,tp 74,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,113-7800,,12265 V,tp 78,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
,Polsat Box,113-7900,,12284 H,tp 79,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Platforma Canal +,3/4,27500,DVB-S2,
17023,Stars TV,MPEG-4/SD,291.0,10758 V,tp 112,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
17037,4 Fun TV,MPEG-4/SD,265.0,10758 V,tp 112,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
17038,4 Fun Kids,MPEG-4/SD,276.0,10758 V,tp 112,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
17039,4 Fun Dance,MPEG-4/SD,280.0,10758 V,tp 112,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
15704,TVS,MPEG-4/SD,163.0,10796 V,tp 114,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
15715,Red Carpet,MPEG-4/HD,174.0,10796 V,tp 114,44-46,,,False,Platforma Canal +,3/4,27500,DVB-S2,Pol
,Eutelsat,318-11500,,10815 H,tp 115,44-46,,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat,5/6,27500,DVB-S2,
,Eutelsat,318-11500,,10815 H,tp 115,44-46,,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat,5/6,27500,DVB-S2,
,Eutelsat,318-8100,,12322 H,tp 81,44-46,,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat,3/4,27500,DVB-S2,
,Eutelsat,318-8100,,12322 H,tp 81,44-46,,https://www.lyngsat.com/providers/fr/Eutelsat.html,True,Eutelsat,3/4,27500,DVB-S2,
17311,MY 5,MPEG-4/HD,2011.0,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Uzb
17312,GNC Evropa,MPEG-2/SD,2012.0,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Rus
17317,TBN Rossiya,MPEG-2/SD,2017.0,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Rus
17373,The Word Network,MPEG-2/SD,2073.0,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Eng
17374,Perviy kanal Eurasia,MPEG-2/SD,2074.0,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Rus
17375,World Revival Mission,MPEG-2/SD,2075.0,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Ukr
17344,The Overcomer,,,10815 H,tp 115,44-46,,,False,Eutelsat,5/6,27500,DVB-S2,Eng
0,[test card],MPEG-4/HD,261.0,10911 V,tp 120,44-46,,,False,Eutelsat,3/4,27500,DVB-S2,
1703,[test card],MPEG-2/SD,320.0,11034 V,tp 126,44-46,,,False,Eutelsat,3/4,27500,DVB-S2,
,,318-12100,,10930 H,tp 121,44-46,"Conax,Irdeto,Mediaguard,Nagravision,Viaccess",,False,Eutelsat,2/3,30000,DVB-S2,
,,,,11240 V,tp 2,44-46,,,False,Eutelsat,,,,
,,318-900,,11373 H,tp 9,44-46,,,False,Eutelsat,3/4,27500,DVB-S2,
,,318-8400,,12380 V,tp 84,44-46,,,False,Eutelsat,5/6,30000,DVB-S2,
,,318-9300,,12577 H,tp 93,44-46,,,False,Eutelsat,3/4,27500,DVB-S2,
16902,Dorcel TV,MPEG-4/HD,1011.0,10930 H,tp 121,44-46,"Conax,Irdeto,Nagravision,Viaccess",,False,Eutelsat,2/3,30000,DVB-S2,Fre Eng Spa Pol
16924,Freedom,MPEG-4/SD,44.0,10930 H,tp 121,44-46,,,False,Eutelsat,2/3,30000,DVB-S2,Rus
16925,Baby TV Europe,MPEG-4/SD,2001.0,10930 H,tp 121,44-46,"Conax,Mediaguard,Nagravision,Viaccess",,False,Eutelsat,2/3,30000,DVB-S2,Ger Eng Fre Dut Tur Pol Spa Por Gre Ita
16939,Mezzo,MPEG-2/SD,1391.0,10930 H,tp 121,44-46,"Conax,Irdeto,Nagravision",,False,Eutelsat,2/3,30000,DVB-S2,Fre
16940,Brazzers TV Europe,MPEG-4/SD,1401.0,10930 H,tp 121,44-46,"Irdeto,Nagravision,Viaccess",,False,Eutelsat,2/3,30000,DVB-S2,Eng Fre
16941,Class TV Moda,MPEG-4/HD,1411.0,10930 H,tp 121,44-46,,,False,Eutelsat,2/3,30000,DVB-S2,Ita
