SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Edusat,,,3720 V,tp 1,,,https://www.lyngsat.com/providers/mx/Edusat.html,True,Edusat,3/4,27000,DVB-S2,
1.0,Telesecundaria,MPEG-2/SD,33.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
2.0,Capacita TV,MPEG-2/SD,32.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
3.0,ILCE Canal 13 Innova Conocimiento,MPEG-2/SD,37.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
5.0,Espacio Universitario,MPEG-2/SD,38.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
,Espacio Universitario,MPEG-4/HD,481.0,3766 H,tp 4,,,,False,Edusat,3/4,5200,DVB-S2,Spa
6.0,Canal 22 Nacional,MPEG-2/SD,39.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
7.0,Telebachillerato,MPEG-2/SD,35.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
8.0,Canal Iberoamericano,MPEG-2/SD,40.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
,Canal Iberoamericano,MPEG-4/HD,481.0,3773 H,tp 4,,,,False,Edusat,3/4,5200,DVB-S2,Spa
,Canal Iberoamericano,MPEG-2/SD,257.0,3779 H,tp 4,,,,False,Edusat,3/4,3600,DVB-S3,Spa
9.0,Tele México,MPEG-2/SD,41.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
10.0,TV Universidad,MPEG-2/SD,42.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
11.0,Red de las Artes,MPEG-2/SD,43.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
12.0,Aprende TV,MPEG-2/SD,44.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
13.0,Canal del Congreso 45.1,MPEG-2/SD,45.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
,Canal del Congreso 45.1,MPEG-4/HD,308.0,3792 H,tp 4,,,,False,Edusat,3/4,4090,DVB-S2,Spa
14.0,Especiales,MPEG-2/SD,46.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
15.0,Telesecundaria +,MPEG-2/SD,36.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
16.0,TV UNAM,MPEG-2/SD,47.0,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
,Horizonte 107.9,,,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
,Señal 96.5 FM,,,3720 V,tp 1,,,,False,Edusat,3/4,27000,DVB-S2,Spa
,,,,3740 H,tp 2,,,,False,Edusat,,,,
,,,,3910 H,tp 10,,,,False,Edusat,5/6,1583,DVB-S2,
,,,,3935 H,tp 12,,,,False,Edusat,,,,
,,,,3980 H,tp 14,,,,False,Edusat,5/6,832,DVB-S2,
,,,,4002 V,tp 15,,,,False,Edusat,3/4,2250,DVB-S2,
,,,,4015 H,tp 16,,"BISS,Compunicate",,False,Edusat,5/6,23200,DVB-S2,
,,,,4160 V,tp 23,,PowerVu,,False,Edusat,5/6,30000,DVB-S2,
,,1386-1,,11940 V,tp 12,,,,False,Edusat,2/3,30000,DVB-S2,
,,,,12040 H,tp 17,0.0,,,False,Edusat,,,,
,,,,12123 V,tp 22,0.0,,,False,Edusat,2/3,3330,DVB-S2,
,Radio ILCE,,,3766 H,tp 4,,,,False,Edusat,3/4,5200,DVB-S2,Spa
,[test card],MPEG-4/HD,308.0,3784 H,tp 4,,,,False,Edusat,3/4,4800,DVB-S2,
34.0,[test card],MPEG-2/SD,1216.0,3924 V,tp 11,,,,False,Edusat,8/9,7257,DVB-S2,
,Telecentro (Dominican Republic),MPEG-2/SD,49.0,3786 V,tp 5,,,,False,Edusat,3/4,4000,DVB-S4,Spa
,La Kalle,,,3786 V,tp 5,,,,False,Edusat,3/4,4000,DVB-S4,Spa
,Original,,,3786 V,tp 5,,,,False,Edusat,3/4,4000,DVB-S4,Spa
,Justicia TV (Mexico),MPEG-4/HD,481.0,3787 H,tp 4,,,,False,Edusat,3/4,4090,DVB-S2,Spa
,TV Más,MPEG-4/HD,308.0,3791 V,tp 5,,,,False,Edusat,3/4,3080,DVB-S2,Spa
,Radio Más,,,3791 V,tp 5,,,,False,Edusat,3/4,3080,DVB-S2,Spa
1.0,RTU,?-?MPEG-2/SD,512.0,3796 V,tp 5,,,,False,Edusat,3/4,2242,DVB-S2,Spa
