SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,RTRS Yakutia,,,3675 R,,,,https://www.lyngsat.com/providers/ru/RTRS-Yakutia.html,True,RTRS Yakutia,P 1,,DVB-S2,
1020.0,Rossiya 1 (+7h),MPEG-4/SD,1021.0,3675 R,,,GoSTcrypt,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1020.0,Rossiya 1 (+7h),MPEG-4/SD,1021.0,3688 R,,,GoSTcrypt,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3675 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3688 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3705 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3712 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3765 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3772 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1070.0,Rossiya 24,MPEG-4/SD,1071.0,3785 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
6.0,Rossiya 24,MPEG-4/SD,206.0,3925 R,,,BISS 1,,False,RTRS Yakutia,3/5,35390,DVB-S2,Rus
1090.0,OTR,MPEG-4/SD,1091.0,3675 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1090.0,OTR,MPEG-4/SD,1091.0,3688 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
1090.0,OTR,MPEG-4/SD,1091.0,3705 R,,,,,False,RTRS Yakutia,P 1,,DVB-S2,Rus
