SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Myanmar mux,,,3711 H,tp 1H,,,,False,,3/4,15000,DVB-S2,
51.0,MRTV,MPEG-4/HD,100.0,3711 H,tp 1H,,,https://www.lyngsat.com/providers/mm/MRTV.html,True,MRTV,3/4,15000,DVB-S2,Bur
,MRTV,,,3735 H,tp 1H,,,https://www.lyngsat.com/providers/mm/MRTV.html,True,MRTV,3/4,3333,DVB-S2,
52.0,MRTV News,MPEG-4/HD,101.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
53.0,MRTV Parliament,MPEG-4/SD,102.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
54.0,MRTV NRC,MPEG-4/HD,103.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,
55.0,MRTV Farmers,MPEG-4/SD,104.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
1.0,MRTV Farmers,MPEG-4/SD,1000.0,3735 H,tp 1H,,,,False,MRTV,3/4,3333,DVB-S2,Bur
56.0,MRTV Sports,MPEG-4/SD,105.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
2.0,MRTV Sports,MPEG-4/SD,2000.0,3735 H,tp 1H,,,,False,MRTV,3/4,3333,DVB-S2,Bur
18.0,MRTV Sports,MPEG-4/SD,3018.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
57.0,Myanmar International TV,MPEG-4/SD,106.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Eng
58.0,Education Channel,MPEG-4/SD,107.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
59.0,M Entertainment,MPEG-4/SD,108.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
9.0,M Entertainment,MPEG-4/SD,3009.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
60.0,MRTV 4,MPEG-4/SD,109.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
4.0,MRTV 4,MPEG-4/SD,3004.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
61.0,Channel 7 (Myanmar),MPEG-4/SD,110.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
11.0,Channel 7 (Myanmar),MPEG-4/SD,3011.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
62.0,5 Plus (Myanmar),MPEG-4/SD,111.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
63.0,MN TV,MPEG-4/SD,112.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
64.0,Channel 9 (Myanmar),MPEG-4/SD,113.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
6.0,Channel 9 (Myanmar),MPEG-4/SD,3006.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
65.0,MWD,MPEG-4/SD,114.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
10.0,MWD,MPEG-2/SD,3010.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
66.0,Channel K,MPEG-4/SD,117.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
5.0,Channel K,MPEG-4/SD,3005.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
67.0,YTV,MPEG-4/SD,118.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
7.0,YTV,MPEG-4/SD,3007.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
68.0,Fortune TV,MPEG-4/SD,119.0,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
3.0,Fortune TV,MPEG-4/SD,3003.0,12728 V,,,Neotion SHL,,False,MRTV,3/4,30000,DVB-S2,Bur
69.0,Myanmar Radio National,,,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,
70.0,Upper Tineyinthar Radio,,,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
71.0,Lower Tineyinthar Radio,,,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
73.0,Myanmar Radio International,,,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,
74.0,Tha Pyay,,,3711 H,tp 1H,,,,False,MRTV,3/4,15000,DVB-S2,Bur
,,,,3752 H,tp 1A,36-38,,,False,MRTV,,,,
,,,,3931 H,,36-38,,,False,MRTV,,,,
,,8956-40,,4008 H,tp 8H,,BISS 1,,False,MRTV,4/5,15000,DVB-S2,
,,,,4050 H,tp 9H,,,,False,MRTV,P 0,,DVB-S2,
,,,,4053 H,tp 5A,36-38,,,False,MRTV,3/4,21666,DVB-S2,
,,1-1,,4080 H,tp 10H,,"BISS 1,Irdeto",,False,MRTV,4/5,30000,DVB-S2,
,Thaicom,1-2,,3760 H,tp 2H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,1-2,,3760 H,tp 2H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,1-2,,3760 H,tp 2H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,1-2,,3760 H,tp 2H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,1-4,,3840 H,tp 4H,,,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,1-4,,3840 H,tp 4H,,,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,1-4,,3840 H,tp 4H,,,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,1-4,,3840 H,tp 4H,,,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,26-6,,3920 H,tp 6H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,26-6,,3920 H,tp 6H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,26-6,,3920 H,tp 6H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,26-6,,3920 H,tp 6H,,BISS 1,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,3/4,30000,DVB-S3,
,Thaicom,,,12687 V,,,BISS,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,,,12687 V,,,BISS,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,,,12687 V,,,BISS,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
,Thaicom,,,12687 V,,,BISS,https://www.lyngsat.com/providers/th/Thaicom.html,True,Thaicom,5/6,30000,DVB-S3,
1.0,MCOT HD,MPEG-2/SD,512.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
30.0,MCOT HD,MPEG-4/HD,1301.0,4050 H,tp 9H,,,,False,Thaicom,P 0,,DVB-S2,Tha Qaa
7.0,T Sports 7,MPEG-2/SD,1071.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
7.0,T Sports 7,MPEG-4/SD,1071.0,4050 H,tp 9H,,,,False,Thaicom,P 0,,DVB-S2,Tha Qaa
10.0,TP Channel,MPEG-2/SD,1010.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
10.0,TP Channel,MPEG-4/SD,1101.0,4050 H,tp 9H,,,,False,Thaicom,P 0,,DVB-S2,Tha Qaa
32.0,Thairath TV 32,MPEG-4/HD,1320.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
614.0,Thairath TV 32,MPEG-2/SD,214.0,3920 H,tp 6H,,BISS 1,,False,Thaicom,3/4,30000,DVB-S3,Tha Qaa
32.0,Thairath TV 32,MPEG-4/HD,1321.0,4050 H,tp 9H,,,,False,Thaicom,P 0,,DVB-S2,Tha Qaa
34.0,Yunnan Lancang-Mekong International Channel,MPEG-2/SD,3001.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,
701.0,PPTV HD 36,MPEG-2/SD,201.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
36.0,PPTV HD 36,MPEG-4/HD,1361.0,4080 H,tp 10H,,"BISS 1,Irdeto",,False,Thaicom,4/5,30000,DVB-S2,Tha Qaa
703.0,GMM 25,MPEG-2/SD,203.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
25.0,GMM 25,MPEG-4/SD,1251.0,4080 H,tp 10H,,BISS 1,,False,Thaicom,4/5,30000,DVB-S2,Tha Qaa
704.0,Thai Channel 8,MPEG-2/SD,204.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
27.0,Thai Channel 8,MPEG-4/SD,1271.0,4008 H,tp 8H,,BISS 1,,False,Thaicom,4/5,15000,DVB-S2,Tha Qaa
705.0,Mono 29,MPEG-2/SD,205.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha Qaa
29.0,Mono 29,MPEG-4/SD,1291.0,4080 H,tp 10H,,BISS 1,,False,Thaicom,4/5,30000,DVB-S2,Tha Qaa
708.0,GMM O Shopping,MPEG-2/SD,208.0,3760 H,tp 2H,,BISS 1,,False,Thaicom,5/6,30000,DVB-S3,Tha
79.0,GMM O Shopping,MPEG-4/HD,791.0,3800 H,tp 3H,,,,False,Thaicom,2/3,30000,DVB-S2,Tha
1001.0,GMM O Shopping,MPEG-4/HD,201.0,12343 V,,,,,False,Thaicom,3/4,45000,DVB-S2,Tha
11.0,MCOT LTM FM 95,,,3760 H,tp 2H,,,,False,Thaicom,5/6,30000,DVB-S3,Tha
12.0,MCOT AM 1143,,,3760 H,tp 2H,,,,False,Thaicom,5/6,30000,DVB-S3,Tha
12.0,MCOT Like Station 1494,,,3760 H,tp 2H,,,,False,Thaicom,5/6,30000,DVB-S3,Tha
,PSI,65280-2,,3800 H,tp 3H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-2,,3800 H,tp 3H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-2,,3800 H,tp 3H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-2,,3800 H,tp 3H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-7,,4120 H,tp 11H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-7,,4120 H,tp 11H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-7,,4120 H,tp 11H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,65280-7,,4120 H,tp 11H,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,2/3,30000,DVB-S2,
,PSI,,,12343 V,,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,45000,DVB-S2,
,PSI,,,12343 V,,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,45000,DVB-S2,
,PSI,,,12343 V,,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,45000,DVB-S2,
,PSI,,,12343 V,,,,https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,45000,DVB-S2,
,PSI,16-1,,12728 V,,,"BISS,Neotion SHL",https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,30000,DVB-S2,
,PSI,16-1,,12728 V,,,"BISS,Neotion SHL",https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,30000,DVB-S2,
,PSI,16-1,,12728 V,,,"BISS,Neotion SHL",https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,30000,DVB-S2,
,PSI,16-1,,12728 V,,,"BISS,Neotion SHL",https://www.lyngsat.com/providers/th/PSI.html,True,PSI,3/4,30000,DVB-S2,
51.0,TV Direct 3,MPEG-4/HD,601.0,3800 H,tp 3H,,,,False,PSI,2/3,30000,DVB-S2,Tha
1006.0,TV Direct 3,MPEG-4/SD,206.0,12343 V,,,,,False,PSI,3/4,45000,DVB-S2,Tha
52.0,World Entertainment TV (Thailand),MPEG-4/SD,611.0,3800 H,tp 3H,,,,False,PSI,2/3,30000,DVB-S2,Tha
1015.0,World Entertainment TV (Thailand),MPEG-4/SD,215.0,12343 V,,,,,False,PSI,3/4,45000,DVB-S2,Tha
53.0,Smart TV (Thailand),MPEG-4/SD,621.0,3800 H,tp 3H,,,,False,PSI,2/3,30000,DVB-S2,Tha
56.0,Oto Shopping 1,MPEG-4/HD,651.0,3800 H,tp 3H,,,,False,PSI,2/3,30000,DVB-S2,Tha
34.0,Oto Shopping 1,MPEG-4/SD,3034.0,12728 V,,,,,False,PSI,3/4,30000,DVB-S2,Tha
57.0,Oto Shopping 2,MPEG-4/HD,761.0,3800 H,tp 3H,,,,False,PSI,2/3,30000,DVB-S2,Tha
