SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
1.0,Ecuavisa Quito,?-?MPEG-2/SD,101.0,4038 H,tp 9,0.0,"BISS,Director",,False,,600,1,DVB-S1,Spa
,,,,4109 H,tp 11,0.0,,,False,,3/4,9600,DVB-S2,
,,,,4155 V,tp 12,0.0,,,False,,3/4,14400,DVB-S2,
,,,,4172 V,tp 12,0.0,,,False,,3/4,13330,DVB-S2,
,,,,11968 H,tp 26,,,,False,,,,,
8.0,Once México,MPEG-4/HD,319.0,4109 H,tp 11,0.0,,,False,,3/4,9600,DVB-S2,Spa
4.0,Once México,MPEG-2/SD,97.0,4155 V,tp 12,0.0,,,False,,3/4,14400,DVB-S2,Spa
9.0,Once niñas y niños,MPEG-4/SD,49.0,4109 H,tp 11,0.0,,,False,,3/4,9600,DVB-S2,Spa
,Grupo Radio Centro,,,4118 H,tp 11,0.0,,https://www.lyngsat.com/providers/mx/Grupo-Radio-Centro.html,True,Grupo Radio Centro,550,1,DVB-S1,
,Universal Guadalajara,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Universal Monterrey,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Alfa 91.3 FM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,El Fonógrafo 690 FM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Radio Centro 1030 AM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Radio Red 1110 AM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,La Z 107.3 FM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Joya 93.7 FM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Universal 88.1 FM,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Universal Stereo Online,,,4118 H,tp 11,0.0,,,False,Grupo Radio Centro,550,1,DVB-S1,Spa
,Canal 10 Chiapas,,,4124 H,tp 11,0.0,,https://www.lyngsat.com/providers/mx/Canal-10-Chiapas.html,True,Canal 10 Chiapas,3/4,3609,DVB-S2,
,Canal 10 Chiapas,MPEG-4/HD,257.0,4124 H,tp 11,0.0,,https://www.lyngsat.com/providers/mx/Canal-10-Chiapas.html,True,Canal 10 Chiapas,3/4,3609,DVB-S2,Spa
,Prende y Aprende,MPEG-4/HD,261.0,4124 H,tp 11,0.0,,,False,Canal 10 Chiapas,3/4,3609,DVB-S2,Spa
,Justicia TV (Mexico),MPEG-4/HD,512.0,4132 V,tp 12,0.0,,,False,Canal 10 Chiapas,3/4,6400,DVB-S2,Spa
,Canal del Congreso 45.1,,,4141 V,tp 12,0.0,,https://www.lyngsat.com/providers/mx/Canal-del-Congreso-451.html,True,Canal del Congreso 45.1,3/4,6666,DVB-S2,
,Canal del Congreso 45.1,MPEG-4/HD,49.0,4141 V,tp 12,0.0,,https://www.lyngsat.com/providers/mx/Canal-del-Congreso-451.html,True,Canal del Congreso 45.1,3/4,6666,DVB-S2,Spa
,Canal del Congreso 45.1,MPEG-4/SD,65.0,4141 V,tp 12,0.0,,https://www.lyngsat.com/providers/mx/Canal-del-Congreso-451.html,True,Canal del Congreso 45.1,3/4,6666,DVB-S2,Spa
1.0,Canal Catorce,MPEG-2/HD,49.0,4155 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,14400,DVB-S2,Spa
9.0,Canal Catorce,MPEG-4/HD,161.0,4155 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,14400,DVB-S2,Spa
2.0,Canal 22 Nacional,MPEG-2/SD,65.0,4155 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,14400,DVB-S2,Spa
1.0,Canal 22 Nacional,MPEG-4/HD,49.0,4172 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,13330,DVB-S2,Spa
3.0,TV UNAM,MPEG-2/SD,81.0,4155 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,14400,DVB-S2,Spa
5.0,(feeds),,113.0,4155 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,14400,DVB-S2,
2.0,Canal 22.2,MPEG-4/HD,65.0,4172 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,13330,DVB-S2,Spa
4.0,Canal 22 Internacional,MPEG-4/HD,97.0,4172 V,tp 12,0.0,,,False,Canal del Congreso 45.1,3/4,13330,DVB-S2,Spa
,(CBC feeds),,,11978 H,tp 26,,,,False,Canal del Congreso 45.1,5/6,8200,DVB-S2,
,(CBC feeds),,,11988 H,tp 26,,,,False,Canal del Congreso 45.1,5/6,8200,DVB-S2,
