SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,VTV,,,3418 H,tp 15A,0.0,Director,https://www.lyngsat.com/providers/vn/VTV.html,True,VTV,2/3,19200,DVB-S2,
1.0,VTV 1,MPEG-4/SD,1011.0,3418 H,tp 15A,0.0,,,False,VTV,2/3,19200,DVB-S2,Vie
11.0,VTV 1,MPEG-4/HD,1111.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie Vie
2.0,VTV 2,MPEG-4/SD,1021.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
12.0,VTV 2,MPEG-4/HD,1121.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
4.0,VTV 4,MPEG-4/SD,1041.0,3418 H,tp 15A,0.0,,,False,VTV,2/3,19200,DVB-S2,Vie
5.0,VTV 5,MPEG-4/HD,1051.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
7.0,VTV 7,MPEG-4/SD,1071.0,3418 H,tp 15A,0.0,,,False,VTV,2/3,19200,DVB-S2,Vie
8.0,VTV 8,MPEG-4/HD,1081.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
13.0,VTV 3,MPEG-4/HD,1131.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie Vie
16.0,VTV Can Tho,MPEG-4/HD,1161.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie Vie
19.0,VTV 9,MPEG-4/HD,1191.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
51.0,VTV 5 Tay Nam Bo,MPEG-4/HD,1511.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
52.0,VTV 5 Tay Nguyen,MPEG-4/HD,1521.0,3418 H,tp 15A,0.0,Director,,False,VTV,2/3,19200,DVB-S2,Vie
,(feeds),,,3804 H,tp 5A,,,,False,VTV,3/4,7200,DVB-S2,
,(feeds),,,3855 H,tp 6A,,,,False,VTV,1/2,4800,DVB-S2,
,(feeds),,,4025 H,tp 11A,,,,False,VTV,5/6,3200,DVB-S2,
,(feeds),,,4068 H,tp 12A,,,,False,VTV,3/4,7200,DVB-S2,
,(feeds),,,4164 H,tp 14A,,,,False,VTV,1/2,4800,DVB-S2,
,(CBS feeds),,,3812 H,tp 5A,,,,False,VTV,3/4,7200,DVB-S2,
,,,,3920 H,tp 8A,0.0,,,False,VTV,,,,
,CCTV,,,3940 V,tp 8B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,3940 V,tp 8B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,3940 V,tp 8B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,4020 V,tp 10B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,4020 V,tp 10B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,4020 V,tp 10B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,4060 V,tp 11B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,4060 V,tp 11B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
,CCTV,,,4060 V,tp 11B,0.0,Videoguard,https://www.lyngsat.com/providers/cn/CCTV.html,True,CCTV,3/4,28800,DVB-S2,
3297.0,CCTV TV Guide,AVS+/HD,514.0,3940 V,tp 8B,0.0,,,False,CCTV,3/4,28800,DVB-S2,Chi
