SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,,126-2578,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,
14001.0,Iranefarda TV,MPEG-2/SD,1410.0,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,Per
14002.0,News of the World,MPEG-4/HD,1421.0,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,Eng
13907.0,BBC World Service English Europe,,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,Eng
13909.0,BBC World Service English Australasia,,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,Eng
13910.0,BBC World Service English News,,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,Eng
13916.0,BBC World Service Arabic,,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,Ara
13943.0,BBC World Service Afghanistan,,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,
14000.0,La Radio Plus,,,10721 V,tp AWW2,49-50,,,False,,3/4,27500,DVB-S2,
,(Telstra feeds),,,10762 V,tp AWW4,,,,False,,5/6,28800,DVB-S2,
,Azam TV,126-60400,,10971 H,tp GAA01,0,Nagravision,,False,,2/3,30000,DVB-S2,
,Azam TV,126-60302,,10981 V,tp GAA02,0,Nagravision,,False,,5/6,45000,DVB-S2,
,Azam TV,126-60100,,11044 V,tp GAA04,0,Nagravision,,False,,5/6,45000,DVB-S2,
,Azam TV,126-60301,,11106 V,tp GAA06,0,Nagravision,,False,,5/6,45000,DVB-S2,
14.0,Africa TV 2,MPEG-4/SD,142.0,10981 V,tp GAA02,0,,,False,,5/6,45000,DVB-S2,Swa
80.0,Capital FM,,,10981 V,tp GAA02,0,,,False,,5/6,45000,DVB-S2,Eng
81.0,88.8 CBS FM,,,10981 V,tp GAA02,0,,,False,,5/6,45000,DVB-S2,Eng
82.0,93.3 KFM,,,10981 V,tp GAA02,0,,,False,,5/6,45000,DVB-S2,Eng
83.0,Radio West,,,10981 V,tp GAA02,0,,,False,,5/6,45000,DVB-S2,Eng
84.0,Radio Simba,,,10981 V,tp GAA02,0,,,False,,5/6,45000,DVB-S2,Lug
100.0,Azam Xtra,MPEG-4/SD,1002.0,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Swa
456.0,TV Imaan,MPEG-4/SD,4562.0,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,
50.0,Clouds FM,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
51.0,EFM,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Swa
52.0,Times FM,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Swa
53.0,TBC FM,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Swa
56.0,Uhuru FM,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Swa
58.0,Magic FM (Tanzania),,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
59.0,Radio Free Africa,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,
60.0,Kiss FM (Tanzania),,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,
61.0,Radio One,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
62.0,East Africa Radio,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
63.0,BBC World Service Swahili,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Swa
64.0,Capital Radio (Tanzania),,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
66.0,Radio Imaan FM,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
95.0,National FM (Zimbabwe),,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
96.0,Radio Zimbabwe,,,11044 V,tp GAA04,0,,,False,,5/6,45000,DVB-S2,Eng
49.0,U FM Radio,,,11106 V,tp GAA06,0,,,False,,5/6,45000,DVB-S2,Eng
57.0,Wasafi FM,,,11106 V,tp GAA06,0,,,False,,5/6,45000,DVB-S2,
90.0,MBC Radio 1,,,11106 V,tp GAA06,0,,,False,,5/6,45000,DVB-S2,Eng
91.0,MBC Radio 2,,,11106 V,tp GAA06,0,,,False,,5/6,45000,DVB-S2,Eng
,(feeds),,,11459 H,tp DWW1,,,,False,,3/4,9700,DVB-S2,
,(feeds),,,11459 V,tp DWW2,,,,False,,3/4,27200,DVB-S2,
,(feeds),,,11468 V,tp DWW2,,,,False,,3/4,4440,DVB-S2,
,(feeds),,,11471 H,tp DWW1,,,,False,,3/4,9700,DVB-S2,
,(feeds),,,11478 V,tp DWW2,,,,False,,3/4,3333,DVB-S2,
