SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,,318-11100,,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,False,,3/4,30000,DVB-S2,
,,,,12245 H,tp 77,44-46,,,False,,,,,
4602,NASA TV UHD,HEVC/UHD,357.0,10727 H,tp 111,44-46,,,False,,3/4,30000,DVB-S2,Eng Eng
4603,Travelxp 4K Europe,HEVC/UHD,457.0,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,False,,3/4,30000,DVB-S2,Eng Cze Ger Hun Fre Rus Pol
4604,Museum TV International,HEVC/UHD,6041.0,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,False,,3/4,30000,DVB-S2,Eng Fre Pol Rus
4605,MyZen TV 4K,HEVC/UHD,6501.0,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,False,,3/4,30000,DVB-S2,Spa Eng Fre Rus Tur Pol
,Kabelio,318-11700,,10853 H,tp 117,44-46,Panaccess,,False,,2/3,29900,DVB-S2,
,Kabelio,318-12900,,11096 H,tp 129,44-46,Panaccess,,False,,3/4,30000,DVB-S2,
,Kabelio,318-1700,,11526 H,tp 17,44-46,Panaccess,,False,,2/3,29700,DVB-S2,
,SNRT,176-11800,,10873 V,tp 118,44-46,,https://www.lyngsat.com/providers/ma/SNRT.html,True,SNRT,3/4,27500,DVB-S2,
1,Al Maghribia,MPEG-4/HD,308.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
2,Laayoune TV,MPEG-4/HD,35.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
3,Al Aoula Inter,MPEG-4/HD,1001.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
5,Al Aoula Inter,MPEG-2/SD,1026.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
4,Athaqafia,MPEG-4/HD,46.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
6,Assadissa,MPEG-4/HD,1537.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
10,Arryadia,MPEG-4/HD,2562.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
241,Tamazight,MPEG-4/HD,3841.0,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ber
11,Idaa al Watania,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
12,Sud Radio,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
14,Chaîne Inter,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
15,Idaa al Amazighia,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
16,Idaa Mohammed Assadiss,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,Ara
50,Radio Agadir,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
53,Radio Oujda,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
54,Radio Casablanca,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
60,Radio Houceima,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
70,Radio Tétouan,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
80,Radio Meknes,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
90,Radio Laayoune,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
91,Radio Dakhla,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
177,Radio Tanger,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
178,Radio Fes,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
179,Radio Marrakech,,,10873 V,tp 118,44-46,,,False,SNRT,3/4,27500,DVB-S2,
136,Kabelio Infokanal,MPEG-4/HD,1361.0,11096 H,tp 129,44-46,,,False,SNRT,3/4,30000,DVB-S2,Ger
,Warner Bros. Discovery,318-300,,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,True,Warner Bros. Discovery,3/4,27500,DVB-S2,
,Warner Bros. Discovery,318-300,,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,True,Warner Bros. Discovery,3/4,27500,DVB-S2,
,Warner Bros. Discovery,318-300,,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,True,Warner Bros. Discovery,3/4,27500,DVB-S2,
