SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,Warner Bros. Discovery,1-1,,10723 V,tp A2,47.0,Viaccess,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,True,Warner Bros. Discovery,1/2,32115,DVB-S2,
4000,Discovery Channel Central Europe,MPEG-4/SD,4011.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Eng Rus
4100,Animal Planet Rossiya,MPEG-4/SD,4111.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Rus Eng
4200,Investigation Discovery Rossiya,MPEG-4/SD,4211.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Rus Eng
4300,TLC Rossiya,MPEG-4/SD,4311.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Rus Eng
4400,Cartoon Network Russia & South East Europe,MPEG-4/SD,4411.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Rus Bul Eng Slv Srp Hrv
4500,Cartoonito Central & Eastern Europe,MPEG-4/SD,4511.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Pol Eng Hun Rum Rus Cze
4600,Eurosport 1 Rossiya,MPEG-4/HD,4611.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Rus Eng
4700,Eurosport 2 Rossiya,MPEG-4/HD,4711.0,10723 V,tp A2,47.0,Viaccess,,False,Warner Bros. Discovery,1/2,32115,DVB-S2,Rus Eng
,Chinese mux,0-2,,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,
51,CCTV 1,HEVC/HD,1201.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
52,CCTV 2,HEVC/HD,1202.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
53,CCTV 3,HEVC/HD,1203.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
54,CCTV 4 Asia,HEVC/HD,1204.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
55,CCTV 5,HEVC/HD,1205.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
56,CHC HD Movies,HEVC/HD,1206.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
57,CCTV 5+,HEVC/HD,1207.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
58,CCTV 8,HEVC/HD,1208.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
59,CCTV 7,HEVC/HD,1209.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
60,CCTV 13,HEVC/HD,1210.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
61,Beijing TV Kaku,HEVC/HD,1211.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
62,Magic Channel,HEVC/HD,1212.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Rus
63,Beijing TV,HEVC/HD,1213.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
64,Dragon TV International,HEVC/HD,1214.0,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,False,Warner Bros. Discovery,1/2,30000,DVB-S2,Chi
