Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
4010 Htp 15North America,DVB-S28PSK144008/9,,MASN,,,,10.7,PowerVu,Mike 4230108,4010 H,tp 15,,PowerVu,https://www.lyngsat.com/providers/us/MASN.html,True,MASN
4010 Htp 15North America,DVB-S28PSK144008/9,100,MASN Baltimore,,MPEG-4/HD,100.0,101 Eng,PowerVu,,4010 H,tp 15,,PowerVu,,False,MASN
4010 Htp 15North America,DVB-S28PSK144008/9,110,MASN Washington,,MPEG-4/HD,110.0,111 Eng,PowerVu,,4010 H,tp 15,,PowerVu,,False,MASN
4010 Htp 15North America,DVB-S28PSK144008/9,120,MASN 2 Baltimore,,MPEG-4/HD,120.0,1.1 Eng,PowerVu,,4010 H,tp 15,,PowerVu,,False,MASN
4010 Htp 15North America,DVB-S28PSK144008/9,130,MASN 2 Washington,,MPEG-4/HD,130.0,131 Eng,PowerVu,,4010 H,tp 15,,PowerVu,,False,MASN
4020 Vtp 16North America,DVB-S28PSK312503/4,,Fox Corporation,,,,7.9,Irdeto,T Bohnet220728,4020 V,tp 16,,Irdeto,https://www.lyngsat.com/providers/us/Fox-Corporation.html,True,Fox Corporation
4020 Vtp 16North America,DVB-S28PSK312503/4,551,Fox News Channel,,HEVC/HD,101.0,102 Eng 103 Spa,Irdeto,,4020 V,tp 16,,Irdeto,,False,Fox Corporation
4020 Vtp 16North America,DVB-S28PSK312503/4,552,FS1,,HEVC/HD,201.0,202 Eng 203 Spa,Irdeto,,4020 V,tp 16,,Irdeto,,False,Fox Corporation
4020 Vtp 16North America,DVB-S28PSK312503/4,553,FS2,,HEVC/HD,301.0,302 Eng 303 Spa,Irdeto,,4020 V,tp 16,,Irdeto,,False,Fox Corporation
4020 Vtp 16North America,DVB-S28PSK312503/4,554,Fox Business,,HEVC/HD,401.0,402 Eng,Irdeto,,4020 V,tp 16,,Irdeto,,False,Fox Corporation
