Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
12230 HLatin America,DVB-S231300,,Movistar,,,,,Nagravision,C de Berazategui240223,12230 H,,,Nagravision,,False,
12230 HLatin America,DVB-S231300,1273.0,ESPN 6 América Latina,,MPEG-4/SD,8144.0,8146 Spa,,,12230 H,,,,,False,
12230 VLatin America,DVB-S30000,,Claro Americas Sur,,,,,Conax,StarTVuser220603,12230 V,,,Conax,,False,
12270 HLatin America,DVB-S28PSK300002/3,,Claro Americas Sur,,,,6.6,Conax,StarTVuser220603,12270 H,,,Conax,,False,
12270 VLatin America,DVB-S30000,,Claro Americas Sur,,,,,ConaxIrdeto,C de Berazategui210908,12270 V,,,"Conax,Irdeto",,False,
12310 VLatin America,DVB-S30000,,Claro Americas Sur,,,,,Conax,Josue Blandon220529,12310 V,,,Conax,,False,
12350 HLatin America,DVB-S28PSK300002/3,,Claro Americas Sur,,,,6.6,ConaxIrdeto,StarTVuser220603,12350 H,,,"Conax,Irdeto",,False,
12350 VLatin America,DVB-S30000,,Claro Americas Sur,,,,,Conax,C de Berazategui211203,12350 V,,,Conax,,False,
12350 VLatin America,DVB-S30000,74.0,Claro Americas Sur promo,,MPEG-2/SD,56.0,49 Spa,,,12350 V,,,,,False,
12390 VLatin America,DVB-S30000,,Claro Americas Sur,,,,,Conax,C de Berazategui210910,12390 V,,,Conax,,False,
12430 HLatin America,DVB-S231300,,,,,,,,C de Berazategui240225,12430 H,,,,,False,
12430 HLatin America,DVB-S231300,9.0,Cubavisión Internacional,,MPEG-4/HD,2909.0,3909 Spa,,,12430 H,,,,,False,
12430 HLatin America,DVB-S231300,10.0,Bethel TV (Peru),,MPEG-4/HD,4256.0,3000 Spa,,,12430 H,,,,,False,
12430 HLatin America,DVB-S231300,12.0,Bethel Radio,,,,3.02 Spa,,,12430 H,,,,,False,
12430 VLatin America,DVB-S300002/3,,Claro Americas Sur,,,,4.4,Conax,F Alisson221206,12430 V,,,Conax,,False,
