Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
11455 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,11455 H,,,,,False,
11461 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,11461 H,,,,,False,
11467 HMiddle East,DVB-S28PSK45003/4,,(feeds),,,,,,Roli201004,11467 H,,,,,False,
11481 HMiddle East,DVB-S28PSK38753/4,,(feeds),,,,,,Marcel 2180327,11481 H,,,,,False,
11487 HMiddle East,DVB-S2QPSK38755/6,,(feeds),,,,,,Roli200905,11487 H,,,,,False,
11502 HMiddle East,DVB-S22225/6,,(feeds),,,,,,Roli191124,11502 H,,,,,False,
11516 HMiddle East,DVB-S28PSK20005/6,,(feeds),,,,,,Janlakomcik231109,11516 H,,,,,False,
11542 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240310,11542 H,,,,,False,
11551 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240324,11551 H,,,,,False,
11625 Htp 11Middle East,DVB-S28PSK10005/6,,(feeds),,,,,,N Stanislav211107,11625 H,tp 11,,,,False,
11663 Htp 12Middle East,DVB-S297003/4,,(feeds),,,,,,Stanley_cassidy230917,11663 H,tp 12,,,,False,
11672 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230907,11672 H,tp 12,,,,False,
11680 Htp 12Middle East,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy231031,11680 H,tp 12,,,,False,
11681 Vtp 12Europe,DVB-S28PSK22005/6,,(feeds),,,,,,Roli230309,11681 V,tp 12,,,,False,
11689 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231201,11689 H,tp 12,,,,False,
12548 HEurope,DVB-S28PSK36003/4,,(feeds),,,,,,Roli231103,12548 H,,,,,False,
12560 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,12560 H,,,,,False,
12567 HEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli240310,12567 H,,,,,False,
12578 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,12578 H,,,,,False,
12629 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,12629 H,,,,,False,
12632 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,12632 H,,,,,False,
12637 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230505,12637 H,,,,,False,
12643 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli200912,12643 H,,,,,False,
12682 Htp 23Europe,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220417,12682 H,tp 23,,,,False,
12693 Htp 23Europe,DVB-S293702/3,,(feeds),,,,,,Stanley_cassidy220406,12693 H,tp 23,,,,False,
12714 Htp 24Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220413,12714 H,tp 24,,,,False,
12719 Htp 24Europe,DVB-S15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,12719 H,tp 24,,,,False,
12721 VEurope,DVB-S28PSK15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,12721 V,,,,,False,
