Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,,Telekarta,,1-102,,4.4,ConaxIrdeto,N Stanislav231212,10981 V,tp DB2,0,"Conax,Irdeto",,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,202.0,Soyuz,,MPEG-2/SD,1202.0,2202 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,203.0,Juvelirochka,,MPEG-2/SD,1203.0,2203 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,204.0,8 Kanal,,MPEG-2/SD,1204.0,2204 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,205.0,[test card],,MPEG-2/SD,1205.0,2205,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,206.0,U,,MPEG-2/SD,1206.0,2206 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,207.0,TNT Music,,MPEG-2/SD,1207.0,2207 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,210.0,STS Love,,MPEG-2/SD,1210.0,2210 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,211.0,Muz TV (0h),,MPEG-2/SD,1211.0,2211 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,216.0,Shop & Show (Russia),,MPEG-2/SD,1216.0,2216 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,220.0,Mir 24,,MPEG-2/SD,1220.0,2220 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,291.0,Europa Plus (+2h),,,,2291 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,292.0,Europa Plus (+4h),,,,2292 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,293.0,Retro FM Rossiya (+2h),,,,2293 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,294.0,Retro FM Rossiya (+4h),,,,2294 Rus,,,10981 V,tp DB2,0,,,False,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,295.0,Radio Chanson Omsk,,,,2295 Rus,,,10981 V,tp DB2,0,,,False,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-208,,4.7,ConaxIrdeto,N Stanislav231220,11044 V,tp DB4,0,"Conax,Irdeto",,False,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,965.0,Istoriya Telekanal,,MPEG-4/SD,1965.0,2965 Rus,,,11044 V,tp DB4,0,,,False,
