Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
12224 Rtp 1Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-1,,,Nagravision,H Gómez200929,12224 R,tp 1,,Nagravision,,False,
12253 Rtp 3Conus,DVB-S200007/8,,Dish Mexico,,5907-3,,7.2,Nagravision,H Gómez230712,12253 R,tp 3,,Nagravision,,False,
12297 Ltp 6Conus,DVB-S200007/8,,Dish Mexico,,5907-6,,7.2,Nagravision,H Gómez230712,12297 L,tp 6,,Nagravision,,False,
12326 Ltp 8Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-8,,,Nagravision,StarTVuser220603,12326 L,tp 8,,Nagravision,,False,
12399 Rtp 13Conus,DVB-S200001/2,,Dish Mexico,,5907-13,,2.7,Nagravision,H Gómez230712,12399 R,tp 13,,Nagravision,,False,
12428 Rtp 15Conus,DVB-S200007/8,,Dish Mexico,,5907-15,,7.2,Nagravision,H Gómez230712,12428 R,tp 15,,Nagravision,,False,
12472 Ltp 18Conus,DVB-S200007/8,,Dish Mexico,,5907-18,,7.2,Nagravision,H Gómez230712,12472 L,tp 18,,Nagravision,,False,
12486 Rtp 19Conus,DVB-S200005/6,,Dish Mexico,,5907-19,,6.5,Nagravision,H Gómez230712,12486 R,tp 19,,Nagravision,,False,
12530 Ltp 22Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-22,,,Nagravision,R Imperial220202,12530 L,tp 22,,Nagravision,,False,
12545 Rtp 23Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-23,,,Nagravision,H Gómez200929,12545 R,tp 23,,Nagravision,,False,
12603 Rtp 27Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-27,,,Nagravision,StarTVuser220603,12603 R,tp 27,,Nagravision,,False,
12618 Ltp 28Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-28,,,Nagravision,H Gómez200929,12618 L,tp 28,,Nagravision,,False,
12632 Rtp 29Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-29,,,Nagravision,R Imperial220202,12632 R,tp 29,,Nagravision,,False,
12647 Ltp 30Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-30,,,Nagravision,StarTVuser220603,12647 L,tp 30,,Nagravision,,False,
12661 Rtp 31Conus,DVB-S200007/8,,Dish Mexico,,5907-31,,7.2,Nagravision,Edinho fta231001,12661 R,tp 31,,Nagravision,,False,
12276 Rtp 5Conus,DVB-S28PSK105003/4,,TV Méxiquense,,,,7.9,,Mexdoomer231004,12276 R,tp 5,,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html,True,TV Méxiquense
12276 Rtp 5Conus,DVB-S28PSK105003/4,1.0,TV Méxiquense,,MPEG-2/HD,49.0,51 Spa,,,12276 R,tp 5,,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html,True,TV Méxiquense
12276 Rtp 5Conus,DVB-S28PSK105003/4,4.0,TV Méxiquense,,MPEG-4/HD,65.0,67 Spa,,,12276 R,tp 5,,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html,True,TV Méxiquense
12276 Rtp 5Conus,DVB-S28PSK105003/4,2.0,AMX Noticias,,MPEG-2/SD,79.0,81 Spa,,,12276 R,tp 5,,,,False,TV Méxiquense
12276 Rtp 5Conus,DVB-S28PSK105003/4,3.0,AMX Noticias +1,,MPEG-2/SD,89.0,91 Spa,,,12276 R,tp 5,,,,False,TV Méxiquense
12276 Rtp 5Conus,DVB-S28PSK105003/4,4.0,Radio Méxiquense 91.1 FM,,,,68 Spa,,,12276 R,tp 5,,,,False,TV Méxiquense
12276 Rtp 5Conus,DVB-S28PSK105003/4,4.0,Radio Méxiquense 1600 AM,,,,68 Spa,,,12276 R,tp 5,,,,False,TV Méxiquense
12486 Rtp 19Conus,DVB-S200005/6,150.0,Dishome promo,,MPEG-2/SD,5922.0,5923 Spa,,,12486 R,tp 19,,,,False,TV Méxiquense
