Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
3977 Ltp 104SE zone0,DVB-S177773/4,,NBC,,70-1,,5.5,Tongfang,Tony G150522,3977 L,tp 104,0,Tongfang,https://www.lyngsat.com/providers/na/NBC.html,True,NBC
3977 Ltp 104SE zone0,DVB-S177773/4,1.0,NBC 1,,MPEG-2/SD,32.0,33 Eng,,,3977 L,tp 104,0,,,False,NBC
3977 Ltp 104SE zone0,DVB-S177773/4,64.0,NBC 1,,MPEG-2/SD,81.0,82 Eng,Tongfang,,3977 L,tp 104,0,Tongfang,,False,NBC
3977 Ltp 104SE zone0,DVB-S177773/4,2.0,(feeds),,,34.0,35,Tongfang,,3977 L,tp 104,0,Tongfang,,False,NBC
3977 Ltp 104SE zone0,DVB-S177773/4,26.0,(feeds),,,59.0,57,Tongfang,,3977 L,tp 104,0,Tongfang,,False,NBC
10962 Htp 71Spot 2,DVB-S15507/8,,(feeds),,,,,,N Stanislav111102,10962 H,tp 71,,,,False,NBC
10966 Vtp 61Spot 1,DVB-S28PSK71202/3,,(feeds),,,,,,Roli210828,10966 V,tp 61,,,,False,NBC
11003 Vtp 61Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A230607,11003 V,tp 61,,,,False,NBC
11016 Vtp 61Spot 1,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A160222,11016 V,tp 61,,,,False,NBC
11027 Vtp 61Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A160222,11027 V,tp 61,,,,False,NBC
11045 Htp 72Spot 2,DVB-S21007/8,,(feeds),,,,,,DX Bozóth170505,11045 H,tp 72,,,,False,NBC
11048 Htp 72Spot 2,DVB-S31003/4,,(feeds),,,,,,DX Bozóth090109,11048 H,tp 72,,,,False,NBC
11049 Vtp 62Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie ARoli210417,11049 V,tp 62,,,,False,NBC
11055 Vtp 62Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie ARoli210417,11055 V,tp 62,,,,False,NBC
11063 Vtp 62Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie ARoli210618,11063 V,tp 62,,,,False,NBC
11080 Vtp 62Spot 1,DVB-S28PSK96003/4,,(feeds),,,,,,Jamie A220303,11080 V,tp 62,,,,False,NBC
11080 Htp 72Spot 2,DVB-S11003/4,,(feeds),,,,,,DX Bozóth120229,11080 H,tp 72,,,,False,NBC
11090 Vtp 62Spot 1,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230325,11090 V,tp 62,,,,False,NBC
11096 Vtp 62Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie ARoli220909,11096 V,tp 62,,,,False,NBC
11123 Vtp 63Spot 1,DVB-S28PSK72003/4,,(feeds),,,,,,Roli151203,11123 V,tp 63,,,,False,NBC
11146 Vtp 63Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A151127,11146 V,tp 63,,,,False,NBC
11186 Htp 73Spot 2,DVB-S28PSK35802/3,,(feeds),,,,,,N Stanislav240102,11186 H,tp 73,,,,False,NBC
11461 Vtp 65Spot 1,DVB-S216APSK49902/3,,(feeds),,,,,,Jamie A230403,11461 V,tp 65,,,,False,NBC
11467 Vtp 65Spot 1,DVB-S28PSK50003/4,,(feeds),,,,,,Jamie A230912,11467 V,tp 65,,,,False,NBC
11473 Vtp 65Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie A230221,11473 V,tp 65,,,,False,NBC
11480 Vtp 65Spot 1,DVB-S28PSK49363/4,,(feeds),,,,,,Roli240109,11480 V,tp 65,,,,False,NBC
11488 Vtp 65Spot 1,DVB-S28PSK37502/3,,(feeds),,,,,,Jamie A230505,11488 V,tp 65,,,,False,NBC
11492 Vtp 65Spot 1,DVB-S28PSK49363/4,,(feeds),,,,,,Roli230909,11492 V,tp 65,,,,False,NBC
11498 Vtp 65Spot 1,DVB-S28PSK49363/4,,(feeds),,,,,,Roli230909,11498 V,tp 65,,,,False,NBC
11507 Vtp 65Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie A231122,11507 V,tp 65,,,,False,NBC
11511 Vtp 65Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie A231122,11511 V,tp 65,,,,False,NBC
11515 Vtp 65Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie A231122,11515 V,tp 65,,,,False,NBC
11529 Vtp 65Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Roli210507,11529 V,tp 65,,,,False,NBC
11536 Vtp 65Spot 1,DVB-S67503/4,,(feeds),,,,,,Roli220529,11536 V,tp 65,,,,False,NBC
11542 Vtp 65Spot 1,DVB-S28PSK45003/4,,(feeds),,,,,,Jamie A200131,11542 V,tp 65,,,,False,NBC
11553 Vtp 65Spot 1,DVB-S2X8PSK71202/3,,(feeds),,,,,,Jamie A210125,11553 V,tp 65,,,,False,NBC
11559 Vtp 65Spot 1,DVB-S28PSK32003/4,,(feeds),,,,,,Jamie A211102,11559 V,tp 65,,,,False,NBC
11563 Vtp 65Spot 1,DVB-S28PSK32003/4,,(feeds),,,,,,Jamie A211102,11563 V,tp 65,,,,False,NBC
11574 Vtp 69Spot 1,DVB-S2QPSK66003/5,,(feeds),,,,,,Roli231029,11574 V,tp 69,,,,False,NBC
11584 Vtp 69Spot 1,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy190414,11584 V,tp 69,,,,False,NBC
11602 Vtp 69Spot 1,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy230715,11602 V,tp 69,,,,False,NBC
11613 Vtp 69Spot 1,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220424,11613 V,tp 69,,,,False,NBC
11627 Vtp 69Spot 1,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220310,11627 V,tp 69,,,,False,NBC
