Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
10722 Vtp 11LMiddle East52-55,DVB-S275005/6,,Yes,,,,6.5,Videoguard,DX Bozóth230906,10722 V,tp 11L,52-55,Videoguard,,False,
10758 Vtp 11UMiddle East52-55,DVB-S275005/6,,Yes,,171-14,,6.5,Videoguard,DX Bozóth230906,10758 V,tp 11U,52-55,Videoguard,,False,
10806 VMiddle East52-55,DVB-S275005/6,,Yes,,,,6.5,Videoguard,DX Bozóth230909,10806 V,,52-55,Videoguard,,False,
10842 VMiddle East52-55,DVB-S28PSK300002/3,,Yes,,,,6.6,Videoguard,DX Bozóth220109,10842 V,,52-55,Videoguard,,False,
10890 VMiddle East52-55,DVB-S275005/6,,Yes,,,,6.5,Videoguard,DX Bozóth231219,10890 V,,52-55,Videoguard,,False,
10926 VMiddle East52-55,DVB-S275005/6,,Yes,,171-12,,6.5,Videoguard,DX Bozóth230125,10926 V,,52-55,Videoguard,,False,
10722 VEurope0,DVB-S28PSK300003/4,,T-Home,,100-1,,7.9,Conax,EnoSat230107,10722 V,,0,Conax,,False,
10758 VEurope0,DVB-S28PSK300003/4,,T-Home,,100-2,,7.9,Conax,Anonymous221109,10758 V,,0,Conax,,False,
10806 VEurope0,DVB-S28PSK300003/4,,T-Home,,100-5,,7.9,Conax,M Al-Taie240110,10806 V,,0,Conax,,False,
10842 VEurope0,DVB-S28PSK300003/4,,T-Home,,100-6,,7.9,Conax,M Al-Taie230401,10842 V,,0,Conax,,False,
11222 Htp 8LUkraine0,DVB-S28PSK300003/4,,T-Home,,100-3,,7.9,Conax,EnoSat230107,11222 H,tp 8L,0,Conax,,False,
11258 Htp 8UUkraine0,DVB-S28PSK300003/4,,T-Home,,100-4,,7.9,Conax,M Al-Taie221018,11258 H,tp 8U,0,Conax,,False,
10758 VEurope0,DVB-S28PSK300003/4,1212.0,[test card],,MPEG-4/SD,481.0,482,,,10758 V,,0,,,False,
11258 Htp 8UUkraine0,DVB-S28PSK300003/4,1414.0,[test card],,MPEG-4/SD,481.0,482,,,11258 H,tp 8U,0,,,False,
10926 VMiddle East52-55,DVB-S275005/6,1202.0,The Shopping Channel (Israel),,MPEG-2/SD,513.0,661 Heb,,,10926 V,,52-55,,,False,
10926 VMiddle East52-55,DVB-S275005/6,1205.0,Knesset Channel,,MPEG-2/SD,516.0,664 Heb,,,10926 V,,52-55,,,False,
10926 VMiddle East52-55,DVB-S275005/6,1215.0,Hala TV (Israel),,MPEG-2/SD,526.0,674 Ara,,,10926 V,,52-55,,,False,
11140 Htp 7Ukraine0,,,,,,,,,D ShimoniM Al-TaieEnoSat240105,11140 H,tp 7,0,,,False,
