Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
10983 Htp 8Pan America0,DVB-S2QPSK450004/5,,TuVes HD,,,,4.7,Verimatrix (B)StreamGuard,C de Berazategui230530,10983 H,tp 8,0.0,"Verimatrix (B),StreamGuard",,False,
11733 Htp 12Pan America0,DVB-S2QPSK450004/5,,TuVes HD,,,,4.7,Verimatrix (B)StreamGuard,C de Berazategui231014,11733 H,tp 12,0.0,"Verimatrix (B),StreamGuard",,False,
11795 Htp 13Pan America0,DVB-S2QPSK450004/5,,TuVes HD,,,,4.7,Verimatrix (B)StreamGuard,C de Berazategui240225,11795 H,tp 13,0.0,"Verimatrix (B),StreamGuard",,False,
11857 Htp 14Pan America0,DVB-S2QPSK450004/5,,TuVes HD,,?-1,,4.7,Verimatrix (B)IrdetoStreamGuard,O Ponce240104,11857 H,tp 14,0.0,"Verimatrix (B),Irdeto,StreamGuard",,False,
11919 Htp 15Pan America0,DVB-S2QPSK45000,,TuVes HD,,,,,Verimatrix (B)IrdetoStreamGuard,C de Berazategui231014,11919 H,tp 15,0.0,"Verimatrix (B),Irdeto,StreamGuard",,False,
10983 Htp 8Pan America0,DVB-S2QPSK450004/5,9990.0,[Avalpa test card],,MPEG-4/SD,1501.0,1502,,,10983 H,tp 8,0.0,,,False,
11026 Htp 9Pan America0,DVB-S125001/2,,Voice of America,,,,2.7,,C de Berazategui220712,11026 H,tp 9,0.0,,https://www.lyngsat.com/providers/us/Voice-of-America.html,True,Voice of America
11026 Htp 9Pan America0,DVB-S125001/2,340.0,VoA TV Global,,MPEG-4/HD,100.0,101 Eng,,,11026 H,tp 9,0.0,,,False,Voice of America
11026 Htp 9Pan America0,DVB-S125001/2,350.0,TV Martí,,MPEG-4/HD,110.0,111 Spa,,,11026 H,tp 9,0.0,,,False,Voice of America
11026 Htp 9Pan America0,DVB-S125001/2,300.0,Voz de América,,,,121 Spa,,,11026 H,tp 9,0.0,,,False,Voice of America
11026 Htp 9Pan America0,DVB-S125001/2,301.0,VoA 1,,,,122 Eng,,,11026 H,tp 9,0.0,,,False,Voice of America
11026 Htp 9Pan America0,DVB-S125001/2,302.0,VoA 1,,,,123 Eng,,,11026 H,tp 9,0.0,,,False,Voice of America
11026 Htp 9Pan America0,DVB-S125001/2,303.0,Radio Martí,,,,124 Spa,,,11026 H,tp 9,0.0,,,False,Voice of America
