Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
11472 Vtp 8Coherent,Digicipher 2292705/6,,Kazakh mux,,,,,Digicipher,N Stanislav240328,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,KTK,,,101.0,Rus,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,31 Kanal,,,103.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,NTK,,,104.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Qazaqstan,,,106.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Balapan,,,107.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Khabar,,,108.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Khabar 24,,,109.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Astana TV,,,110.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,7 Kanal (Kazakhstan),,,111.0,Kaz,Digicipher,,11472 V,tp 8,,Digicipher,,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,,Kazakh mux,,,,10.7,IrdetoVideoguard,N Stanislav220902,11494 V,tp 9,,"Irdeto,Videoguard",,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,,11494 V,tp 9,,"Irdeto,Videoguard",,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,11494 V,tp 9,,"Irdeto,Videoguard",,False,
