Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
3629 Rtp 5Global,DVB-S2QPSK109001/2,,RSCC,,,,1.0,BISS,Wellikan231030,3629 R,tp 5,,BISS,https://www.lyngsat.com/providers/ru/RSCC.html,True,RSCC
3629 Rtp 5Global,DVB-S2QPSK109001/2,,RSCC,,,,1.0,BISS,Wellikan231030,3629 R,tp 5,,BISS,https://www.lyngsat.com/providers/ru/RSCC.html,True,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,,RSCC,,4371-9,,5.5,BISS 1,Crazylee221021,3675 R,tp 6,,BISS 1,https://www.lyngsat.com/providers/ru/RSCC.html,True,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,,RSCC,,4371-9,,5.5,BISS 1,Crazylee221021,3675 R,tp 6,,BISS 1,https://www.lyngsat.com/providers/ru/RSCC.html,True,RSCC
3629 Rtp 5Global,DVB-S2QPSK109001/2,1.0,RT News,,MPEG-2/SD,201.0,301 Eng,BISS,,3629 R,tp 5,,BISS,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,1.0,RT News,,MPEG-4/HD,201.0,301 Eng 331 Eng,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,2.0,RT News,,MPEG-2/SD,481.0,482 Eng,,,3975 R,tp 14,,,,False,RSCC
11541 Htp D5Ku Fixed 248,DVB-S2QPSK82643/4,2.0,RT News,,MPEG-2/SD,481.0,482 Eng,,,11541 H,tp D5,48,,,False,RSCC
3629 Rtp 5Global,DVB-S2QPSK109001/2,2.0,RT Español,,MPEG-2/SD,202.0,302 Spa,BISS,,3629 R,tp 5,,BISS,,False,RSCC
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,1.0,RT Español,,MPEG-2/SD,61.0,62 Spa,,,3975 R,tp 14,,,,False,RSCC
11473 Vtp D2Ku Fixed 30,DVB-S28PSK35903/4,1.0,RT Español,,?-?MPEG-4/HD,33.0,7.9  34 Spa,,C de Berazategui230514,11473 V,tp D2,0,,,False,RSCC
3629 Rtp 5Global,DVB-S2QPSK109001/2,3.0,Perviy kanal Europa,,MPEG-4/SD,203.0,303 Rus,BISS,,3629 R,tp 5,,BISS,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,2.0,RT Documentary,,MPEG-4/HD,202.0,302 Eng 332 Eng,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,3.0,RT Doc,,MPEG-4/HD,203.0,303 Rus 333 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,4.0,Perviy kanal (0h),,MPEG-4/SD,204.0,304 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,5.0,RTR Planeta,,MPEG-4/SD,205.0,305 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
11484 Htp D1Ku Fixed 248,DVB-S2QPSK35353/5,1.0,RTR Planeta,,1-17MPEG-2/SD,200.0,2.2 300 Rus,,N Stanislav220630,11484 H,tp D1,48,,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,6.0,Rossiya 24,,MPEG-4/SD,206.0,306 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,7.0,NTV Mir,,MPEG-4/SD,207.0,307 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,8.0,TNT (0h),,MPEG-4/SD,208.0,308 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,9.0,STS,,MPEG-4/SD,209.0,309 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,10.0,Telekanal Zvezda (0h),,MPEG-4/SD,210.0,310 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,11.0,Muz TV (Russia),,MPEG-4/SD,211.0,311 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,12.0,Karusel (0h),,MPEG-4/SD,212.0,312 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,13.0,Pobeda,,MPEG-4/SD,213.0,313 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3675 Rtp 6Global,DVB-S28PSK353933/5,14.0,Dom Kino,,MPEG-4/SD,214.0,314 Rus,BISS 1,,3675 R,tp 6,,BISS 1,,False,RSCC
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,,,,,,7.9,,Edinho fta230602,3975 R,tp 14,,,,False,RSCC
