Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
11493 V,DVB-S28PSK432005/6,,Ddish TV,,511-2,,9.4,NagravisionTongfang,Anonymous200904,11493 V,,,"Nagravision,Tongfang",,False,
11553 V,DVB-S28PSK432005/6,,Ddish TV,,,,9.4,NagravisionTongfang,Albert I230930,11553 V,,,"Nagravision,Tongfang",,False,
11613 V,DVB-S28PSK432005/6,,Ddish TV,,511-3,,9.4,NagravisionTongfang,Albert I230930,11613 V,,,"Nagravision,Tongfang",,False,
11654 V,DVB-S28PSK140003/5,,Ddish TV,,512-4,,5.5,NagravisionTongfang,Anonymous200904,11654 V,,,"Nagravision,Tongfang",,False,
11493 V,DVB-S28PSK432005/6,1001.0,MNB,,MPEG-4/HD,1001.0,1002 Mon,,,11493 V,,,,,False,
11493 V,DVB-S28PSK432005/6,1036.0,BBS TV (Mongolia),,MPEG-4/SD,4220.0,4217 Mon,,,11493 V,,,,,False,
12270 VNE Asia0,DVB-S28PSK300003/4,,G Sat,,,,7.9,Conax,Anonymous240331,12270 V,,0.0,Conax,,False,
12310 VNE Asia0,DVB-S28PSK300003/4,,G Sat,,,,7.9,Conax,Albert I240201,12310 V,,0.0,Conax,,False,
12303 HSouth Asia,DVB-S28PSK10203/5,,(feeds),,,,,,N Stanislav211018,12303 H,,,,,False,
12306 HSouth Asia,DVB-S28PSK11005/6,,(feeds),,,,,,N Stanislav211018,12306 H,,,,,False,
12311 HSouth Asia,DVB-S2QPSK10005/6,,(feeds),,,,,,N Stanislav211018,12311 H,,,,,False,
12312 HSouth Asia,DVB-S2QPSK10305/6,,(feeds),,,,,,N Stanislav211018,12312 H,,,,,False,
12315 HSouth Asia,DVB-S28PSK10605/6,,(feeds),,,,,,N Stanislav211028,12315 H,,,,,False,
12317 HSouth Asia,DVB-S28PSK20003/4,,(feeds),,,,,,N Stanislav211104,12317 H,,,,,False,
12383 HNE Asia,DVB-S28PSK45005/6,,(feeds),,,,,BISS,T Kameda191213,12383 H,,,BISS,,False,
12310 VNE Asia0,DVB-S28PSK300003/4,1.0,G Sat promo,,MPEG-4/SD,1001.0,1002 Tgl,,,12310 V,,0.0,,,False,
12310 VNE Asia0,DVB-S28PSK300003/4,2.0,One Media Network,,MPEG-4/SD,1006.0,1007 Eng,,,12310 V,,0.0,,,False,
12354 HNE Asia,DVB-S33335/6,,(LG feeds),,,,,BISS,T Kameda180201,12354 H,,,BISS,,False,
12359 HNE Asia,DVB-S216APSK44003/4,,(MBN feeds),,,,,,T Kameda180127,12359 H,,,,,False,
12623 HSouth Korea,DVB-S216APSK44003/4,,(MBN feeds),,,,,,T Kameda181115,12623 H,,,,,False,
12470 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,,,6.6,PowerVuVerimatrix,Anonymous220801,12470 V,,0.0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,True,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,,,6.6,PowerVuVerimatrix,Anonymous220801,12470 V,,0.0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,True,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,18-101,,6.6,PowerVuVerimatrix,T Kameda210130,12590 V,,0.0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,True,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,18-101,,6.6,PowerVuVerimatrix,T Kameda210130,12590 V,,0.0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,True,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,2.0,AFN Prime Atlantic,,MPEG-4/HD,1260.0,1220 Eng,PowerVuVerimatrix,,12470 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,2.0,AFN Prime Atlantic,,MPEG-4/HD,1260.0,1220 Eng,PowerVuVerimatrix,,12590 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,3.0,AFN News,,MPEG-4/HD,1560.0,1520 Eng,PowerVuVerimatrix,,12470 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,3.0,AFN News,,MPEG-4/HD,1560.0,1520 Eng,PowerVuVerimatrix,,12590 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,4.0,AFN Sports,,MPEG-4/HD,1160.0,1120 Eng,PowerVuVerimatrix,,12470 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,4.0,AFN Sports,,MPEG-4/HD,1160.0,1120 Eng,PowerVuVerimatrix,,12590 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,5.0,AFN Prime Pacific,,MPEG-4/HD,1460.0,1422 Eng,PowerVuVerimatrix,,12470 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,5.0,AFN Prime Pacific,,MPEG-4/HD,1460.0,1422 Eng,PowerVuVerimatrix,,12590 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,6.0,AFN Spectrum,,MPEG-4/HD,1360.0,1320 Eng,PowerVuVerimatrix,,12470 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,6.0,AFN Spectrum,,MPEG-4/HD,1360.0,1320 Eng,PowerVuVerimatrix,,12590 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12470 VNE Asia0,DVB-S28PSK300002/3,7.0,AFN Sports 2,,MPEG-4/HD,1660.0,1622 Eng,PowerVuVerimatrix,,12470 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
12590 VNE Asia0,DVB-S28PSK300002/3,7.0,AFN Sports 2,,MPEG-4/HD,1660.0,1622 Eng,PowerVuVerimatrix,,12590 V,,0.0,"PowerVu,Verimatrix",,False,American Forces Network
