Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,,BFBS,,19-5,,6.6,Irdeto,J RobinsonM Al-Taie220630,3775 L,tp EHL2,,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,True,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,,BFBS,,19-5,,6.6,Irdeto,J RobinsonM Al-Taie220630,3775 L,tp EHL2,,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,True,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,,BFBS,,17-3,,2.2,Irdeto,M Al-Taie240113,3798 R,tp WHR3,39-40,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,True,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,,BFBS,,17-3,,2.2,Irdeto,M Al-Taie240113,3798 R,tp WHR3,39-40,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,True,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8305.0,Sky Sports Main Event UK,,MPEG-4/SD,105.0,405 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8105.0,Sky Sports Main Event UK,,MPEG-4/SD,105.0,405 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8306.0,TNT Sports 1,,MPEG-4/SD,106.0,406 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8106.0,TNT Sports 1,,MPEG-4/SD,106.0,406 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8307.0,BFBS Sport,,MPEG-4/SD,107.0,407 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8107.0,BFBS Sport,,MPEG-4/SD,107.0,407 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8308.0,Sky News UK,,MPEG-4/SD,108.0,408 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8108.0,Sky News UK,,MPEG-4/SD,108.0,4.8 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8311.0,BBC One Delay,,MPEG-4/SD,111.0,411 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8312.0,BBC Two Delay,,MPEG-4/SD,112.0,412 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8313.0,ITV 1 Delay,,MPEG-4/SD,113.0,413 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8314.0,BFBS Extra Delay,,MPEG-4/SD,114.0,414 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8317.0,Sky Cinema Delay,,MPEG-4/SD,117.0,417 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8117.0,Sky Cinema Delay,,MPEG-4/SD,117.0,417 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8318.0,NTV National,,MPEG-4/SD,118.0,418 Nep,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8118.0,NTV National,,MPEG-4/SD,118.0,418 Nep,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8321.0,BFBS Ops,,,,421 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8331.0,BFBS Ops,,,,431 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8121.0,BFBS Ops,,MPEG-4,,421 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8324.0,BFBS Radio 2,,,,424 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8124.0,BFBS Radio 2,,,,424 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8326.0,BFBS Best of British,,,,426 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8126.0,BFBS Best of British,,,,426 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8327.0,BFBS UK National,,,,427 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8127.0,BFBS UK National,,,,427 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8329.0,BFBS Germany,,,,429 Eng,Irdeto,,3775 L,tp EHL2,,Irdeto,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8332.0,BFBS Beats,,,,432 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8132.0,BFBS Beats,,,,432 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8333.0,BFBS Gurkha Network,,,,433,,,3775 L,tp EHL2,,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8338.0,BFBS Gurkha Network,,,,438,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8133.0,BFBS Gurkha Network,,,,433,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8334.0,BFBS Edge,,,,434 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8134.0,BFBS Edge,,,,434 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8335.0,BFBS Rewind,,,,435 Eng,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8135.0,BFBS Rewind,,,,435 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8337.0,BFBS Shamishran,,,,437,,,3775 L,tp EHL2,,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8137.0,BFBS Shamishran,,,,437,,,3798 R,tp WHR3,39-40,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8101.0,BBC One,,MPEG-4/SD,101.0,401 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8102.0,CBBC (07-18),,MPEG-4/SD,102.0,402 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8102.0,BBC Two (18-07),,MPEG-4/SD,102.0,402 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8103.0,ITV 1 London,,MPEG-4/SD,103.0,403 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8104.0,BFBS Extra,,MPEG-4/SD,104.0,404 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8109.0,Channel 4 London,,MPEG-4/SD,109.0,409 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8110.0,Channel 5 (UK),,MPEG-4/SD,110.0,410 Eng,Irdeto,,3798 R,tp WHR3,39-40,Irdeto,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8123.0,BFBS UK Bases,,,,423 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8138.0,BFBS Falklands,,,,438 Eng,,,3798 R,tp WHR3,39-40,,,False,BFBS
3813 Rtp WHR3West hemi39-40,DVB-S2QPSK24005/6,1.0,Benishangul Gumuz Media,,1-1MPEG-4/HD,512.0,5.2 258,,N Stanislav240216,3813 R,tp WHR3,39-40,,,False,BFBS
11105 Htp EAH3East Africa0-50,DVB-S2QPSK450005/6,6136.0,Benishangul Gumuz Media,,MPEG-4/SD,2036.0,336,,,11105 H,tp EAH3,0-50,,,False,BFBS
