Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
11460 Htp 1Europe Ku,DVB-S216APSK72003/4,,(feeds),,,,,,Jamie A150523,11460 H,tp 1,,,,False,
11460 Vtp 2Europe Ku,DVB-S28PSK37502/3,,(feeds),,,,,,Jamie A240220,11460 V,tp 2,,,,False,
11469 Htp 1Europe Ku,DVB-S28PSK32143/4,,(feeds),,,,,,Roli150210,11469 H,tp 1,,,,False,
11470 Vtp 2Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A230115,11470 V,tp 2,,,,False,
11479 Htp 1Europe Ku,DVB-S44443/4,,(feeds),,,,,,Serdar 22140821,11479 H,tp 1,,,,False,
11480 Vtp 2Europe Ku,DVB-S269755/6,,(feeds),,,,,,Roli230821,11480 V,tp 2,,,,False,
11488 Vtp 2Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230715,11488 V,tp 2,,,,False,
11490 Htp 1Europe Ku,DVB-S28PSK50005/6,,(feeds),,,,,,Jamie A240123,11490 H,tp 1,,,,False,
11501 Htp 3Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A231029,11501 H,tp 3,,,,False,
11502 Vtp 4Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A230228,11502 V,tp 4,,,,False,
11510 Htp 3Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A220508,11510 H,tp 3,,,,False,
11510 Vtp 4Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A240123,11510 V,tp 4,,,,False,
11519 Htp 3Europe Ku,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A230819,11519 H,tp 3,,,,False,
11527 Htp 3Europe Ku,DVB-S28PSK36503/4,,(feeds),,,,,,Roli240309,11527 H,tp 3,,,,False,
11527 Vtp 4Europe Ku,DVB-S28PSK98743/4,,(feeds),,,,,,Roli240128,11527 V,tp 4,,,,False,
11581 Vtp 8Europe Ku,DVB-S61113/4,,(feeds),,,,,,Marcel 2160107,11581 V,tp 8,,,,False,
11586 Htp 7Europe Ku,DVB-S28PSK48003/4,,(feeds),,,,,,F Kocsis180525,11586 H,tp 7,,,,False,
