Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider
3706 Htp 2CWest hemi,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy200823,3706 H,tp 2C,,,,False,
3736 Htp 2CWest hemi,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy200905,3736 H,tp 2C,,,,False,
3808 Htp 6CWest hemi,DVB-S260003/4,,(feeds),,,,,,Stanley_cassidy200830,3808 H,tp 6C,,,,False,
3812 Htp 6CWest hemi,DVB-S28PSK20003/4,,(feeds),,,,,,Jonali201104,3812 H,tp 6C,,,,False,
3817 Htp 6CWest hemi,DVB-S28PSK20003/4,,(feeds),,,,,,Jonali201103,3817 H,tp 6C,,,,False,
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,,(feeds),,,225.0,226,Digicipher,,4000 V,tp 15C,0.0,Digicipher,,False,
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,,(feeds),,,241.0,24.,Digicipher,,4000 V,tp 15C,0.0,Digicipher,,False,
4080 Vtp 19CWest hemi0,DVB-S28PSK300005/6,1001.0,(feeds),,,1000.0,1001,Irdeto,,4080 V,tp 19C,0.0,Irdeto,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,,,,1-301,,10.7,PowerVu,ML231103,3720 V,tp 1C,0.0,PowerVu,,False,
3760 Htp 4CWest hemi0,DVB-S28PSK300005/6,,,,,,9.4,Digicipher,Mike 4221129,3760 H,tp 4C,0.0,Digicipher,,False,
3791 Htp 6CWest hemi0,,,,,,,,,N Stanislav240317,3791 H,tp 6C,0.0,,,False,
3798 Htp 6CWest hemi0,,,,,,,,,N Stanislav240317,3798 H,tp 6C,0.0,,,False,
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,,,,?-4,,9.4,Digicipher,Mike 4210608,4000 V,tp 15C,0.0,Digicipher,,False,
4040 Htp 18CWest hemi0,DVB-S28PSK300005/6,,,,1-101,,9.4,PowerVu,N Stanislav231017,4040 H,tp 18C,0.0,PowerVu,,False,
4080 Vtp 19CWest hemi0,DVB-S28PSK300005/6,,,,5003-102,,9.4,,ML231114,4080 V,tp 19C,0.0,,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,121.0,Cinecanal Oeste,,MPEG-4/HD,1120.0,1122 Spa,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,122.0,Star Channel Brasil,,MPEG-4/HD,1110.0,1112 Por,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,123.0,Cinecanal Brasil,,MPEG-4/HD,4130.0,4132 Por,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,124.0,FX Brasil,,MPEG-4/HD,1230.0,1232 Por,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,125.0,National Geographic Brasil,,MPEG-4/HD,4930.0,4932 Por,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,300.0,Baby TV Latin America,,MPEG-4/SD,3260.0,3220 Spa3222 Por3224 Spa3226 Por,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,370.0,Disney Channel México,,MPEG-4/HD,1240.0,1241 Spa1242 Eng,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,520.0,Disney Junior México,,MPEG-4/HD,3560.0,3520 Spa3522 Eng,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,530.0,FX Norte,,MPEG-4/HD,3660.0,3620 Spa3622 Eng,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,540.0,Star Channel México,,MPEG-4/HD,4910.0,4911 Spa4912 Eng,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,550.0,National Geographic México,,MPEG-4/HD,4920.0,4921 Spa4922 Eng,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3720 Vtp 1CWest hemi0,DVB-S28PSK300008/9,570.0,FX Chile,,MPEG-4/HD,4940.0,4941 Spa4943 Eng,PowerVu,,3720 V,tp 1C,0.0,PowerVu,,False,
3760 Vtp 3CWest hemi0,DVB-S276907/8,,Turner,,1-101,,7.2,PowerVu,O Ponce240104,3760 V,tp 3C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Turner.html,True,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,,Turner,,1-101,,7.2,PowerVu,O Ponce240104,3760 V,tp 3C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Turner.html,True,Turner
3920 Htp 12CWest hemi0,DVB-S28PSK300009/10,,Turner,,1-201,,11.0,PowerVu,N Stanislav231018,3920 H,tp 12C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Turner.html,True,Turner
3920 Htp 12CWest hemi0,DVB-S28PSK300009/10,,Turner,,1-201,,11.0,PowerVu,N Stanislav231018,3920 H,tp 12C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Turner.html,True,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,4.0,Much Argentina,,MPEG-2/SD,410.0,400 Spa2070 Spa,PowerVu,,3760 V,tp 3C,0.0,PowerVu,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,9.0,I-Sat,,MPEG-2/SD,910.0,900 Spa 970 Spa 971 Eng,PowerVu,,3760 V,tp 3C,0.0,PowerVu,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,30.0,Glitz Latinoamérica,,MPEG-2/SD,110.0,100 Spa,,,3760 V,tp 3C,0.0,,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,87.0,Glitz Latinoamérica,,MPEG-2/SD,1310.0,1300 Spa,,,3760 V,tp 3C,0.0,,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,84.0,I-Sat Brasil,,MPEG-2/SD,710.0,700 Por 702 Eng 770 Por 771 Eng,PowerVu,,3760 V,tp 3C,0.0,PowerVu,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,190.0,TCM América Latina,,MPEG-2/SD,1110.0,1100 Spa1102 Eng,PowerVu,,3760 V,tp 3C,0.0,PowerVu,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,192.0,TCM Argentina,,MPEG-2/SD,210.0,200 Spa 270 Eng 271 Spa,PowerVu,,3760 V,tp 3C,0.0,PowerVu,,False,Turner
3760 Vtp 3CWest hemi0,DVB-S276907/8,253.0,Tooncast,,MPEG-2/SD,1610.0,1600 Spa1608 Spa1609 Eng,PowerVu,,3760 V,tp 3C,0.0,PowerVu,,False,Turner
3760 Htp 4CWest hemi0,DVB-S28PSK300005/6,1.0,IVC Internacional,,MPEG-4/HD,17.0,18 Eng  19 Spa,Digicipher,,3760 H,tp 4C,0.0,Digicipher,,False,Turner
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,7.0,IVC Internacional,,MPEG-4/HD,161.0,162 Eng 163 Spa,Digicipher,,4000 V,tp 15C,0.0,Digicipher,,False,Turner
3760 Htp 4CWest hemi0,DVB-S28PSK300005/6,3.0,History Latinoamérica,,MPEG-4/HD,49.0,50 Eng  51 Spa,Digicipher,,3760 H,tp 4C,0.0,Digicipher,,False,Turner
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,2.0,History Latinoamérica,,MPEG-4/HD,81.0,82 Eng  83 Spa,Digicipher,,4000 V,tp 15C,0.0,Digicipher,,False,Turner
4040 Vtp 17CWest hemi0,DVB-S28PSK300005/6,2.0,History Latinoamérica,,MPEG-4/HD,81.0,82 Spa  83 Eng,Digicipher,,4040 V,tp 17C,0.0,Digicipher,,False,Turner
4040 Vtp 17CWest hemi0,DVB-S28PSK300005/6,8.0,History Latinoamérica,,MPEG-4/HD,177.0,178 Spa 179 Eng,Digicipher,,4040 V,tp 17C,0.0,Digicipher,,False,Turner
3760 Htp 4CWest hemi0,DVB-S28PSK300005/6,9.0,A&E Latinoamérica,,MPEG-4/HD,145.0,146 Eng 146 Spa,Digicipher,,3760 H,tp 4C,0.0,Digicipher,,False,Turner
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,1.0,A&E Latinoamérica,,MPEG-4/HD,65.0,66 Eng  67 Spa,Digicipher,,4000 V,tp 15C,0.0,Digicipher,,False,Turner
4040 Vtp 17CWest hemi0,DVB-S28PSK300005/6,1.0,A&E Latinoamérica,,MPEG-4/HD,65.0,66 Spa  67 Eng,Digicipher,,4040 V,tp 17C,0.0,Digicipher,,False,Turner
4040 Vtp 17CWest hemi0,DVB-S28PSK300005/6,7.0,A&E Latinoamérica,,MPEG-4/HD,161.0,162 Spa 163 Eng,Digicipher,,4040 V,tp 17C,0.0,Digicipher,,False,Turner
3760 Htp 4CWest hemi0,DVB-S28PSK300005/6,10.0,Warner Channel México,,MPEG-4/HD,161.0,162 Eng 163 Spa,Digicipher,,3760 H,tp 4C,0.0,Digicipher,,False,Turner
3760 Htp 4CWest hemi0,DVB-S28PSK300005/6,11.0,AXN Latinoamérica,,MPEG-4/HD,177.0,178 Eng 179 Spa,Digicipher,,3760 H,tp 4C,0.0,Digicipher,,False,Turner
4000 Vtp 15CWest hemi0,DVB-S28PSK300005/6,4.0,AXN Latinoamérica,,MPEG-4/HD,113.0,114 Eng 115 Spa,Digicipher,,4000 V,tp 15C,0.0,Digicipher,,False,Turner
4040 Vtp 17CWest hemi0,DVB-S28PSK300005/6,4.0,AXN Latinoamérica,,MPEG-4/HD,113.0,114 Spa 115 Eng,Digicipher,,4040 V,tp 17C,0.0,Digicipher,,False,Turner
4040 Vtp 17CWest hemi0,DVB-S28PSK300005/6,10.0,AXN Latinoamérica,,MPEG-4/HD,209.0,210 Spa 211 Eng,Digicipher,,4040 V,tp 17C,0.0,Digicipher,,False,Turner
