Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
10970 Htp 1HSE Asia,,TrueVisions,,,IrdetoVideoguard,,False,,2/3,30000,DVB-S2,,10970 H
11010 Htp 2HSE Asia,,TrueVisions,,,BISSIrdetoVideoguard,,False,,000,30,DVB-S2,,11010 H
11050 Htp 3HSE Asia,,TrueVisions,,,BISSIrdetoVideoguard,,False,,5/6,30000,DVB-S3,,11050 H
11050 Htp 3HSE Asia,2250.0,Wat Pa Phu Pha Sung,,,,,False,,5/6,30000,DVB-S3,Tha,11050 H
11090 Htp 4HSE Asia,,TrueVisions,,,IrdetoVideoguard,,False,,3/5,30000,DVB-S2,,11090 H
11114 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11114 H
11116 H,,(feeds),,,,,False,,3/4,1665,DVB-S2,,11116 H
11118 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11118 H
11121 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11121 H
11130 Htp 5HSE Asia,,TrueVisions,,,IrdetoVideoguard,,False,,2/3,30000,DVB-S2,,11130 H
11147 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11147 H
11153 H,1.0,Alkafeel TV,?-?MPEG-4/HD,512.0,,,False,,3/4,2500,DVB-S2,Ara,11153 H
11157 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11157 H
11160 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11160 H
11164 H,,(feeds),,,,,False,,3/4,1640,DVB-S2,,11164 H
11166 H,,(feeds),,,,,False,,3/4,1640,DVB-S2,,11166 H
11170 Htp 6HSE Asia,,TrueVisions,,,IrdetoVideoguard,,False,,3/5,30000,DVB-S2,,11170 H
11173 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11173 H
11176 H,,(feeds),,,,,False,,3/4,2500,DVB-S2,,11176 H
11183 H,,(feeds),,,,,False,,3/4,2500,DVB-S2,,11183 H
11186 H,,(feeds),,,,,False,,5/6,2500,DVB-S2,,11186 H
11480 Htp 7HSE Asia,,Cambodian DTH UHD,,,Neotion SHL,,False,,3/4,30000,DVB-S2,,11480 H
11480 Htp 7HSE Asia,1150.0,Radio FM 96,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1151.0,D Radio 1,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1154.0,ABC Cambodia,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1155.0,RNK FM,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1157.0,D Radio 2,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1158.0,Royal Cambodia Armed Forces Radio FM 98,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1159.0,D Radio 3,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11480 Htp 7HSE Asia,1160.0,Tonle Radio Station,,,,,False,,3/4,30000,DVB-S2,Khm,11480 H
11520 Htp 8HSE Asia,,TrueVisions,,,IrdetoVideoguard,,False,,2/3,30000,DVB-S2,,11520 H
11560 Htp 9HSE Asia,,TrueVisions,,,BISSIrdetoVideoguard,,False,,3/4,30000,DVB-S3,,11560 H
11640 Htp 11HSE Asia,,TrueVisions,,,IrdetoVideoguard,,False,,2/3,30000,DVB-S2,,11640 H
11680 Htp 12HSE Asia,,Good TV,,,BISSIrdetoNeotion SHLVideoguard,,False,,2/3,30000,DVB-S2,,11680 H
