Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
12428 Vtp 9Ku0,,Sky PerfecTV!,10-?,,Multi 2,,False,,3/5,23303,DVB-S2,,12428 V
12523 Htp 14Ku0,,Sky PerfecTV!,10-12308,,Multi 2,,False,,3/5,23303,DVB-S2,,12523 H
12568 Vtp 17Ku0,,Sky PerfecTV!,,,,,False,,3/5,23303,DVB-S2,,12568 V
12568 Vtp 17Ku0,33353.0,Sukachan 5,MPEG-4/HD,4101.0,,,False,,3/5,23303,DVB-S2,Jpn,12568 V
12583 Htp 18Ku0,,Sky PerfecTV!,10-?,,Multi 2,,False,,3/5,23303,DVB-S2,,12583 H
12583 Htp 18Ku0,33354.0,Sukachan 6,MPEG-4/HD,4103.0,,,False,,3/5,23303,DVB-S2,Jpn,12583 H
12598 Vtp 19Ku0,,Sky PerfecTV!,10-?,,Multi 2,,False,,3/5,23303,DVB-S2,,12598 V
12613 Htp 20Ku0,,Sky PerfecTV!,10-?,,Multi 2,,False,,3/5,23303,DVB-S2,,12613 H
12628 Vtp 21Ku0,,Sky PerfecTV!,1-21,,Multi 2,,False,,3/4,21096,DVB-S2,,12628 V
12643 Htp 22Ku0,,Sky PerfecTV!,10-?,,,,False,,3/5,23303,DVB-S2,,12643 H
12643 Htp 22Ku0,33364.0,Sukachan 1,HEVC/UHD,4111.0,,,False,,3/5,23303,DVB-S2,Jpn,12643 H
12673 Htp 24Ku0,,Sky PerfecTV!,10-?,,Multi 2,,False,,3/5,23303,DVB-S2,,12673 H
12688 Vtp 25Ku0,,Sky PerfecTV!,,,Multi 2,,False,,3/5,23303,DVB-S2,,12688 V
12688 Vtp 25Ku0,33353.0,BS Sky PerfecTV!,MPEG-4/HD,4098.0,,,False,,3/5,23303,DVB-S2,Jpn,12688 V
12703 Htp 26Ku0,,Sky PerfecTV!,10-?,,Multi 2,,False,,3/5,23303,DVB-S2,,12703 H
12718 Vtp 27Ku0,,Sky PerfecTV!,,,Multi 2,,False,,3/5,23303,DVB-S2,,12718 V
12718 Vtp 27Ku0,33355.0,Sukachan 7,MPEG-4/HD,4103.0,,,False,,3/5,23303,DVB-S2,Jpn,12718 V
12733 Htp 28Ku0,,Sky PerfecTV!,10-12328,,Multi 2,,False,,3/5,23303,DVB-S2,,12733 H
