Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
12224 Rtp 1Conus,,Dish Mexico,5907-1,,Nagravision,,False,,5/6,22500,DVB-S ,,12224 R
12253 Rtp 3Conus,,Dish Mexico,5907-3,,Nagravision,,False,,7/8,20000,DVB-S2,,12253 R
12297 Ltp 6Conus,,Dish Mexico,5907-6,,Nagravision,,False,,7/8,20000,DVB-S2,,12297 L
12326 Ltp 8Conus,,Dish Mexico,5907-8,,Nagravision,,False,,5/6,22500,DVB-S ,,12326 L
12399 Rtp 13Conus,,Dish Mexico,5907-13,,Nagravision,,False,,1/2,20000,DVB-S2,,12399 R
12428 Rtp 15Conus,,Dish Mexico,5907-15,,Nagravision,,False,,7/8,20000,DVB-S2,,12428 R
12472 Ltp 18Conus,,Dish Mexico,5907-18,,Nagravision,,False,,7/8,20000,DVB-S2,,12472 L
12486 Rtp 19Conus,,Dish Mexico,5907-19,,Nagravision,,False,,5/6,20000,DVB-S2,,12486 R
12530 Ltp 22Conus,,Dish Mexico,5907-22,,Nagravision,,False,,5/6,22500,DVB-S ,,12530 L
12545 Rtp 23Conus,,Dish Mexico,5907-23,,Nagravision,,False,,5/6,22500,DVB-S ,,12545 R
12603 Rtp 27Conus,,Dish Mexico,5907-27,,Nagravision,,False,,5/6,22500,DVB-S ,,12603 R
12618 Ltp 28Conus,,Dish Mexico,5907-28,,Nagravision,,False,,5/6,22500,DVB-S ,,12618 L
12632 Rtp 29Conus,,Dish Mexico,5907-29,,Nagravision,,False,,5/6,22500,DVB-S ,,12632 R
12647 Ltp 30Conus,,Dish Mexico,5907-30,,Nagravision,,False,,5/6,22500,DVB-S ,,12647 L
12661 Rtp 31Conus,,Dish Mexico,5907-31,,Nagravision,,False,,7/8,20000,DVB-S2,,12661 R
12276 Rtp 5Conus,,TV Méxiquense,,,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html,True,TV Méxiquense,3/4,10500,DVB-S2,,12276 R
12276 Rtp 5Conus,1.0,TV Méxiquense,MPEG-2/HD,49.0,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html,True,TV Méxiquense,3/4,10500,DVB-S2,Spa,12276 R
12276 Rtp 5Conus,4.0,TV Méxiquense,MPEG-4/HD,65.0,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html,True,TV Méxiquense,3/4,10500,DVB-S2,Spa,12276 R
12276 Rtp 5Conus,2.0,AMX Noticias,MPEG-2/SD,79.0,,,False,TV Méxiquense,3/4,10500,DVB-S2,Spa,12276 R
12276 Rtp 5Conus,3.0,AMX Noticias +1,MPEG-2/SD,89.0,,,False,TV Méxiquense,3/4,10500,DVB-S2,Spa,12276 R
12276 Rtp 5Conus,4.0,Radio Méxiquense 91.1 FM,,,,,False,TV Méxiquense,3/4,10500,DVB-S2,Spa,12276 R
12276 Rtp 5Conus,4.0,Radio Méxiquense 1600 AM,,,,,False,TV Méxiquense,3/4,10500,DVB-S2,Spa,12276 R
12486 Rtp 19Conus,150.0,Dishome promo,MPEG-2/SD,5922.0,,,False,TV Méxiquense,5/6,20000,DVB-S2,Spa,12486 R
