Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
12073 HEurope50,,Neosat,3-26,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12073 H
12073 HEurope50,618.0,Radio N-Joy,,,,,False,,2/3,30000,DVB-S2,Bul,12073 H
12073 HEurope50,619.0,Radio Z-Rock,,,,,False,,2/3,30000,DVB-S2,Bul,12073 H
12073 HEurope50,620.0,Radio Veselina,,,,,False,,2/3,30000,DVB-S2,Bul,12073 H
12092 VEurope50,,Neosat,3-25,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12092 V
12092 VEurope50,597.0,Radio Veronika,,,,,False,,2/3,30000,DVB-S2,Bul,12092 V
12092 VEurope50,598.0,The Voice Bulgaria,,,,,False,,2/3,30000,DVB-S2,Bul,12092 V
12092 VEurope50,599.0,Magic FM (Bulgaria),,,,,False,,2/3,30000,DVB-S2,Bul,12092 V
12149 HEurope50,,Neosat,3-23,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12149 H
12149 HEurope50,522.0,ERT World,HEVC,1610.0,,,False,,2/3,30000,DVB-S2,Gre,12149 H
12149 HEurope50,530.0,TRT World,MPEG-4/SD,1650.0,,,False,,2/3,30000,DVB-S2,Eng,12149 H
12149 HEurope50,533.0,Freedom,MPEG-4/SD,1665.0,,,False,,2/3,30000,DVB-S2,Rus,12149 H
12149 HEurope50,534.0,Kanal 3,MPEG-4/SD,1670.0,,,False,,2/3,30000,DVB-S2,Bul,12149 H
12149 HEurope50,538.0,Radio 1 (Bulgaria),,,,,False,,2/3,30000,DVB-S2,Bul,12149 H
12169 VEurope50,,Neosat,3-24,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12169 V
12169 VEurope50,540.0,TVR International,HEVC/SD,1700.0,,,False,,2/3,30000,DVB-S2,Rum,12169 V
12169 VEurope50,546.0,Epic Drama,HEVC/HD,1730.0,,,False,,2/3,30000,DVB-S2,Bul,12169 V
12169 VEurope50,566.0,Radio 1 (Bulgaria),,,,,False,,2/3,30000,DVB-S2,Bul,12169 V
12169 VEurope50,567.0,BG Radio,,,,,False,,2/3,30000,DVB-S2,Bul,12169 V
12169 VEurope50,568.0,Eparkhiiski Glas,,,,,False,,2/3,30000,DVB-S2,Bul,12169 V
12169 VEurope50,569.0,BNR Horizont,,,,,False,,2/3,30000,DVB-S2,Bul,12169 V
12169 VEurope50,570.0,Darik Radio,,,,,False,,2/3,30000,DVB-S2,Bul,12169 V
12188 HEurope50,,Neosat,3-12,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12188 H
12207 VEurope50,,Neosat,3-21,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12207 V
12207 VEurope50,260.0,Evrokom,MPEG-4/HD,1300.0,,,False,,2/3,30000,DVB-S2,Bul,12207 V
12207 VEurope50,263.0,Fen Folk,MPEG-4/SD,1315.0,,,False,,2/3,30000,DVB-S2,Bul,12207 V
12207 VEurope50,269.0,BNT 4,MPEG-4/HD,1345.0,,,False,,2/3,30000,DVB-S2,Bul,12207 V
12207 VEurope50,275.0,The Voice TV,MPEG-4/HD,1375.0,,,False,,2/3,30000,DVB-S2,Bul,12207 V
12226 HEurope50,,Neosat,3-8,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12226 H
12303 HEurope50,,Neosat,3-16,,BulcryptConax,,False,,2/3,30000,DVB-S2,,12303 H
12303 HEurope50,164.0,TV 1 (Bulgaria),MPEG-4/HD,820.0,,,False,,2/3,30000,DVB-S2,Bul,12303 H
