Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
3817 Htp 4CAfrica & Europe,,,,,,,False,,1/2,3333,DVB-S2,,3817 H
3819 Vtp 3CAfrica & Europe,,,,,,,False,,,,,,3819 V
3823 Vtp 3CAfrica & Europe,,,,,,,False,,,,,,3823 V
3827 Htp 15CAfrica & Europe,,,,,,,False,,,,,,3827 H
3940 Htp 18CAfrica & Europe,,,,,,,False,,,,,,3940 H
3945 Vtp 6CAfrica & Europe,,,,,,,False,,,,,,3945 V
3995 Vtp 8CAfrica & Europe,,,,,,,False,,,,,,3995 V
11104 Vtp 8KCentral Asia,,,,,,,False,,,,,,11104 V
3817 Htp 4CAfrica & Europe,257.0,Wailing Women Worldwide TV,,257.0,,,False,,1/2,3333,DVB-S2,Eng,3817 H
3817 Htp 4CAfrica & Europe,531.0,MFM TV,,532.0,,,False,,1/2,3333,DVB-S2,Eng,3817 H
4148 Vtp 11CAfrica & Europe,1.0,MFM TV,?-?MPEG-4/HD,33.0,,,False,,3/5,2400,DVB-S2,Eng,4148 V
3817 Htp 4CAfrica & Europe,513.0,Zodiak Radio,,,,,False,,1/2,3333,DVB-S2,Eng,3817 H
3817 Htp 4CAfrica & Europe,514.0,Capital FM (Malawi),,,,,False,,1/2,3333,DVB-S2,Eng,3817 H
3817 Htp 4CAfrica & Europe,517.0,Nyami Nyami FM,,,,,False,,1/2,3333,DVB-S2,Eng,3817 H
3827 Vtp 3CAfrica & Europe,1.0,Kameme TV,?-?MPEG-4/SD,258.0,,,False,,4/5,1400,DVB-S2,Eng,3827 V
3834 Htp 16CAfrica & Europe,,Kenyan mux,,,,,False,,3/4,1585,DVB-S2,,3834 H
4138 Vtp 11CAfrica & Europe,,Kenyan mux,,,,,False,,5/6,1304,DVB-S2,,4138 V
3834 Htp 16CAfrica & Europe,11.0,Lulu FM,,,,,False,,3/4,1585,DVB-S2,,3834 H
3834 Htp 16CAfrica & Europe,12.0,Trace FM Kenya,,,,,False,,3/4,1585,DVB-S2,Eng,3834 H
3834 Htp 16CAfrica & Europe,13.0,Sidai FM,,,,,False,,3/4,1585,DVB-S2,,3834 H
3834 Htp 16CAfrica & Europe,14.0,Soundcity Radio 88.5 Nairobi,,,,,False,,3/4,1585,DVB-S2,Eng,3834 H
3834 Htp 16CAfrica & Europe,15.0,Sang'u FM,,,,,False,,3/4,1585,DVB-S2,,3834 H
3834 Htp 16CAfrica & Europe,16.0,Getu FM,,,,,False,,3/4,1585,DVB-S2,Som,3834 H
3834 Htp 16CAfrica & Europe,17.0,Inka FM,,,,,False,,3/4,1585,DVB-S2,,3834 H
3834 Htp 16CAfrica & Europe,18.0,Gichichio FM,,,,,False,,3/4,1585,DVB-S2,,3834 H
3834 Htp 16CAfrica & Europe,19.0,Kayu FM,,,,,False,,3/4,1585,DVB-S2,Eng,3834 H
3834 Htp 16CAfrica & Europe,20.0,Mwangaza wa Neno FM,,,,,False,,3/4,1585,DVB-S2,,3834 H
4117 Vtp 11CAfrica & Europe,512.0,Mwangaza wa Neno FM,,,,,False,,3/4,1166,DVB-S2,,4117 V
3836 Htp 16CAfrica & Europe,1003.0,Thunder TV,?-?MPEG-4/SD,34.0,,,False,,3/4,1250,DVB-S2,Eng,3836 H
3838 Htp 16CAfrica & Europe,257.0,Christ Mandate TV,?-?MPEG-4/SD,257.0,,,False,,2/3,1250,DVB-S2,Eng,3838 H
3840 Htp 16CAfrica & Europe,101.0,Rapid TV,?-?MPEG-4/SD,33.0,,,False,,3/4,1500,DVB-S2,Eng,3840 H
3842 Htp 16CAfrica & Europe,1.0,Salt TV,?-?MPEG-2/SD,308.0,,,False,,2/3,1582,DVB-S2,Eng,3842 H
3842 Htp 16CAfrica & Europe,2.0,Salt FM,,,,,False,,2/3,1582,DVB-S2,Eng,3842 H
3863 Htp 16CAfrica & Europe,1.0,AfroSport TV,?-?MPEG-4/HD,257.0,,,False,,3/5,2380,DVB-S2,Eng,3863 H
3866 Htp 16CAfrica & Europe,1.0,News Central TV,?-?MPEG-4/SD,273.0,,,False,,5/6,2500,DVB-S2,Eng,3866 H
3869 Htp 16CAfrica & Europe,100.0,Joy Gospel TV,?-?MPEG-4/SD,257.0,,,False,,3/5,1250,DVB-S2,Eng,3869 H
3874 Htp 17CAfrica & Europe,1.0,Jehova Jire TV,?-?,256.0,,,False,,3/5,1250,DVB-S2,Eng,3874 H
3915 Vtp 6CAfrica & Europe,,(feeds),,,,,False,,3/4,27200,DVB-S2,,3915 V
3944 Htp 18CAfrica & Europe,,(feeds),,,,,False,,3/4,2222,DVB-S2,,3944 H
3955 Vtp 7CAfrica & Europe,,(feeds),,,,,False,,3/4,3750,DVB-S2,,3955 V
10958 Htp 1KCentral Asia,,(feeds),,,,,False,,5/6,3333,DVB-S2,,10958 H
10960 Vtp 2KCentral Asia,,(feeds),,,,,False,,5/6,7500,DVB-S2,,10960 V
