Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
3634 Htp 1AC38.5,,Kantipur Media Group,65280-0,,,https://www.lyngsat.com/providers/np/Kantipur-Media-Group.html,True,Kantipur Media Group,3/5,6000,DVB-S2,,3634 H
3634 Htp 1AC38.5,101,Kantipur TV,MPEG-4/HD,257.0,,,False,Kantipur Media Group,3/5,6000,DVB-S2,Nep,3634 H
3634 Htp 1AC38.5,111,Kantipur Max,MPEG-4/HD,3001.0,,,False,Kantipur Media Group,3/5,6000,DVB-S2,Nep,3634 H
3695 Htp 2AC,,(feeds),,,,,False,Kantipur Media Group,3/5,4700,DVB-S2,,3695 H
3832 Vtp 5BC,,(feeds),,,,,False,Kantipur Media Group,3/4,6111,DVB-S6,,3832 V
3834 Htp 6AC,,(feeds),,,,,False,Kantipur Media Group,3/4,9875,DVB-S2,,3834 H
3852 Htp 6AC,,(feeds),,,,,False,Kantipur Media Group,3/4,9875,DVB-S2,,3852 H
3914 Vtp 7BC,,(feeds),,,,,False,Kantipur Media Group,3/4,3255,DVB-S3,,3914 V
4035 Htp 11AC,,(feeds),,,,,False,Kantipur Media Group,3/4,6700,DVB-S2,,4035 H
4045 Htp 11AC,,(feeds),,,,,False,Kantipur Media Group,3/4,6700,DVB-S2,,4045 H
4047 Vtp 11BC,,(feeds),,,,,False,Kantipur Media Group,3/4,7200,DVB-S2,,4047 V
4054 Htp 11AC,,(feeds),,,,,False,Kantipur Media Group,3/4,6700,DVB-S2,,4054 H
4058 Vtp 11BC,,(feeds),,,,,False,Kantipur Media Group,3/4,9600,DVB-S2,,4058 V
4065 Vtp 11BC,,(feeds),,,,,False,Kantipur Media Group,3/4,5000,DVB-S2,,4065 V
4070 Vtp 11BC,,(feeds),,,,,False,Kantipur Media Group,3/4,4800,DVB-S2,,4070 V
4075 Vtp 11BC,,(feeds),,,,,False,Kantipur Media Group,3/4,4800,DVB-S2,,4075 V
4145 Htp 14AC,,(feeds),,,,,False,Kantipur Media Group,3/4,4800,DVB-S4,,4145 H
4158 Htp 14AC,,(feeds),,,,,False,Kantipur Media Group,3/4,3200,DVB-S3,,4158 H
4165 Htp 14AC,,(feeds),,,,,False,Kantipur Media Group,3/4,7120,DVB-S2,,4165 H
4174 Htp 14AC,,(feeds),,,,,False,Kantipur Media Group,3/4,7200,DVB-S2,,4174 H
4188 Vtp 14BC,,(feeds),,,,,False,Kantipur Media Group,3/4,3200,DVB-S3,,4188 V
10954 V,,(feeds),,,,,False,Kantipur Media Group,3/4,4800,DVB-S2,,10954 V
3745 Vtp 3BC38.5,,TeleNest,10201-10201,,,https://www.lyngsat.com/providers/pk/TeleNest.html,True,TeleNest,3/5,5000,DVB-S2,,3745 V
