Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
3977 Ltp 104SE zone0,,NBC,70-1,,Tongfang,https://www.lyngsat.com/providers/na/NBC.html,True,NBC,3/4,17777,DVB-S1,,3977 L
3977 Ltp 104SE zone0,1.0,NBC 1,MPEG-2/SD,32.0,,,False,NBC,3/4,17777,DVB-S1,Eng,3977 L
3977 Ltp 104SE zone0,64.0,NBC 1,MPEG-2/SD,81.0,Tongfang,,False,NBC,3/4,17777,DVB-S1,Eng,3977 L
3977 Ltp 104SE zone0,2.0,(feeds),,34.0,Tongfang,,False,NBC,3/4,17777,DVB-S1,,3977 L
3977 Ltp 104SE zone0,26.0,(feeds),,59.0,Tongfang,,False,NBC,3/4,17777,DVB-S1,,3977 L
10962 Htp 71Spot 2,,(feeds),,,,,False,NBC,7/8,1550,DVB-S1,,10962 H
10966 Vtp 61Spot 1,,(feeds),,,,,False,NBC,2/3,7120,DVB-S2,,10966 V
11003 Vtp 61Spot 1,,(feeds),,,,,False,NBC,3/4,3600,DVB-S2,,11003 V
11016 Vtp 61Spot 1,,(feeds),,,,,False,NBC,3/4,7200,DVB-S2,,11016 V
11027 Vtp 61Spot 1,,(feeds),,,,,False,NBC,3/4,3600,DVB-S2,,11027 V
11045 Htp 72Spot 2,,(feeds),,,,,False,NBC,7/8,2100,DVB-S2,,11045 H
11048 Htp 72Spot 2,,(feeds),,,,,False,NBC,3/4,3100,DVB-S3,,11048 H
11049 Vtp 62Spot 1,,(feeds),,,,,False,NBC,3/4,4800,DVB-S2,,11049 V
11055 Vtp 62Spot 1,,(feeds),,,,,False,NBC,3/4,4800,DVB-S2,,11055 V
11063 Vtp 62Spot 1,,(feeds),,,,,False,NBC,5/6,3200,DVB-S2,,11063 V
11080 Vtp 62Spot 1,,(feeds),,,,,False,NBC,3/4,9600,DVB-S2,,11080 V
11080 Htp 72Spot 2,,(feeds),,,,,False,NBC,3/4,1100,DVB-S1,,11080 H
11090 Vtp 62Spot 1,,(feeds),,,,,False,NBC,5/6,5000,DVB-S2,,11090 V
11096 Vtp 62Spot 1,,(feeds),,,,,False,NBC,5/6,3200,DVB-S2,,11096 V
11123 Vtp 63Spot 1,,(feeds),,,,,False,NBC,3/4,7200,DVB-S2,,11123 V
11146 Vtp 63Spot 1,,(feeds),,,,,False,NBC,3/4,3600,DVB-S2,,11146 V
11186 Htp 73Spot 2,,(feeds),,,,,False,NBC,2/3,3580,DVB-S2,,11186 H
11461 Vtp 65Spot 1,,(feeds),,,,,False,NBC,2/3,4990,DVB-S2,,11461 V
11467 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,5000,DVB-S2,,11467 V
11473 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,4800,DVB-S2,,11473 V
11480 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,4936,DVB-S2,,11480 V
11488 Vtp 65Spot 1,,(feeds),,,,,False,NBC,2/3,3750,DVB-S2,,11488 V
11492 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,4936,DVB-S2,,11492 V
11498 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,4936,DVB-S2,,11498 V
11507 Vtp 65Spot 1,,(feeds),,,,,False,NBC,5/6,3200,DVB-S2,,11507 V
11511 Vtp 65Spot 1,,(feeds),,,,,False,NBC,5/6,3200,DVB-S2,,11511 V
11515 Vtp 65Spot 1,,(feeds),,,,,False,NBC,5/6,3200,DVB-S2,,11515 V
11529 Vtp 65Spot 1,,(feeds),,,,,False,NBC,5/6,3200,DVB-S2,,11529 V
11536 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,6750,DVB-S6,,11536 V
11542 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,4500,DVB-S2,,11542 V
11553 Vtp 65Spot 1,,(feeds),,,,,False,NBC,2/3,7120,DVB-S2,,11553 V
11559 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,3200,DVB-S2,,11559 V
11563 Vtp 65Spot 1,,(feeds),,,,,False,NBC,3/4,3200,DVB-S2,,11563 V
11574 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/5,6600,DVB-S2,,11574 V
11584 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/4,27200,DVB-S2,,11584 V
11602 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/4,27200,DVB-S2,,11602 V
11613 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/4,7200,DVB-S2,,11613 V
11627 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/4,27200,DVB-S2,,11627 V
11646 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/4,29600,DVB-S2,,11646 V
11686 Vtp 69Spot 1,,(feeds),,,,,False,NBC,3/4,27200,DVB-S2,,11686 V
11691 Htp 79Spot 2,,(feeds),,,,,False,NBC,5/6,1200,DVB-S2,,11691 H
12509 Vtp 310XSpot 3,,(feeds),,,,,False,NBC,4/5,2600,DVB-S2,,12509 V
12603 Htp 311LSpot 3,,(feeds),,,,,False,NBC,3/4,9230,DVB-S2,,12603 H
12611 Htp 311LSpot 3,,(feeds),,,,,False,NBC,3/4,6111,DVB-S6,,12611 H
12643 Vtp 311XUSpot 30,1038.0,(feeds),,1238.0,PowerVu,,False,NBC,3/4,28800,DVB-S2,,12643 V
12646 Htp 311USpot 3,,(feeds),,,,,False,NBC,3/4,7200,DVB-S2,,12646 H
