Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
10721 Htp A1Europe B44-46,,EClutch,366-7,,Conax,https://www.lyngsat.com/providers/--/EClutch.html,True,EClutch,3/5,30000,DVB-S2,,10721 H
10721 Htp A1Europe B44-46,1001,Ginx TV International,MPEG-4/HD,1011.0,Conax,,False,EClutch,3/5,30000,DVB-S2,Eng,10721 H
10721 Htp A1Europe B44-46,1002,Bigg TV,MPEG-4/HD,1021.0,Conax,,False,EClutch,3/5,30000,DVB-S2,Eng,10721 H
10721 Htp A1Europe B44-46,1004,ESR 24x7 Esports Network,MPEG-4/HD,1041.0,Conax,,False,EClutch,3/5,30000,DVB-S2,Eng,10721 H
10762 Htp A3Europe B44-46,,DigitAlb,366-20300,,Conax,,False,EClutch,3/5,30000,DVB-S2,,10762 H
10804 Htp A5Europe B44-46,,DigitAlb,366-20500,,Conax,,False,EClutch,2/3,29950,DVB-S2,,10804 H
10845 Htp A7Europe B44-46,,DigitAlb,366-20700,,Conax,,False,EClutch,3/5,30000,DVB-S2,,10845 H
10887 Htp A9Europe B44-46,,DigitAlb,366-20900,,ConaxIrdetoVideoguard,,False,EClutch,3/5,30000,DVB-S2,,10887 H
10762 Htp A3Europe B44-46,1000,RTK 1 Sat,MPEG-4/SD,1001.0,,,False,EClutch,3/5,30000,DVB-S2,Alb,10762 H
10762 Htp A3Europe B44-46,1520,Top News,MPEG-4/HD,1521.0,,,False,EClutch,3/5,30000,DVB-S2,Alb,10762 H
10762 Htp A3Europe B44-46,1800,Top Albania Radio,,,,,False,EClutch,3/5,30000,DVB-S2,Alb,10762 H
10762 Htp A3Europe B44-46,1820,Top Gold Radio,,,,,False,EClutch,3/5,30000,DVB-S2,Alb,10762 H
10804 Htp A5Europe B44-46,2000,EuroNews Albania,MPEG-4/HD,2001.0,,,False,EClutch,2/3,29950,DVB-S2,Alb,10804 H
10804 Htp A5Europe B44-46,921,My Music Radio,,,,,False,EClutch,2/3,29950,DVB-S2,Alb,10804 H
10804 Htp K5Sub-Sahara Africa0,,New World,367-60500,,,,False,EClutch,2/3,30000,DVB-S2,,10804 H
11356 Htp N3Sub-Sahara Africa0,,New World,367-60030,,Conax,,False,EClutch,3/4,45000,DVB-S2,,11356 H
12562 Htp H2Sub-Sahara Africa0,,New World,367-60200,,,,False,EClutch,2/3,30000,DVB-S2,,12562 H
10804 Htp K5Sub-Sahara Africa0,101,Vision 4,MPEG-4/SD,1011.0,,,False,EClutch,2/3,30000,DVB-S2,Fre,10804 H
21538 Htp J2Europe C,1,Vision 4,0-1MPEG-4/SD,258.0,,,False,EClutch,3/4,1833,DVB-S2,Fre,21538 H
10804 Htp K5Sub-Sahara Africa0,104,CRTV,MPEG-4/SD,1041.0,,,False,EClutch,2/3,30000,DVB-S2,Fre,10804 H
10804 Htp K5Sub-Sahara Africa0,105,Hadi TV 5,MPEG-4/SD,1051.0,,,False,EClutch,2/3,30000,DVB-S2,,10804 H
10804 Htp K5Sub-Sahara Africa0,107,Sen TV,MPEG-4/SD,1071.0,,,False,EClutch,2/3,30000,DVB-S2,Fre,10804 H
10804 Htp K5Sub-Sahara Africa0,108,CRTV News,MPEG-4/SD,1081.0,,,False,EClutch,2/3,30000,DVB-S2,Fre,10804 H
10804 Htp K5Sub-Sahara Africa0,111,URHC TV,MPEG-4/SD,1111.0,,,False,EClutch,2/3,30000,DVB-S2,Fre,10804 H
10804 Htp K5Sub-Sahara Africa0,115,RTB TV (Burkina Faso),MPEG-4/SD,1151.0,,,False,EClutch,2/3,30000,DVB-S2,Fre,10804 H
