Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
12276 V,,(feeds),,,,,False,,2/3,7457,DVB-S2,,12276 V
12306 Vtp 13Japan,,(feeds),,,,,False,,2/3,7457,DVB-S2,,12306 V
12319 Vtp 13Japan,,(feeds),,,,,False,,3/4,14910,DVB-S1,,12319 V
12336 Vtp 13Japan,,(feeds),,,,,False,,2/3,7457,DVB-S2,,12336 V
12363 Vtp 14NE Asia0,1.0,NHK Educational TV,?-?MPEG-4/HD,133.0,BISS,,False,,2/3,7458,DVB-S2,Jpn,12363 V
12385 Vtp 14NE Asia0,1.0,NHK General TV,?-?MPEG-4/HD,133.0,,,False,,1/2,7458,DVB-S2,Jpn,12385 V
12394 Vtp 14NE Asia,,(feeds),,,,,False,,2/3,7457,DVB-S2,,12394 V
12403 Vtp 14NE Asia,,(feeds),,,,,False,,2/3,7457,DVB-S2,,12403 V
12508 Vtp 17Japan0,,Sound Planet,5-1,,StarGuide,,False,,3/4,21096,DVB-S2,,12508 V
12546 Htp 5Japan,,(feeds),,,,,False,,3/5,9365,DVB-S2,,12546 H
12558 Vtp 19Japan0,1.0,Medekiku TV (Tue/Thu/Sat 12.00-22.30),1-1MPEG-2/SD,164.0,,,False,,3/4,3515,DVB-S3,Jpn,12558 V
12598 Vtp 20Japan0,,Sound Planet,5-2,,StarGuide,,False,,3/4,21096,DVB-S2,,12598 V
12658 Vtp 22Japan0,,Sound Planet,5-3,,StarGuide,,False,,3/4,21096,DVB-S2,,12658 V
