Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
10956 Htp 123Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,10956 H
10962 Htp 123Wide,,(feeds),,,,,False,,3/4,24800,DVB-S2,,10962 H
10968 Htp 123Wide,,(feeds),,,,,False,,3/4,24800,DVB-S2,,10968 H
10974 Htp 123Wide,,(feeds),,,,,False,,3/4,24800,DVB-S2,,10974 H
10985 Htp 123Wide,,(feeds),,,,,False,,3/4,2500,DVB-S2,,10985 H
10988 Htp 123Wide,,(feeds),,,,,False,,3/4,2500,DVB-S2,,10988 H
10999 Htp 125Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,10999 H
11008 Htp 125Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11008 H
11017 Htp 125Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11017 H
11022 Vtp 126Wide,,(feeds),,,,,False,,2/3,8888,DVB-S2,,11022 V
11028 Htp 125Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,11028 H
11040 Htp 127Wide,,(feeds),,,,,False,,3/4,27200,DVB-S2,,11040 H
11047 Vtp 126Wide,,(feeds),,,,,False,,3/4,7500,DVB-S2,,11047 V
11049 Htp 127Wide,,(feeds),,,,,False,,3/4,27200,DVB-S2,,11049 H
11059 Htp 127Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11059 H
11068 Htp 127Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11068 H
11083 Htp 129Wide,,(feeds),,,,,False,,3/4,7500,DVB-S2,,11083 H
11088 Vtp 128Wide,,(feeds),,,,,False,,5/6,7500,DVB-S2,,11088 V
11091 Htp 129Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11091 H
11098 Htp 129Wide,,(feeds),,,,,False,,3/4,23166,DVB-S2,,11098 H
11100 Vtp 130Wide,,(feeds),,,,,False,,2/3,3166,DVB-S2,,11100 V
11103 Htp 129Wide,,(feeds),,,,,False,,3/4,3166,DVB-S2,,11103 H
11105 Vtp 130Wide,,(feeds),,,,,False,,5/6,3600,DVB-S2,,11105 V
11107 Htp 129Wide,,(feeds),,,,,False,,3/4,23166,DVB-S2,,11107 H
11111 Htp 129Wide,,(feeds),,,,,False,,3/4,23166,DVB-S2,,11111 H
11120 Vtp 130Wide,,(feeds),,,,,False,,3/4,3333,DVB-S3,,11120 V
11122 Htp 131Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,11122 H
11128 Htp 131Wide,,(feeds),,,,,False,,3/4,4444,DVB-S2,,11128 H
11129 Vtp 130Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,11129 V
11141 Htp 131Wide,,(feeds),,,,,False,,3/4,24800,DVB-S2,,11141 H
11148 Vtp 132Wide,,(feeds),,,,,False,,3/4,23750,DVB-S2,,11148 V
11149 Htp 131Wide,,(feeds),,,,,False,,3/4,29600,DVB-S2,,11149 H
11152 Vtp 132Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,11152 V
11161 Vtp 132Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11161 V
11166 Htp 133Wide,,(feeds),,,,,False,,2/3,2400,DVB-S2,,11166 H
11169 Htp 133Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,11169 H
11173 Vtp 132Wide,,(feeds),,,,,False,,3/4,24444,DVB-S2,,11173 V
11175 Htp 133Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,11175 H
11179 Htp 133Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,11179 H
11185 Vtp 134Wide,,(feeds),,,,,False,,3/4,4900,DVB-S2,,11185 V
11191 Vtp 134Wide,,(feeds),,,,,False,,3/4,4900,DVB-S2,,11191 V
11193 Htp 133Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,11193 H
11572 Vtp 154Wide,,(feeds),,,,,False,,2/3,4680,DVB-S2,,11572 V
11578 Vtp 154Wide,,(feeds),,,,,False,,2/3,4680,DVB-S2,,11578 V
11583 Vtp 154Wide,,(feeds),,,,,False,,2/3,4680,DVB-S2,,11583 V
11589 Vtp 154Wide,,(feeds),,,,,False,,2/3,4680,DVB-S2,,11589 V
11610 Vtp 156Wide,,(feeds),,,,,False,,2/3,4680,DVB-S2,,11610 V
11616 Vtp 156Wide,,(feeds),,,,,False,,2/3,4680,DVB-S2,,11616 V
11649 Vtp 158Wide,,(feeds),,,,,False,,3/4,8888,DVB-S2,,11649 V
11657 Vtp 158Wide,,(feeds),,,,,False,,3/5,7200,DVB-S2,,11657 V
11666 Vtp 158Wide,,(feeds),,,,,False,,3/5,7200,DVB-S2,,11666 V
11667 Htp 159Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,11667 H
11684 Htp 159Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,11684 H
11696 Htp 159Wide,,(feeds),,,,,False,,3/4,2222,DVB-S2,,11696 H
12506 Vtp 90Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,12506 V
12517 Vtp 90Wide,,(feeds),,,,,False,,3/4,2222,DVB-S2,,12517 V
12523 Vtp 90Wide,,(feeds),,,,,False,,5/6,3600,DVB-S2,,12523 V
12526 Htp 91Wide,,(feeds),,,,,False,,3/4,8888,DVB-S2,,12526 H
12531 Vtp 90Wide,,(feeds),,,,,False,,3/4,8888,DVB-S2,,12531 V
12541 Htp 91Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,12541 H
12543 Vtp 92Wide,,(feeds),,,,,False,,3/4,3600,DVB-S2,,12543 V
12550 Vtp 92Wide,,(feeds),,,,,False,,3/4,5000,DVB-S2,,12550 V
12552 Htp 91Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,12552 H
12557 Vtp 92Wide,,(feeds),,,,,False,,3/4,3820,DVB-S2,,12557 V
12565 Htp 93Wide,,(feeds),,,,,False,,3/4,8888,DVB-S2,,12565 H
12570 Vtp 92Wide,,(feeds),,,,,False,,3/4,2222,DVB-S2,,12570 V
12581 Htp 93Wide,,(feeds),,,,,False,,3/4,7500,DVB-S2,,12581 H
12588 Vtp 94Wide,,(feeds),,,,,False,,3/4,8888,DVB-S2,,12588 V
12590 Htp 93Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,12590 H
12599 Vtp 94Wide,,(feeds),,,,,False,,3/4,7200,DVB-S2,,12599 V
12603 Htp 95Wide,,(feeds),,,,,False,,3/4,29600,DVB-S2,,12603 H
12605 Vtp 94Wide,,(feeds),,,,,False,,3/4,3750,DVB-S3,,12605 V
12622 Vtp 96Wide,,(feeds),,,,,False,,5/6,7500,DVB-S2,,12622 V
12628 Htp 95Wide,,(feeds),,,,,False,,3/4,27500,DVB-S2,,12628 H
12661 Vtp 98Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,12661 V
12662 Htp 97Wide,,(feeds),,,,,False,,3/4,14400,DVB-S2,,12662 H
12672 Vtp 98Wide,,(feeds),,,,,False,,3/4,10000,DVB-S2,,12672 V
12678 Htp 99Wide,,(feeds),,,,,False,,3/4,27200,DVB-S2,,12678 H
12688 Htp 99Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,12688 H
12693 Htp 99Wide,,(feeds),,,,,False,,3/4,5000,DVB-S2,,12693 H
12717 Htp 101Wide,,(feeds),,,,,False,,3/4,9600,DVB-S2,,12717 H
12726 Htp 101Wide,,(feeds),,,,,False,,3/4,27200,DVB-S2,,12726 H
12745 Htp 101Wide,,(feeds),,,,,False,,3/4,4800,DVB-S2,,12745 H
11167 Vtp 132Wide,,(Polsat feeds),,,,,False,,3/4,4444,DVB-S2,,11167 V
11444 Htp 13Wide,,Vidi TV,2046-400,,,https://www.lyngsat.com/providers/ba/Vidi-TV.html,True,Vidi TV,P 0,,DVB-S2,,11444 H
11444 Htp 13Wide,4001.0,O Kanal,MPEG-4/HD,4273.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4002.0,Una TV,MPEG-4/HD,4193.0,,,False,Vidi TV,P 0,,DVB-S2,,11444 H
11444 Htp 13Wide,4003.0,Nova BH,MPEG-4/HD,4177.0,,,False,Vidi TV,P 0,,DVB-S2,Srp,11444 H
11444 Htp 13Wide,4004.0,BN,MPEG-4/HD,4145.0,,,False,Vidi TV,P 0,,DVB-S2,Srp,11444 H
11444 Htp 13Wide,4005.0,O Kanal Music,MPEG-4/SD,4161.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4006.0,OBN (Bosnia and Herzegovina),MPEG-4/SD,4097.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4007.0,N1 Bosna i Hercegovina,MPEG-4/SD,4305.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4008.0,TV Sarajevo,MPEG-4/SD,4225.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4009.0,RTV TK,MPEG-4/SD,4337.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4010.0,Hit TV (Bosnia and Herzegovina),MPEG-4/SD,4209.0,,,False,Vidi TV,P 0,,DVB-S2,,11444 H
11444 Htp 13Wide,4013.0,TV USK,MPEG-4/HD,4289.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
11444 Htp 13Wide,4014.0,TV BPK,MPEG-4/SD,4113.0,,,False,Vidi TV,P 0,,DVB-S2,Bos,11444 H
