Freq/beam,SID,Provider/Channel,Compression,VPID,Encryption,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Freq
3846 Rtp C5D,,Signet,1-1,,,https://www.lyngsat.com/providers/ke/Signet.html,True,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,1.0,Star Africa TV,MPEG-4/SD,1000.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,9.0,KU TV,MPEG-4/SD,1091.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,24.0,Mt Kenya TV,MPEG-4/SD,1241.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,35.0,Baite TV,MPEG-4/SD,1351.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,42.0,Mutongoi TV,MPEG-4/SD,1421.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,55.0,Testimony TV (Kenya),MPEG-4/SD,1551.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,101.0,KBC Channel 1,MPEG-4/SD,601.0,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,102.0,KBC Radio Taifa,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,103.0,KBC English Service,,,,,False,Signet,2/3,6730,DVB-S2,Eng,3846 R
3846 Rtp C5D,104.0,Iftiin FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,205.0,Iftiin FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,105.0,Coro FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,106.0,Nosim FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,107.0,Minto FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,108.0,Kitwek FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,109.0,Mayienga FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,110.0,Mwatu FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,111.0,Ingo FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3846 Rtp C5D,216.0,Pwani FM,,,,,False,Signet,2/3,6730,DVB-S2,,3846 R
3878 L,,(feeds),,,,,False,Signet,666,8,DVB-S2,,3878 L
3880 L,,(feeds),,,,,False,Signet,666,8,DVB-S2,,3880 L
4071 V,,,,,,,False,Signet,,,,,4071 V
4078 V,,,,,,,False,Signet,,,,,4078 V
11754 VWest & Central Africa0,,,,,Videoguard,,False,Signet,4/5,28190,DVB-S2,,11754 V
12050 VWest & Central Africa0,,,,,,,False,Signet,000,30,DVB-S2,,12050 V
12086 VWest & Central Africa0,,,,,,,False,Signet,000,30,DVB-S2,,12086 V
12169 HWest & Central Africa0,,,,,,,False,Signet,000,30,DVB-S2,,12169 H
12216 HWest & Central Africa0,,,,,,,False,Signet,3/4,30000,DVB-S2,,12216 H
12252 VWest & Central Africa0,,,,,,,False,Signet,000,30,DVB-S2,,12252 V
12333 VWest & Central Africa0,,,,,,,False,Signet,000,30,DVB-S2,,12333 V
12552 VWest & Central Africa0,,,,,,,False,Signet,580,4,DVB-S2,,12552 V
