Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,,RTRS 1,,8835-1,,3.1,,N Stanislav230905,3720 L,,,,https://www.lyngsat.com/providers/ru/RTRS-1.html
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1010,Perviy kanal,,MPEG-4/SD,1011,1012 Rus,GoSTcrypt,,3720 L,,,GoSTcrypt,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1030,Match!,,MPEG-4/SD,1031,1032 Rus,GoSTcrypt,,3720 L,,,GoSTcrypt,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1040,NTV,,MPEG-4/SD,1041,1042 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1050,5 Kanal,,MPEG-4/SD,1051,1052 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1060,Rossiya K,,MPEG-4/SD,1061,1062 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1080,Karusel,,MPEG-4/SD,1081,1082 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1100,TV Centr,,MPEG-4/SD,1101,1102 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1110,Vesti FM,,,,1111 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1120,Radio Mayak,,,,1122 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,,RTRS,,8835-1,,3.1,,N Stanislav230905,3720 L,,,,https://www.lyngsat.com/providers/ru/RTRS.html
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1020,Rossiya 1,,MPEG-4/SD,1021,10.2 Rus,GoSTcrypt,,3720 L,,,GoSTcrypt,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1090,OTR,,MPEG-4/SD,1091,1092 Rus,,,3720 L,,,,
3720 L,DVB-S2QPSK257602/3T2-MIPLP 1,1130,Radio Rossii,,,,1132 Rus,,,3720 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,,RTRS 2,,8835-11,,3.1,,N Stanislav230609,3760 L,,,,https://www.lyngsat.com/providers/ru/RTRS-2.html
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2010,REN TV,,MPEG-4/SD,2011,2012 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2020,Telekanal Spas,,MPEG-4/SD,2021,2022 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2030,STS,,MPEG-4/SD,2031,2032 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2040,Domashniy,,MPEG-4/SD,2041,2042 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2050,TV 3,,MPEG-4/SD,2051,2052 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2060,Pyatnitsa!,,MPEG-4/SD,2061,2062 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2070,Telekanal Zvezda,,MPEG-4/SD,2071,207. Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2080,Mir,,MPEG-4/SD,2081,2082 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2090,TNT,,MPEG-4/SD,2091,2092 Rus,,,3760 L,,,,
3760 L,DVB-S2QPSK257602/3T2-MIPLP 0,2100,Muz TV,,MPEG-4/SD,2101,2102 Rus,,,3760 L,,,,
