Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
10728 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,C de Berazategui221119,10728 H,,0,Nagravision,
10728 HSouth America0,DVB-S288883/4,101,[Inter info card],,MPEG-2/SD,2710,3104 Spa,,,10728 H,,0,,
10728 HSouth America0,DVB-S288883/4,107,TV Perú,,MPEG-2/SD,2113,3125 Spa,,,10728 H,,0,,
10728 VSouth America0,DVB-S28PSK300003/4,,Movistar,,,,7.9,ConaxNagravision,W Ramirez221231,10728 V,,0,"Conax,Nagravision",
10768 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,C de Berazategui210911,10768 H,,0,Nagravision,
10768 HSouth America0,DVB-S288883/4,439,EWTN España - Latinoamérica,,MPEG-2/SD,2119,3141 Spa,,,10768 H,,0,,
10768 VSouth America0,DVB-S28PSK300002/3,,Movistar,,,,6.6,ConaxNagravision,C Carlos240123,10768 V,,0,"Conax,Nagravision",
10808 HSouth America0,DVB-S28PSK300002/3,,Movistar,,,,6.6,Nagravision,C de Berazategui230416,10808 H,,0,Nagravision,
10808 HSouth America0,DVB-S28PSK300002/3,362,Travelxp HD,,MPEG-4/HD,2185,3758 Spa,,,10808 H,,0,,
10808 VSouth America0,DVB-S28888,,Movistar,,,,,Nagravision,C de Berazategui230621,10808 V,,0,Nagravision,
10808 VSouth America0,DVB-S28888,1772,TVC (Ecuador),,MPEG-2/SD,2880,4109 Spa,,,10808 V,,0,,
10848 HSouth America0,DVB-S28PSK300002/3,,Movistar,,,,6.6,ConaxNagravision,C Carlos230107,10848 H,,0,"Conax,Nagravision",
10848 HSouth America0,DVB-S28PSK300002/3,805,TV+,,MPEG-4/HD,2242,3358 Spa,,,10848 H,,0,,
10888 HSouth America0,DVB-S28888,,Movistar,,,,,Nagravision,C de Berazategui230630,10888 H,,0,Nagravision,
10888 HSouth America0,DVB-S28888,118,TV+,,MPEG-2/SD,2276,3276 Spa,,,10888 H,,0,,
10928 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,C de Berazategui221113,10928 H,,0,Nagravision,
11072 HNorth America,DVB-S3001,2,Aprende TV,,?-?MPEG-2/SD,308,256 Spa,,Moncho Orbita Central160802,11072 H,,,,
11222 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,Edinho fta231001,11222 H,,0,Nagravision,
11222 HSouth America0,DVB-S288883/4,201,TV Perú Noticias,,MPEG-2/SD,2226,3212 Spa,,,11222 H,,0,,
11262 HSouth America0,DVB-S28PSK300002/3,,Movistar,,,,6.6,Nagravision,C Carlos230107,11262 H,,0,Nagravision,
11302 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,C de Berazategui230225,11302 H,,0,Nagravision,
11302 HSouth America0,DVB-S288883/4,152,Canal Institucional TV,,MPEG-2/SD,3015,4029 Spa,,,11302 H,,0,,
11342 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,StarTVuser220603,11342 H,,0,Nagravision,
11382 HSouth America0,DVB-S288883/4,,Movistar,,,,5.5,Nagravision,O Ponce240104,11382 H,,0,Nagravision,
11422 HSouth America0,DVB-S2QPSK300002/3,,Movistar,,,,3.1,ConaxNagravision,C Carlos230328,11422 H,,0,"Conax,Nagravision",
12132 HNorth America,DVB-S27500,,(feeds),,,,,,R Alfonso120110,12132 H,,,,
