Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
10955 HNW Africa0,DVB-S28PSK7893/4,,MFM Radio,,,,7.9,,EnoSat231113,10955 H,,0,,https://www.lyngsat.com/providers/ma/MFM-Radio.html
10955 HNW Africa0,DVB-S28PSK7893/4,1000,MFM Radio Casablanca,,,,101 Ara,,,10955 H,,0,,
10955 HNW Africa0,DVB-S28PSK7893/4,2000,MFM Radio Agadir,,,,201 Ara,,,10955 H,,0,,
10955 HNW Africa0,DVB-S28PSK7893/4,3000,MFM Radio Marrakech,,,,301 Ara,,,10955 H,,0,,
10955 HNW Africa0,DVB-S28PSK7893/4,4000,MFM Radio Fes,,,,401 Ara,,,10955 H,,0,,
10960 HNW Africa,DVB-S28PSK33003/4,,(feeds),,,,,,DX Bozóth210909,10960 H,,,,
11022 HNW Africa,DVB-S44352/3,,(feeds),,,,,,DX Bozóth220704,11022 H,,,,
10970 VNW Africa0,DVB-S28PSK275002/3,,RCS,,702-7814,,6.6,,M Al-Taie240324,10970 V,,0,,https://www.lyngsat.com/providers/gh/RCS.html
10970 VNW Africa0,DVB-S28PSK275002/3,,RCS,,702-7814,,6.6,,M Al-Taie240324,10970 V,,0,,https://www.lyngsat.com/providers/gh/RCS.html
11010 VNW Africa0,DVB-S28PSK275002/3,,RCS,,702-7815,,6.6,,M Al-Taie240329,11010 V,,0,,https://www.lyngsat.com/providers/gh/RCS.html
11010 VNW Africa0,DVB-S28PSK275002/3,,RCS,,702-7815,,6.6,,M Al-Taie240329,11010 V,,0,,https://www.lyngsat.com/providers/gh/RCS.html
10970 VNW Africa0,DVB-S28PSK275002/3,7101,Gaskia TV,,MPEG-4/HD,1101,2101 Hau,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7102,Gaskia Plus TV,,MPEG-4/HD,1102,2102 Hau,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7103,Haske TV,,MPEG-4/SD,1103,51 Eng,,,10970 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8114,Haske TV,,MPEG-4/SD,51,56 Eng,,,11010 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7109,Saha TV,,MPEG-4/HD,1109,2109 Ara,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7113,Pan African TV,,MPEG-4/HD,1113,2113 Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7115,MTA Ghana,,MPEG-4/HD,1115,.115 Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7116,Khalifa TV,,MPEG-4/SD,1116,2116,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7117,NTA Knowledge,,MPEG-4/SD,1117,2117 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7119,NTA Igbo,,MPEG-4/SD,1119,2119,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7121,NTA 2,,MPEG-4/SD,1121,2121 Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7122,Rahma TV (Ghana),,MPEG-4/HD,1122,2122 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7124,Sunna TV (Saudi Arabia),,MPEG-4/HD,1124,2124 Ara,,new,10970 V,,0,,
11230 HMENA,DVB-S275003/4,5602,Sunna TV (Saudi Arabia),,MPEG-2/SD,2301,2311 Ara,,,11230 H,,,,
10970 VNW Africa0,DVB-S28PSK275002/3,7126,Quran TV (Saudi Arabia),,MPEG-4/HD,1126,2126 Ara,,,10970 V,,0,,
11230 HMENA,DVB-S275003/4,5601,Quran TV (Saudi Arabia),,MPEG-2/SD,2308,2309 Ara,,,11230 H,,,,
10970 VNW Africa0,DVB-S28PSK275002/3,7127,Eeman Da'wah TV,,MPEG-4/SD,1127,2127,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7128,AAU TV,,MPEG-4/SD,1128,2128 Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7130,Western North TV,,MPEG-4/SD,1130,2130 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7136,KBTV,,MPEG-4/SD,1136,2136 Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7137,Sunnah TV Ghana,,MPEG-4/SD,1137,213. Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7140,OSBC TV,,MPEG-4/SD,1140,2140 Eng,,,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7142,Al-Ansar TV,,MPEG-4/SD,1142,2142 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7146,Ogun State TV,,MPEG-4/HD,1146,2146 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7151,Peace TV English,,MPEG-4/HD,1151,2151 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7181,Kantanka TV,,MPEG-4/SD,1181,33 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7193,Aso TV,,MPEG-4/SD,1193,2193 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7194,Kwara TV,,MPEG-4/HD,1194,2194 Eng,,new,10970 V,,0,,
10970 VNW Africa0,DVB-S28PSK275002/3,7195,Ekiti State TV,,MPEG-4/SD,512,49 Eng,,new,10970 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8105,Africa TV 3,,MPEG-4/SD,1298,2298 Hau,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8106,Africa TV 3 Qur'an,,MPEG-4/HD,1206,2206 Hau,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8123,Wisal TV,,MPEG-2/SD,1223,2223 Hau,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8125,Hikma TV English,,MPEG-4/HD,1225,2225 Eng,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8145,Manara TV,,MPEG-4/HD,1145,2145 Hau,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8149,Qausain TV,,MPEG-4/SD,62,53 Hau,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8153,NTA Entertainment,,MPEG-4/SD,1253,2253 Eng,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8155,Wonderland TV,,MPEG-4/SD,1255,2255,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8157,Zamani Plus,,MPEG-4/HD,1257,2257 Eng,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8158,Ihsan TV,,MPEG-4/SD,1258,2258 Eng,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8159,NTA Sports 24,,MPEG-4/SD,1259,2259 Eng,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8161,Kiddiwinks,,MPEG-4/SD,1261,2261 Eng,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8165,KSMC,,MPEG-4/HD,1265,2265 Eng,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8166,ATV Yola,,MPEG-4/SD,1266,2266 Eng,,new,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8175,NTA Hausa,,MPEG-4/SD,1275,2275 Hau,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8178,NTA Parliament,,MPEG-4/SD,1278,2278 Eng,,,11010 V,,0,,
11010 VNW Africa0,DVB-S28PSK275002/3,8180,Huda TV,,MPEG-4/SD,211,221 Eng,,,11010 V,,0,,
