Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3718 VC37-39,DVB-S28PSK120003/5,,Dunya Media Group,,,,5.5,,N Stanislav230416,3718 V,,37-39,,https://www.lyngsat.com/providers/pk/Dunya-Media-Group.html
3718 VC37-39,DVB-S28PSK120003/5,1,Dunya News,,MPEG-4/HD,101,102 Urd,,,3718 V,,37-39,,
3718 VC37-39,DVB-S28PSK120003/5,2,Lahore News,,MPEG-4/HD,201,202,,,3718 V,,37-39,,
3718 VC37-39,DVB-S28PSK120003/5,4,Dunya Entertainment,,MPEG-4/SD,401,402,,,3718 V,,37-39,,
3730 VC37-39,,,,,,,,,DX Bozóth240222,3730 V,,37-39,,
3740 VC37-39,DVB-S28PSK72003/5,,,,,,5.5,,DX Bozóth240218,3740 V,,37-39,,
3770 VC37-39,DVB-S28PSK77003/4,,,,1-1,,7.9,,DX Bozóth240130,3770 V,,37-39,,
3792 VC37-39,DVB-S28PSK40003/4,,,,,,7.9,BISS 1,DX Bozóth240130,3792 V,,37-39,BISS 1,
3834 HC37-39,DVB-S28PSK65003/4,,,,,,7.9,,DX Bozóth230318,3834 H,,37-39,,
4024 HC37-39,,,,,,,,,N Stanislav240302,4024 H,,37-39,,
4047 VC37-39,,,,,,,,,T.F.K240208,4047 V,,37-39,,
4064 VC37-39,DVB-S28PSK32005/6,,,,,,9.4,,DX Bozóth230318,4064 V,,37-39,,
4074 VC37-39,DVB-S28PSK61503/4,,,,0-0,,7.9,,DX Bozóth221021,4074 V,,37-39,,
4101 VC37-39,DVB-S28PSK28003/4,,,,.-.,,7.9,,DX Bozóth230526,4101 V,,37-39,,
4115 VC37-39,DVB-S28PSK48005/6,,,,1-1,,9.4,,DX Bozóth200618,4115 V,,37-39,,
4120 VC37-39,DVB-S28PSK24903/5,,,,65535-0,,5.5,,N Stanislav220409,4120 V,,37-39,,
4181 VC37-39,DVB-S28PSK50003/4,,,,65535-1,,7.9,,DX Bozóth230810,4181 V,,37-39,,
4186 VC37-39,,,,,,,,,N Stanislav240202,4186 V,,37-39,,
3740 VC37-39,DVB-S28PSK72003/5,1,92 News,,MPEG-4/HD,92,192,,,3740 V,,37-39,,
3740 VC37-39,DVB-S28PSK72003/5,2,11 News,,MPEG-4/SD,93,193,,,3740 V,,37-39,,
3740 VC37-39,DVB-S28PSK72003/5,3,92 Entertainment,,MPEG-2/SD,94,194,,,3740 V,,37-39,,
3745 VC37-39,DVB-S28PSK15005/6,1,9 News HD,,?-?MPEG-4/HD,33,9.4  34,,N Stanislav240306,3745 V,,37-39,,
