Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3704 Htp 3AAsia & Australia & Pacific,DVB-S28PSK22402/3,,(feeds),,,,,,Anonymous200302,3704 H,tp 3A,,,
3763 Htp 4AAsia & Australia & Pacific,DVB-S28PSK72003/4,,(feeds),,,,,,Albert I240303,3763 H,tp 4A,,,
3872 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37505/6,3,(feeds),,,769,770,BISS,,3872 H,tp 7A,0,BISS,
3905 Vtp 7BAsia & Australia & Pacific,DVB-S28PSK75003/4,,(feeds),,,,,,Bulek Sps210906,3905 V,tp 7B,,,
3914 Vtp 7BAsia & Australia & Pacific,DVB-S28PSK56003/4,,(feeds),,,,,,Albert I231119,3914 V,tp 7B,,,
3707 Htp 3AAsia & Australia & Pacific,DVB-S28PSK22402/3,,(GMA feeds),,,,,,Anonymous200302,3707 H,tp 3A,,,
3710 Htp 3AAsia & Australia & Pacific,DVB-S28PSK22402/3,,(GMA feeds),,,,,,Anonymous200302,3710 H,tp 3A,,,
3745 Htp 4AAsia & Australia & Pacific0,DVB-S2QPSK45833/4,,GMA Network,,,,4.0,PowerVu,Albert I230112,3745 H,tp 4A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3745 Htp 4AAsia & Australia & Pacific0,DVB-S2QPSK45833/4,,GMA Network,,,,4.0,PowerVu,Albert I230112,3745 H,tp 4A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3745 Htp 4AAsia & Australia & Pacific0,DVB-S2QPSK45833/4,,GMA Network,,,,4.0,PowerVu,Albert I230112,3745 H,tp 4A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,,GMA Network,,,,6.6,PowerVu,Albert I230112,3751 H,tp 4A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,,GMA Network,,,,6.6,PowerVu,Albert I230112,3751 H,tp 4A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,,GMA Network,,,,6.6,PowerVu,Albert I230112,3751 H,tp 4A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,,GMA Network,,0-700,,4.0,PowerVu,Albert I230822,3847 H,tp 6A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,,GMA Network,,0-700,,4.0,PowerVu,Albert I230822,3847 H,tp 6A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,,GMA Network,,0-700,,4.0,PowerVu,Albert I230822,3847 H,tp 6A,0,PowerVu,https://www.lyngsat.com/providers/ph/GMA-Network.html
3745 Htp 4AAsia & Australia & Pacific0,DVB-S2QPSK45833/4,12,GMA TV,,MPEG-4/SD,110,111 Tgl,PowerVu,,3745 H,tp 4A,0,PowerVu,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,96,GMA TV,,MPEG-4/SD,463,465 Tgl,PowerVu,,3847 H,tp 6A,0,PowerVu,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,112,GMA TV,,MPEG-4/1seg,3187,3189 Tgl,PowerVu,,3847 H,tp 6A,0,PowerVu,
3745 Htp 4AAsia & Australia & Pacific0,DVB-S2QPSK45833/4,14,GTV (Philippines),,MPEG-4/SD,210,211 Tgl,PowerVu,,3745 H,tp 4A,0,PowerVu,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,97,GTV (Philippines),,MPEG-4/SD,479,481 Tgl,PowerVu,,3847 H,tp 6A,0,PowerVu,
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,1,GMA Life TV,,MPEG-4/SD,1160,1130 Tgl,PowerVu,,3751 H,tp 4A,0,PowerVu,
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,2,GMA Pinoy TV USA & Canada,,MPEG-4/SD,1260,1230 Tgl,PowerVu,,3751 H,tp 4A,0,PowerVu,
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,9,GMA News TV,,MPEG-4/SD,1460,1430 Tgl,PowerVu,,3751 H,tp 4A,0,PowerVu,
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,7,DZBB 594 Super Radyo,,,,1330 Tgl,PowerVu,,3751 H,tp 4A,0,PowerVu,
3751 Htp 4AAsia & Australia & Pacific0,DVB-S28PSK44442/3,100,Barangay LS 97.1,,,,1331 Tgl,PowerVu,,3751 H,tp 4A,0,PowerVu,
3768 Htp 4AAsia & Australia & Pacific,DVB-S28PSK16002/3,,(GMA TV feeds),,,,,,Albert I230919,3768 H,tp 4A,,,
3774 Htp 4AAsia & Australia & Pacific,DVB-S28PSK48002/3,,(GMA TV feeds),,,,,,Albert I231231,3774 H,tp 4A,,,
3824 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK33333/4,1,SMNI News Channel,,?-?MPEG-4/SD,33,4.0  34 Tgl,,C Sutton211104,3824 H,tp 6A,0,,
3827 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK16603/4,36,SMNI,,8192-4096MPEG-4/SD,512,4.04112 Tgl,,C Sutton211104,3827 H,tp 6A,0,,
3827 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK16603/4,54,DZAR Sonshine Radio 1026,,,,4128,,,3827 H,tp 6A,0,,
3831 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK50003/4,,,,,,7.9,,Albert I230419,3831 H,tp 6A,0,,
3884 Htp 7AAsia & Australia & Pacific0,,,,,,,,,C Sutton240228,3884 H,tp 7A,0,,
4020 Vtp 10BAsia & Australia & Pacific0,,,,,,,,,C Sutton240128,4020 V,tp 10B,0,,
3831 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK50003/4,1,INC TV,,MPEG-4/HD,611,631 Tgl,,,3831 H,tp 6A,0,,
3831 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK50003/4,2,Net 25,,MPEG-4/HD,711,731 Tgl,,,3831 H,tp 6A,0,,
3831 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK50003/4,3,INC Radio DZEM 954,,,,632,,,3831 H,tp 6A,0,,
3831 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK50003/4,6,Radyo Agila,,,,733 Tgl,,,3831 H,tp 6A,0,,
3831 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK50003/4,7,Eagle FM,,,,732,,,3831 H,tp 6A,0,,
3835 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK25003/4,,Solar Entertainment,,0-1,,7.9,VisionCrypt,C Sutton240307,3835 H,tp 6A,0,VisionCrypt,https://www.lyngsat.com/providers/ph/Solar-Entertainment.html
3835 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK25003/4,,Solar Entertainment,,0-1,,7.9,VisionCrypt,C Sutton240307,3835 H,tp 6A,0,VisionCrypt,https://www.lyngsat.com/providers/ph/Solar-Entertainment.html
3867 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,,Solar Entertainment,,,,7.9,PowerVu,Albert I240303,3867 H,tp 7A,0,PowerVu,https://www.lyngsat.com/providers/ph/Solar-Entertainment.html
3867 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,,Solar Entertainment,,,,7.9,PowerVu,Albert I240303,3867 H,tp 7A,0,PowerVu,https://www.lyngsat.com/providers/ph/Solar-Entertainment.html
3835 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK25003/4,1,Jungo Pinoy,,MPEG-4/SD,310,300 Tgl,VisionCrypt,,3835 H,tp 6A,0,VisionCrypt,
3835 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK25003/4,4,Scream Flix,,MPEG-4/SD,710,700 Eng,VisionCrypt,,3835 H,tp 6A,0,VisionCrypt,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,98,Heart of Asia,,MPEG-4/SD,1744,1746 Tgl,PowerVu,,3847 H,tp 6A,0,PowerVu,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,101,Hallypop,,MPEG-4/SD,1760,1762 Eng,PowerVu,,3847 H,tp 6A,0,PowerVu,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,102,I Heart Movies,,MPEG-4/SD,1776,1778 Tgl,PowerVu,,3847 H,tp 6A,0,PowerVu,
3847 Htp 6AAsia & Australia & Pacific0,DVB-S2QPSK80003/4,103,Pinoy Hits,,MPEG-4/SD,1792,1794 Tgl,PowerVu,,3847 H,tp 6A,0,PowerVu,
3856 Htp 6AAsia & Australia & Pacific0,DVB-S28PSK25002/3,1,IBC 13,,?-?MPEG-4/SD,210,6.6 100 Tgl,,C Sutton190204,3856 H,tp 6A,0,,
3867 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,402,Solar Sports,,MPEG-4/SD,1410,1411 Eng,PowerVu,,3867 H,tp 7A,0,PowerVu,
3867 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,405,Front Row Channel,,MPEG-4/SD,1110,1111 Eng,PowerVu,,3867 H,tp 7A,0,PowerVu,
3867 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,417,Solar Flix,,MPEG-4/SD,1810,1811 Eng,PowerVu,,3867 H,tp 7A,0,PowerVu,
3872 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37505/6,,Zoe Broadcasting Network,,,,9.4,,Albert I230112,3872 H,tp 7A,0,,https://www.lyngsat.com/providers/ph/Zoe-Broadcasting-Network.html
3872 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37505/6,1,Light TV,,MPEG-4/SD,257,258 Tgl,,,3872 H,tp 7A,0,,
3872 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37505/6,2,A2Z Channel 11,,MPEG-4/SD,513,514 Tgl,,,3872 H,tp 7A,0,,
3876 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,,Viva Entertainment,,,,7.9,PowerVu,Albert I230112,3876 H,tp 7A,0,PowerVu,https://www.lyngsat.com/providers/ph/Viva-Entertainment.html
3876 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,1,Pinoy Box Office,,MPEG-4/SD,110,111 Tgl,PowerVu,,3876 H,tp 7A,0,PowerVu,
3876 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,2,Viva Cinema,,MPEG-4/SD,210,211 Tgl,PowerVu,,3876 H,tp 7A,0,PowerVu,
3876 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK37503/4,4,Tagalized Movie Channnel,,MPEG-4/SD,410,411 Tgl,PowerVu,,3876 H,tp 7A,0,PowerVu,
3897 Htp 7AAsia & Australia & Pacific0,DVB-S28PSK31403/4,64,AllTV,,2-2MPEG-4/HD,101,7.9 102 Tgl,,Albert I230920,3897 H,tp 7A,0,,
