Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,10722 V,tp B1K,,"Nagravision,Videoguard",
10722 Vtp B1K,DVB-S300003/4,1304,[Sky test card],,MPEG-2/SD,516,,,,10722 V,tp B1K,,,
10722 Htp B13K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui230426,10722 H,tp B13K,,"Nagravision,Videoguard",
10722 Htp B13K,DVB-S300003/4,1144,Sound! Anos 60,,,,633 Por,,,10722 H,tp B13K,,,
10722 Htp B13K,DVB-S300003/4,1145,Sound! Românticas,,,,634 Por,,,10722 H,tp B13K,,,
10722 Htp B13K,DVB-S300003/4,1146,Sound! Blues,,,,635 Por,,,10722 H,tp B13K,,,
10762 Vtp B2K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui231026,10762 V,tp B2K,,"Nagravision,Videoguard",
10762 Htp B14K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230427,10762 H,tp B14K,,"Nagravision,Videoguard",
10802 Vtp B3K,DVB-S300003/4,,Sky Brasil,,0-24680,,5.5,NagravisionVideoguard,C de Berazategui221014,10802 V,tp B3K,,"Nagravision,Videoguard",
10802 Htp B15K,DVB-S30000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui221014,10802 H,tp B15K,,"Nagravision,Videoguard",
10842 Vtp B4K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230428,10842 V,tp B4K,,"Nagravision,Videoguard",
10842 Htp B16K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230427,10842 H,tp B16K,,"Nagravision,Videoguard",
10882 Vtp B5K,DVB-S300003/4,,Sky Brasil,,,,5.5,NagravisionVideoguard,C de Berazategui230521,10882 V,tp B5K,,"Nagravision,Videoguard",
10882 Htp B17K,DVB-S300003/4,,Sky Brasil,,,,5.5,NagravisionVideoguard,C de Berazategui230501,10882 H,tp B17K,,"Nagravision,Videoguard",
10922 Vtp B6K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430,10922 V,tp B6K,,"Nagravision,Videoguard",
10922 Htp B18K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429,10922 H,tp B18K,,"Nagravision,Videoguard",
11010 Vtp B26K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430,11010 V,tp B26K,,"Nagravision,Videoguard",
11010 Htp B33K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613,11010 H,tp B33K,,"Nagravision,Videoguard",
11010 Htp B33K,DVB-S230000,5264,Canal do Cliente,,MPEG-4/HD,4400,4401 Por,,,11010 H,tp B33K,,,
11090 Vtp B28K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613,11090 V,tp B28K,,"Nagravision,Videoguard",
11090 Htp B34K,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430,11090 H,tp B34K,,"Nagravision,Videoguard",
11130 Htp B35K,DVB-S30000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui221012,11130 H,tp B35K,,"Nagravision,Videoguard",
11170 V,DVB-S30000,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613,11170 V,,,"Nagravision,Videoguard",
11170 H,DVB-S30000,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613,11170 H,,,"Nagravision,Videoguard",
11222 V,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430,11222 V,,,"Nagravision,Videoguard",
11222 H,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430,11222 H,,,"Nagravision,Videoguard",
11262 V,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429,11262 V,,,"Nagravision,Videoguard",
11262 H,DVB-S2300002/3,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613,11262 H,,,"Nagravision,Videoguard",
11302 V,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429,11302 V,,,"Nagravision,Videoguard",
11302 H,DVB-S30000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230430,11302 H,,,"Nagravision,Videoguard",
11302 H,DVB-S30000,3,[Sky info card],,MPEG-2/SD,521,,,,11302 H,,,,
11302 H,DVB-S30000,5,[test card],,MPEG-2/SD,531,,,,11302 H,,,,
11342 V,DVB-S2300002/3,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429,11342 V,,,"Nagravision,Videoguard",
11342 H,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230501,11342 H,,,"Nagravision,Videoguard",
11382 V,DVB-S2300002/3,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429,11382 V,,,"Nagravision,Videoguard",
11382 H,DVB-S2300002/3,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230518,11382 H,,,"Nagravision,Videoguard",
11422 V,DVB-S2300002/3,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230429,11422 V,,,"Nagravision,Videoguard",
11422 H,DVB-S2300002/3,,Sky Brasil,,,,,NagravisionVideoguard,F Alisson230613,11422 H,,,"Nagravision,Videoguard",
11422 H,DVB-S2300002/3,5428,Sky Brasil promo,,,542,632 Por,,,11422 H,,,,
11470 V,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230426,11470 V,,,"Nagravision,Videoguard",
11470 H,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230810,11470 H,,,"Nagravision,Videoguard",
11510 V,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,O Ponce240104,11510 V,,,"Nagravision,Videoguard",
11510 H,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230426,11510 H,,,"Nagravision,Videoguard",
11550 V,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui240203,11550 V,,,"Nagravision,Videoguard",
11550 H,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230426,11550 H,,,"Nagravision,Videoguard",
11590 V,DVB-S230000,,Sky Brasil,,,,,,C de Berazategui240327,11590 V,,,,
11590 V,DVB-S230000,5521,[Globoplay test card],,MPEG-4/HD,4096,4098 Por,,,11590 V,,,,
11590 V,DVB-S230000,5522,Woohoo,,MPEG-4/HD,4112,4114 Por,,new,11590 V,,,,
11590 V,DVB-S230000,5523,HGTV Brasil,,MPEG-4/HD,4128,4130 Por,,new,11590 V,,,,
11590 V,DVB-S230000,5524,HBO Pop Brasil,,MPEG-4/HD,4144,4146 Por,,new,11590 V,,,,
11590 V,DVB-S230000,5525,Golf Channel Latin America,,MPEG-4/HD,4160,4162 Por,,new,11590 V,,,,
11590 V,DVB-S230000,5526,Discovery Turbo Brasil,,MPEG-4/HD,4176,4178 Por,,new,11590 V,,,,
11590 H,DVB-S230000,,Sky Brasil,,,,,NagravisionVideoguard,C de Berazategui230426,11590 H,,,"Nagravision,Videoguard",
