Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
4520 HBeam 5,DVB-S28PSK300002/3,,,,,,6.6,,Robiul240103,4520 H,,,,
4552 VBeam 5,DVB-S28PSK100004/5,,,,,,,Videoguard,Robiul221121,4552 V,,,Videoguard,
4600 HBeam 5,DVB-S28PSK300002/3,,,,1001-1001,,6.6,,Robiul240125,4600 H,,,,
4680 HBeam 5,DVB-S28PSK300002/3,,,,,,6.6,,Robiul231012,4680 H,,,,
4720 HBeam 5,DVB-S28PSK300003/4,,,,,,7.9,,Robiul240126,4720 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,301,Desh TV,,MPEG-4/SD,827,927 Ben,,,4520 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,302,Mohona TV,,MPEG-4/HD,833,933 Ben,,,4520 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,303,ATN News (Bangladesh),,MPEG-4/HD,308,723 Ben,,,4520 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,304,Ananda TV (Bangladesh),,MPEG-2/SD,824,924 Ben,,,4520 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,306,Nagorik TV,,MPEG-4/HD,808,708 Ben,Cryptoguard 1,,4520 H,,,Cryptoguard 1,
4520 HBeam 5,DVB-S28PSK300002/3,307,Ekushey TV,,MPEG-2/SD,828,928 Ben,,,4520 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,310,Jamuna TV,,MPEG-2/SD,831,731 Ben,,,4520 H,,,,
4520 HBeam 5,DVB-S28PSK300002/3,311,My TV (Bangladesh),,MPEG-4/HD,834,734 Ben,,,4520 H,,,,
4525 VBeam 5,DVB-S28PSK24006/7,,Bangladesh Betar,,,,,,Robiul220808,4525 V,,,,https://www.lyngsat.com/providers/bd/Bangladesh-Betar.html
4525 VBeam 5,DVB-S28PSK24006/7,1000,Bangladesh Betar Home,,,,101 Ben,,,4525 V,,,,
4680 HBeam 5,DVB-S28PSK300002/3,1000,Bangladesh Betar Home,,,,101 Ben,,,4680 H,,,,
4525 VBeam 5,DVB-S28PSK24006/7,2000,Bangladesh Betar External,,,,201 Ben,,,4525 V,,,,
4680 HBeam 5,DVB-S28PSK300002/3,2000,Bangladesh Betar External,,,,201 Ben,,,4680 H,,,,
4525 VBeam 5,DVB-S28PSK24006/7,3000,Bangladesh Betar Traffic,,,,301 Ben,,,4525 V,,,,
4680 HBeam 5,DVB-S28PSK300002/3,3000,Bangladesh Betar Traffic,,,,301 Ben,,,4680 H,,,,
4525 VBeam 5,DVB-S28PSK24006/7,4000,Bangladesh Betar Commercial,,,,401 Ben,,,4525 V,,,,
4680 HBeam 5,DVB-S28PSK300002/3,4000,Bangladesh Betar Commercial,,,,401 Ben,,,4680 H,,,,
4533 VBeam 5,DVB-S28PSK80002/3,1001,[test card],,?-?MPEG-4/HD,1004,6.61005,,Robiul240125,4533 V,,,,
4545 HBeam 5,DVB-S28PSK41602/3,1,Independent TV,,2-1MPEG-4/SD,200,6.6 201 Ben,,N MorshedMahbubulmaksud190918,4545 H,,,,
4550 HBeam 5,DVB-S28PSK41582/3,210,Duronto TV,,?-?MPEG-4/HD,518,6.6 718 Ben,BISS,Mahbubulmaksud190919,4550 H,,,BISS,
4552 VBeam 5,DVB-S28PSK100004/5,1890,Star Plus India,,MPEG-4/SD,450,451 Hin,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1891,Star Gold India,,MPEG-4/SD,452,453 Hin,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1892,Star Bharat India,,MPEG-4/SD,454,455 Hin,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1893,Star Jalsha,,MPEG-4/SD,456,457 Ben,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1894,Jalsha Movies,,MPEG-4/SD,458,459 Ben,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1895,National Geographic India,,MPEG-4/SD,460,461 Ben,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1896,National Geographic Wild India,,MPEG-4/SD,462,463 Eng,Videoguard,,4552 V,,,Videoguard,
4552 VBeam 5,DVB-S28PSK100004/5,1897,Star Life India,,MPEG-4/SD,464,465 Ben,Videoguard,,4552 V,,,Videoguard,
4555 HBeam 5,DVB-S28PSK48002/3,1,Maasranga TV,,1-1MPEG-4/HD,33,6.6  34 Ben,,Mahbubulmaksud210522,4555 H,,,,
4561 HBeam 5,DVB-S28PSK48002/3,1,Somoy News TV,,?-?MPEG-4/HD,512,6.64112 Ben,,Mahbubulmaksud210522,4561 H,,,,
4567 HBeam 5,DVB-S28PSK47852/3,1,Channel 9,,?-?MPEG-4/HD,101,6.6 2.6 Ben,,Mahbubulmaksud191016,4567 H,,,,
4575 HBeam 5,DVB-S28PSK48002/3,1,Deepto TV,,?-?MPEG-4/HD,817,6.6 917 Ben,,Mahbubulmaksud200313,4575 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,101,ATN Bangla,,MPEG-4/HD,308,701 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,102,Bangla TV (Bangladesh),,MPEG-4/HD,802,902 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,103,Bangla Vision,,MPEG-4/HD,803,703 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,104,Channel I (Bangladesh),,MPEG-4/HD,804,704 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,105,Ekattor TV,,MPEG-4/HD,805,705 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,106,Gaan Bangla,,MPEG-4/HD,806,706 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,107,NTV (Bangladesh),,MPEG-2/SD,807,707 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,108,DBC News,,MPEG-4/HD,826,926 Ben,,,4600 H,,,,
4600 HBeam 5,DVB-S28PSK300002/3,109,News 24 (Bangladesh),,MPEG-4/HD,809,709 Ben,,,4600 H,,,,
4625 HBeam 5,DVB-S28PSK48002/3,11,Gazi TV,,1-1MPEG-4/HD,201,6.6 301 Ben Ben,ABV,Robiul230618,4625 H,,,ABV,
4646 VBeam 5,DVB-S28PSK48002/3,11,Gazi TV,,?-?MPEG-4/HD,201,6.6 301 Ben,ABV,Robiul230809,4646 V,,,ABV,
4660 VBeam 5,DVB-S28PSK175004/5,,Bangladesh TV,,,,,,Robiul230408,4660 V,,,,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html
4660 VBeam 5,DVB-S28PSK175004/5,,Bangladesh TV,,,,,,Robiul230408,4660 V,,,,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html
11725 VBeam 1,DVB-S2QPSK175003/4,,Bangladesh TV,,,,4.0,,Robiul240126,11725 V,,,,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html
11725 VBeam 1,DVB-S2QPSK175003/4,,Bangladesh TV,,,,4.0,,Robiul240126,11725 V,,,,https://www.lyngsat.com/providers/bd/Bangladesh-TV.html
4660 VBeam 5,DVB-S28PSK175004/5,201,BTV Chattogram,,MPEG-4/SD,501,502 Ben,,,4660 V,,,,
4720 HBeam 5,DVB-S28PSK300003/4,201,BTV Chattogram,,MPEG-2/SD,512,4112 Ben,,,4720 H,,,,
11725 VBeam 1,DVB-S2QPSK175003/4,201,BTV Chattogram,,MPEG-4/SD,512,4112 Ben,,,11725 V,,,,
4660 VBeam 5,DVB-S28PSK175004/5,204,BTV National,,MPEG-4/HD,308,202 Ben,,,4660 V,,,,
4720 HBeam 5,DVB-S28PSK300003/4,204,BTV National,,MPEG-4/HD,812,712 Ben,,,4720 H,,,,
11725 VBeam 1,DVB-S2QPSK175003/4,204,BTV National,,MPEG-4/HD,308,202 Ben,,,11725 V,,,,
4660 VBeam 5,DVB-S28PSK175004/5,205,BTV World,,MPEG-4/SD,301,302 Ben,,,4660 V,,,,
4720 HBeam 5,DVB-S28PSK300003/4,205,BTV World,,MPEG-2/SD,301,302 Ben,,,4720 H,,,,
11725 VBeam 1,DVB-S2QPSK175003/4,205,BTV World,,MPEG-2/SD,301,302 Ben,,,11725 V,,,,
4660 VBeam 5,DVB-S28PSK175004/5,212,Sangshad TV,,MPEG-4/SD,401,402 Ben,,,4660 V,,,,
4720 HBeam 5,DVB-S28PSK300003/4,212,Sangshad TV,,MPEG-2/SD,401,402 Ben,,,4720 H,,,,
11725 VBeam 1,DVB-S2QPSK175003/4,212,Sangshad TV,,MPEG-2/SD,401,402 Ben,,,11725 V,,,,
4680 HBeam 5,DVB-S28PSK300002/3,401,T Sports,,MPEG-4/HD,835,735 Ben,ABV,,4680 H,,,ABV,
4680 HBeam 5,DVB-S28PSK300002/3,402,Nexus TV,,MPEG-4/HD,836,736 Ben,,,4680 H,,,,
4680 HBeam 5,DVB-S28PSK300002/3,404,Channel 24 (Bangladesh),,MPEG-4/HD,838,738 Ben,,,4680 H,,,,
4680 HBeam 5,DVB-S28PSK300002/3,405,Ekhon TV,,HEVC/HD,839,739 Ben,,,4680 H,,,,
4680 HBeam 5,DVB-S28PSK300002/3,406,Global TV (Bangladesh),,MPEG-4/HD,840,740 Ben,,,4680 H,,,,
4680 HBeam 5,DVB-S28PSK300002/3,407,Madani Channel Bangla,,MPEG-4/HD,841,741 Ben,,,4680 H,,,,
4680 HBeam 5,DVB-S28PSK300002/3,408,Green TV (Bangladesh),,HEVC/HD,842,742 Ben,BISS,,4680 H,,,BISS,
4680 HBeam 5,DVB-S28PSK300002/3,1,Bangladesh Betar Chittagong,,,,501 Ben,,,4680 H,,,,
4690 VBeam 5,DVB-S28PSK150002/3,,Sony Pictures Networks India,,,,6.6,Videoguard,Robiul230828,4690 V,,,Videoguard,https://www.lyngsat.com/providers/us/Sony-Pictures-Networks-India.html
4690 VBeam 5,DVB-S28PSK150002/3,,Sony Pictures Networks India,,,,6.6,Videoguard,Robiul230828,4690 V,,,Videoguard,https://www.lyngsat.com/providers/us/Sony-Pictures-Networks-India.html
4780 VBeam 5,DVB-S28PSK300002/3,,Sony Pictures Networks India,,,,6.6,Videoguard,Robiul240127,4780 V,,,Videoguard,https://www.lyngsat.com/providers/us/Sony-Pictures-Networks-India.html
4780 VBeam 5,DVB-S28PSK300002/3,,Sony Pictures Networks India,,,,6.6,Videoguard,Robiul240127,4780 V,,,Videoguard,https://www.lyngsat.com/providers/us/Sony-Pictures-Networks-India.html
4690 VBeam 5,DVB-S28PSK150002/3,227,Sony Aath,,MPEG-4/SD,4580,4581 Ben,Videoguard,,4690 V,,,Videoguard,
