Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
4030 Vtp 8BNorth America C0,DVB-S2QPSK150003/4,,CTV,,,,4.0,,D Dennett221010,4030 V,tp 8B,0,,https://www.lyngsat.com/providers/ca/CTV.html
4030 Vtp 8BNorth America C0,DVB-S2QPSK150003/4,1,CTV British Columbia,,MPEG-4/HD,4097,4098 Eng,,,4030 V,tp 8B,0,,
4030 Vtp 8BNorth America C0,DVB-S2QPSK150003/4,2,CTV 2 Vancouver Island,,MPEG-4/HD,1793,1794 Eng,,,4030 V,tp 8B,0,,
4030 Vtp 8BNorth America C0,DVB-S2QPSK150003/4,3,(CTV feeds),,,2049,2050,,,4030 V,tp 8B,0,,
4096 Vtp 10BNorth America C0,DVB-S238003/4,,,,3-301,,5.5,,ML240102,4096 V,tp 10B,0,,
4144 Vtp 11BNorth America C0,DVB-S210001/2,,,,0-1148,,2.7,Digicipher,J-G Belanger210709,4144 V,tp 11B,0,Digicipher,
4096 Vtp 10BNorth America C0,DVB-S238003/4,2,[test card],,MPEG-2/SD,110,,,,4096 V,tp 10B,0,,
4096 Vtp 10BNorth America C0,DVB-S238003/4,500,Legislative Assembly TV Nunavut,,MPEG-2/SD,200,201 Eng,,,4096 V,tp 10B,0,,
4096 Vtp 10BNorth America C0,DVB-S238003/4,510,Canal M (Canada),,,,152 Fre,,,4096 V,tp 10B,0,,
4096 Vtp 10BNorth America C0,DVB-S238003/4,520,Radio France Internationale,,,,240 Fre,,,4096 V,tp 10B,0,,
4116 Vtp 10BNorth America C0,DVB-S2QPSK33994/5,,Legislative Assembly of Ontario,,MPEG-4/HD,95,4.7 200 Eng201 Fre,,J Walsh210911,4116 V,tp 10B,0,,
4144 Vtp 11BNorth America C0,DVB-S210001/2,904,Legislative Assembly of Ontario,,MPEG-4/SD,131,132 Eng,Digicipher,,4144 V,tp 11B,0,Digicipher,
4144 Vtp 11BNorth America C0,DVB-S210001/2,901,APTN E,,MPEG-4/SD,101,102 Eng,Digicipher,,4144 V,tp 11B,0,Digicipher,
4144 Vtp 11BNorth America C0,DVB-S210001/2,902,APTN W,,MPEG-4/SD,111,112 Eng,Digicipher,,4144 V,tp 11B,0,Digicipher,
