Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
11088 Vtp 16Ku,DVB-S28PSK288003/4,,HTVC,,1-3,,7.9,,NHMPlay240328,11088 V,tp 16,,,https://www.lyngsat.com/providers/vn/HTVC.html
11088 Vtp 16Ku,DVB-S28PSK288003/4,1,HTV 7,,MPEG-4/HD,33,32 Vie,,,11088 V,tp 16,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,2,HTV 9,,MPEG-4/HD,36,35 Vie,,,11088 V,tp 16,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,3,Hau Giang TV,,MPEG-4/HD,596,72 Vie,,,11088 V,tp 16,,,
11262 Vtp 8Ku,DVB-S28PSK300003/4,133,Hau Giang TV,,MPEG-4/SD,2331,2332 Vie,,,11262 V,tp 8,,,
11293 Vtp 9Ku,DVB-S28PSK150003/4,406,Hau Giang TV,,MPEG-4/SD,4061,40.2 Vie,,,11293 V,tp 9,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,4,Binh Dinh TV,,MPEG-4/HD,250,50 Vie,,,11088 V,tp 16,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,5,HTVC +,,MPEG-4/SD,612,631 Vie,,,11088 V,tp 16,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,7,Binh Phuoc TV 1,,MPEG-4/HD,90,43 Vie,,,11088 V,tp 16,,,
11262 Vtp 8Ku,DVB-S28PSK300003/4,402,Binh Phuoc TV 1,,MPEG-4/HD,4021,4022 Vie,,,11262 V,tp 8,,,
11293 Vtp 9Ku,DVB-S28PSK150003/4,44,Binh Phuoc TV 1,,MPEG-4/HD,1441,1442 Vie,,,11293 V,tp 9,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,8,HTVC Thuan Viet,,MPEG-4/SD,601,77 Vie,,,11088 V,tp 16,,,
11088 Vtp 16Ku,DVB-S28PSK288003/4,9,Dak Lak TV,,MPEG-4/HD,595,70 Vie,,,11088 V,tp 16,,,
