Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
11977 HKorea,DVB-S223800,,SkyLife,,,,,Nagravision,Computech230626,11977 H,,,Nagravision,
12015 HKorea,DVB-S223800,,SkyLife,,,,,Nagravision,Computech230626,12015 H,,,Nagravision,
12054 HKorea,DVB-S2238005/6,,SkyLife,,,,,Nagravision,Computech230626,12054 H,,,Nagravision,
12054 HKorea,DVB-S2238005/6,,KBS 1 TV,,,5664,5665 Kor,,,12054 H,,,,
12092 HKorea,DVB-S223800,,SkyLife,,,,,Nagravision,Computech230626,12092 H,,,Nagravision,
12130 HKorea,DVB-S223800,,SkyLife,,,,,Nagravision,Computech230626,12130 H,,,Nagravision,
12169 HKorea,DVB-S2QPSK213003/4,,SkyLife,,,,4.0,Nagravision,Computech230626,12169 H,,,Nagravision,
12719 Htp CS24Philippines,DVB-S28PSK450003/4,,SatLite,,,,7.9,Conax,Anonymous240201,12719 H,tp CS24,,Conax,
12719 Htp CS24Philippines,DVB-S28PSK450003/4,2880,TV 5 (Philippines),,MPEG-4/1seg,2882,2883 Tgl,,,12719 H,tp CS24,,,
