Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3977 Ltp 104SE zone0,DVB-S177773/4,,NBC,,70-1,,5.5,Tongfang,Tony G150522,3977 L,tp 104,0,Tongfang,https://www.lyngsat.com/providers/na/NBC.html
3977 Ltp 104SE zone0,DVB-S177773/4,1,NBC 1,,MPEG-2/SD,32,33 Eng,,,3977 L,tp 104,0,,
3977 Ltp 104SE zone0,DVB-S177773/4,64,NBC 1,,MPEG-2/SD,81,82 Eng,Tongfang,,3977 L,tp 104,0,Tongfang,
3977 Ltp 104SE zone0,DVB-S177773/4,2,(feeds),,,34,35,Tongfang,,3977 L,tp 104,0,Tongfang,
3977 Ltp 104SE zone0,DVB-S177773/4,26,(feeds),,,59,57,Tongfang,,3977 L,tp 104,0,Tongfang,
10962 Htp 71Spot 2,DVB-S15507/8,,(feeds),,,,,,N Stanislav111102,10962 H,tp 71,,,
10966 Vtp 61Spot 1,DVB-S28PSK71202/3,,(feeds),,,,,,Roli210828,10966 V,tp 61,,,
11003 Vtp 61Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A230607,11003 V,tp 61,,,
11016 Vtp 61Spot 1,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A160222,11016 V,tp 61,,,
11027 Vtp 61Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A160222,11027 V,tp 61,,,
11045 Htp 72Spot 2,DVB-S21007/8,,(feeds),,,,,,DX Bozóth170505,11045 H,tp 72,,,
11048 Htp 72Spot 2,DVB-S31003/4,,(feeds),,,,,,DX Bozóth090109,11048 H,tp 72,,,
11049 Vtp 62Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie ARoli210417,11049 V,tp 62,,,
11055 Vtp 62Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie ARoli210417,11055 V,tp 62,,,
11063 Vtp 62Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie ARoli210618,11063 V,tp 62,,,
11080 Vtp 62Spot 1,DVB-S28PSK96003/4,,(feeds),,,,,,Jamie A220303,11080 V,tp 62,,,
11080 Htp 72Spot 2,DVB-S11003/4,,(feeds),,,,,,DX Bozóth120229,11080 H,tp 72,,,
11090 Vtp 62Spot 1,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230325,11090 V,tp 62,,,
11096 Vtp 62Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie ARoli220909,11096 V,tp 62,,,
11123 Vtp 63Spot 1,DVB-S28PSK72003/4,,(feeds),,,,,,Roli151203,11123 V,tp 63,,,
11146 Vtp 63Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A151127,11146 V,tp 63,,,
11186 Htp 73Spot 2,DVB-S28PSK35802/3,,(feeds),,,,,,N Stanislav240102,11186 H,tp 73,,,
11461 Vtp 65Spot 1,DVB-S216APSK49902/3,,(feeds),,,,,,Jamie A230403,11461 V,tp 65,,,
11467 Vtp 65Spot 1,DVB-S28PSK50003/4,,(feeds),,,,,,Jamie A230912,11467 V,tp 65,,,
11473 Vtp 65Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie A230221,11473 V,tp 65,,,
11480 Vtp 65Spot 1,DVB-S28PSK49363/4,,(feeds),,,,,,Roli240109,11480 V,tp 65,,,
