Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
11559 HSouth America0,DVB-S28PSK300002/3,,INTV,,,,6.6,ConaxIrdeto,C de Berazategui231110,11559 H,,0,"Conax,Irdeto",
11559 HSouth America0,DVB-S28PSK300002/3,105,Fox Sports 2 Argentina,,MPEG-4/HD,4938,4939 Spa,,,11559 H,,0,,
11599 HSouth America0,DVB-S230000,,INTV,,,,,Conax,C de Berazategui240303,11599 H,,0,Conax,
11599 HSouth America0,DVB-S230000,565,UCL,,MPEG-4/SD,5530,5531 Spa,,,11599 H,,0,,
11639 HSouth America0,DVB-S28PSK300002/3,,INTV,,,,6.6,ConaxIrdeto,Edinho fta231001,11639 H,,0,"Conax,Irdeto",
11639 HSouth America0,DVB-S28PSK300002/3,2,Somos,,MPEG-4/SD,4689,4690 Spa,,,11639 H,,0,,
11639 HSouth America0,DVB-S28PSK300002/3,952,Radio Nacional Argentina,,,,1024,,,11639 H,,0,,
11639 HSouth America0,DVB-S28PSK300002/3,954,Cadena 3,,,,1025,,,11639 H,,0,,
11679 HSouth America0,DVB-S28PSK300002/3,,INTV,,,,6.6,ConaxIrdeto,O Ponce240104,11679 H,,0,"Conax,Irdeto",
11679 HSouth America0,DVB-S28PSK300002/3,50,INTV promo,,MPEG-4/HD,256,257 Spa,,,11679 H,,0,,
11679 HSouth America0,DVB-S28PSK300002/3,950,Mitre,,,,1026 Spa,,,11679 H,,0,,
11679 HSouth America0,DVB-S28PSK300002/3,951,La 100,,,,1027 Spa,,,11679 H,,0,,
11679 VSouth America0,DVB-S28PSK300001/2,,INTV,,,,,Conax,C de Berazategui240330,11679 V,,0,Conax,
11679 VSouth America0,DVB-S28PSK300001/2,6028,América Paraguay,,MPEG-4/HD,7338,7339 Spa,,,11679 V,,0,,
11738 VSouth America,DVB-S27200,,(feeds),,,,,,C de Berazategui211030,11738 V,,,,
11746 VSouth America,DVB-S23710,,(feeds),,,,,,C de Berazategui211030,11746 V,,,,
11750 VSouth America,DVB-S23710,,(feeds),,,,,,C de Berazategui211030,11750 V,,,,
