Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
12224 Rtp 1Conus,DVB-S8PSK215002/3,,Dish USA,,4098-101,,8.1,Nagravision,A Flores200323,12224 R,tp 1,,Nagravision,
12239 Ltp 2Conus,DVB-S8PSK215002/3,,Dish USA,,4098-102,,8.1,Nagravision,A Flores200323,12239 L,tp 2,,Nagravision,
12253 Rtp 3Conus,DVB-S8PSK215002/3,,Dish USA,,4098-103,,8.1,Nagravision,A Flores200712,12253 R,tp 3,,Nagravision,
12268 Ltp 4Conus,DVB-S8PSK215002/3,,Dish USA,,4098-104,,8.1,Nagravision,A Flores200323,12268 L,tp 4,,Nagravision,
12282 Rtp 5Conus,DVB-S8PSK215002/3,,Dish USA,,4098-105,,8.1,Nagravision,A Flores200614,12282 R,tp 5,,Nagravision,
12311 Rtp 7Conus,DVB-S8PSK215002/3,,Dish USA,,4098-107,,8.1,Nagravision,A Flores200323,12311 R,tp 7,,Nagravision,
12326 Ltp 8Conus,DVB-S8PSK215002/3,,Dish USA,,4098-108,,8.1,Nagravision,A Flores200614,12326 L,tp 8,,Nagravision,
12341 Rtp 9Conus,DVB-S8PSK215002/3,,Dish USA,,4098-109,,8.1,Nagravision,A Flores200614,12341 R,tp 9,,Nagravision,
12355 Ltp 10Conus,DVB-S8PSK215002/3,,Dish USA,,4098-110,,8.1,Nagravision,NK220118,12355 L,tp 10,,Nagravision,
12384 Ltp 12Conus,DVB-S8PSK215002/3,,Dish USA,,4098-112,,8.1,Nagravision,A Flores200712,12384 L,tp 12,,Nagravision,
12399 Rtp 13Conus,DVB-S8PSK215002/3,,Dish USA,,4098-113,,8.1,Nagravision,A Flores200323,12399 R,tp 13,,Nagravision,
12414 Ltp 14Conus,DVB-S200007/8,,Dish USA,,4098-114,,7.2,,A Flores200323,12414 L,tp 14,,,
12414 Ltp 14Conus,DVB-S200007/8,9582,[You have a Dish at 61.5° info card],,MPEG-2/SD,,,,,12414 L,tp 14,,,
12428 Rtp 15Conus,DVB-S8PSK215002/3,,Dish USA,,4098-115,,8.1,Nagravision,A Flores200614,12428 R,tp 15,,Nagravision,
12457 Rtp 17Conus,DVB-S8PSK215002/3,,Dish USA,,4098-117,,8.1,Nagravision,A Flores200614,12457 R,tp 17,,Nagravision,
12472 Ltp 18Spot 500,DVB-S8PSK215003/4,,Dish USA,,4098-1008,,,Nagravision,B Eckart150127,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 520,DVB-S8PSK215003/4,,Dish USA,,4098-1518,,,Nagravision,B Eckart150127,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 550,DVB-S8PSK215003/4,,Dish USA,,4098-1018,,,Nagravision,A Flores181121,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 560,DVB-S8PSK215003/4,,Dish USA,,4098-1508,,,Nagravision,B Eckart141019,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 570,DVB-S8PSK215003/4,,Dish USA,,4098-1418,,,Nagravision,B Eckart150107,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 620,DVB-S8PSK215003/4,,Dish USA,,4098-1318,,,Nagravision,B Eckart130204,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 630,DVB-S8PSK215003/4,,Dish USA,,4098-1408,,,Nagravision,B Eckart150127,12472 L,tp 18,0,Nagravision,
12472 Ltp 18Spot 65,DVB-S8PSK215003/4,,Dish USA,,4098-1218,,,Nagravision,A Flores181014,12472 L,tp 18,,Nagravision,
12472 Ltp 18Spot 660,DVB-S8PSK215003/4,,Dish USA,,4098-1308,,,Nagravision,B Eckart140720,12472 L,tp 18,0,Nagravision,
12486 Rtp 19Spot 510,DVB-S8PSK215002/3,,Dish USA,,4098-1519,,8.1,Nagravision,B Eckart141019,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 530,DVB-S8PSK215003/4,,Dish USA,,4098-1509,,,Nagravision,B Eckart130218,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 540,DVB-S8PSK215002/3,,Dish USA,,4098-1499,,8.1,Nagravision,B Eckart150107,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 580,DVB-S8PSK215003/4,,Dish USA,,4098-1419,,,Nagravision,B Eckart140418,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 590,DVB-S8PSK215003/4,,Dish USA,,4098-1599,,,Nagravision,B Eckart140522,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 600,DVB-S8PSK215003/4,,Dish USA,,4098-1119,,,Nagravision,B Eckart150212,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 610,DVB-S8PSK215003/4,,Dish USA,,4098-1409,,,Nagravision,B Eckart131114,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 640,DVB-S8PSK215003/4,,Dish USA,,4098-1319,,,Nagravision,B Eckart141208,12486 R,tp 19,0,Nagravision,
12486 Rtp 19Spot 670,DVB-S8PSK215003/4,,Dish USA,,4098-1309,,,Nagravision,B Eckart130218,12486 R,tp 19,0,Nagravision,
12501 Ltp 20Spot 500,DVB-S8PSK215003/4,,Dish USA,,4098-1080,,,Nagravision,B Eckart140418,12501 L,tp 20,0,Nagravision,
12501 Ltp 20Spot 520,DVB-S8PSK215003/4,,Dish USA,,4098-1520,,,Nagravision,A Flores181121,12501 L,tp 20,0,Nagravision,
12501 Ltp 20Spot 550,DVB-S8PSK215003/4,,Dish USA,,4098-1020,,,Nagravision,A Flores181121,12501 L,tp 20,0,Nagravision,
12501 Ltp 20Spot 560,DVB-S8PSK215003/4,,Dish USA,,4098-1580,,,Nagravision,B Eckart141019,12501 L,tp 20,0,Nagravision,
12501 Ltp 20Spot 620,DVB-S8PSK215003/4,,Dish USA,,4098-1320,,,Nagravision,B Eckart141019,12501 L,tp 20,0,Nagravision,
12501 Ltp 20Spot 630,DVB-S8PSK215003/4,,Dish USA,,4098-1480,,,Nagravision,B Eckart140418,12501 L,tp 20,0,Nagravision,
12501 Ltp 20Spot 660,DVB-S8PSK215003/4,,Dish USA,,4098-1380,,,Nagravision,B Eckart130204,12501 L,tp 20,0,Nagravision,
12516 Rtp 21Spot 510,DVB-S8PSK215003/4,,Dish USA,,4098-1521,,,Nagravision,B Eckart141019,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 530,DVB-S8PSK215003/4,,Dish USA,,4098-1571,,,Nagravision,B Eckart140508,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 540,DVB-S8PSK215002/3,,Dish USA,,4098-1491,,8.1,Nagravision,A Flores200331,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 580,DVB-S8PSK215003/4,,Dish USA,,4098-1421,,,Nagravision,A Flores181121,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 590,DVB-S8PSK215003/4,,Dish USA,,4098-1591,,,Nagravision,A Flores181121,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 600,DVB-S8PSK215003/4,,Dish USA,,4098-1121,,,Nagravision,B Eckart150129,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 610,DVB-S8PSK215002/3,,Dish USA,,4098-1471,,8.1,Nagravision,B Eckart141019,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 640,DVB-S8PSK215003/4,,Dish USA,,4098-1321,,,Nagravision,B Eckart130204,12516 R,tp 21,0,Nagravision,
12516 Rtp 21Spot 670,DVB-S8PSK215003/4,,Dish USA,,4098-1371,,,Nagravision,A Flores181121,12516 R,tp 21,0,Nagravision,
12530 Ltp 22Spot 20,DVB-S8PSK215003/4,,Dish USA,,4098-1022,,,Nagravision,B Eckart130214,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 40,DVB-S8PSK215003/4,,Dish USA,,4098-1322,,,Nagravision,B Eckart130412,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 50,DVB-S8PSK215002/3,,Dish USA,,4098-1522,,8.1,Nagravision,A Flores181121,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 80,DVB-S8PSK215002/3,,Dish USA,,4098-1482,,8.1,Nagravision,B Eckart130926,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 90,DVB-S8PSK215003/4,,Dish USA,,4098-1582,,,Nagravision,B Eckart140418,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 110,DVB-S8PSK215003/4,,Dish USA,,4098-1422,,,Nagravision,B Eckart150111,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 130,DVB-S8PSK215003/4,,Dish USA,,4098-1082,,,Nagravision,B Eckart130204,12530 L,tp 22,0,Nagravision,
12530 Ltp 22Spot 150,DVB-S8PSK215003/4,,Dish USA,,4098-1382,,,Nagravision,B Eckart131111,12530 L,tp 22,0,Nagravision,
12545 Rtp 23Spot 30,DVB-S8PSK215003/4,,Dish USA,,4098-1573,,,Nagravision,B Eckart150313,12545 R,tp 23,0,Nagravision,
12545 Rtp 23Spot 60,DVB-S8PSK215003/4,,Dish USA,,4098-1473,,,Nagravision,B Eckart140508,12545 R,tp 23,0,Nagravision,
