Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3711 Htp 1C,DVB-S62503/4,,DD Meghalaya,,,,5.5,,DX Bozóth210410,3711 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Meghalaya.html
3711 Htp 1C,DVB-S62503/4,1,DD Meghalaya,,MPEG-2/SD,257,258,,,3711 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Meghalaya.html
3711 Htp 1C,DVB-S62503/4,2,(DD Meghalaya feeds),,,513,514,,,3711 H,tp 1,,,
3721 Htp 1C,DVB-S62503/4,,DD Mizoram,,,,5.5,,DX Bozóth210410,3721 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Mizoram.html
3721 Htp 1C,DVB-S62503/4,2,DD Mizoram,,MPEG-2/SD,513,514,,,3721 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Mizoram.html
3721 Htp 1C,DVB-S62503/4,1,(DD Mizoram feeds),,,257,258,,,3721 H,tp 1,,,
3728 Htp 1C,DVB-S42503/4,1,DD Tripura,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth210410,3728 H,tp 1,,,
3734 Htp 1C,DVB-S42503/4,1,DD Arun Prabha,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth210410,3734 H,tp 1,,,
3740 Htp 1C,DVB-S42503/4,1,DD Nagaland,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth210410,3740 H,tp 1,,,
3750 Htp 2C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth230426,3750 H,tp 2,,,
3756 Htp 2C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth240129,3756 H,tp 2,,,
3762 Htp 2C,DVB-S38003/4,,(DD feeds),,,,,,DX Bozóth210121,3762 H,tp 2,,,
3768 Htp 2C,DVB-S28PSK30003/4,,(DD feeds),,,,,,DX Bozóth200311,3768 H,tp 2,,,
3774 Htp 2C,DVB-S42503/4,,(DD feeds),,,,,,Bulek Sps200414,3774 H,tp 2,,,
3780 Htp 2C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth220908,3780 H,tp 2,,,
3790 Htp 3C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth220908,3790 H,tp 3,,,
3797 Htp 3C,DVB-S29003/4,,(DD feeds),,,,,,DX Bozóth200508,3797 H,tp 3,,,
3808 Htp 3C,DVB-S28PSK42503/4,,(DD feeds),,,,,,DX Bozóth240129,3808 H,tp 3,,,
3820 Htp 3C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth240129,3820 H,tp 3,,,
3834 Htp 4C,DVB-S28PSK29003/4,,(DD feeds),,,,,,DX Bozóth210122,3834 H,tp 4,,,
3854 Htp 4C,DVB-S38003/4,,(DD feeds),,,,,,DX Bozóth210122,3854 H,tp 4,,,
4003 Htp 8C,DVB-S28PSK29003/4,,(DD feeds),,,,,,DX Bozóth200308,4003 H,tp 8,,,
4043 Htp 9C,DVB-S28PSK29003/4,,(DD feeds),,,,,,DX Bozóth190510,4043 H,tp 9,,,
4110 Htp 11C,DVB-S42503/4,,(DD feeds),,,,,,DX Bozóth180430,4110 H,tp 11,,,
3814 Htp 3C,DVB-S28PSK38003/4,,(feeds),,,,,,DX Bozóth210410,3814 H,tp 3,,,
4014 Htp 8C,DVB-S28PSK54003/4,,(feeds),,,,,,DX Bozóth200731,4014 H,tp 8,,,
4134 Htp 11C,DVB-S28PSK42503/4,,(feeds),,,,,,N Stanislav231217,4134 H,tp 11,,,
3830 Htp 4C,DVB-S33303/4,1,DD Bihar,,1-1MPEG-2/SD,512,5.5 650 Hin,,DX Bozóth200512,3830 H,tp 4,,,
3840 Htp 4C,DVB-S62503/4,,DD Assam,,0-1,,5.5,,DX Bozóth200508,3840 H,tp 4,,,https://www.lyngsat.com/providers/in/DD-Assam.html
3840 Htp 4C,DVB-S62503/4,1,DD Assam,,MPEG-2/SD,257,258 Asm,,,3840 H,tp 4,,,https://www.lyngsat.com/providers/in/DD-Assam.html
3840 Htp 4C,DVB-S62503/4,2,(DD Assam feeds),,,513,514,,,3840 H,tp 4,,,
3848 Htp 4C,DVB-S42503/4,,DD Assamese,,,,5.5,,DX Bozóth190518,3848 H,tp 4,,,https://www.lyngsat.com/providers/in/DD-Assamese.html
3848 Htp 4C,DVB-S42503/4,1,DD Assamese,,MPEG-2/SD,512,4112 Asm,,,3848 H,tp 4,,,https://www.lyngsat.com/providers/in/DD-Assamese.html
3848 Htp 4C,DVB-S42503/4,2,(DD Assamese feeds),,,513,4114,,,3848 H,tp 4,,,
3860 Htp 4C,DVB-S42503/4,1,DD Goa,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth231217,3860 H,tp 4,,,
3925 Htp 6C,DVB-S275003/4,,Doordarshan,,45-45,,5.5,,N Stanislav240323,3925 H,tp 6,,,https://www.lyngsat.com/providers/in/Doordarshan.html
3925 Htp 6C,DVB-S275003/4,1,DD National,,MPEG-2/SD,2304,2305 Hin,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,2,DD News,,MPEG-2/SD,2306,2307 Hin,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,3,DD India,,MPEG-2/SD,2308,2309 Hin,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,4,DD Bharati,,MPEG-2/SD,2310,2311 Hin,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,5,DD Bangla,,MPEG-4/SD,2312,2313 Ben,,,3925 H,tp 6,,,https://www.lyngsat.com/providers/in/DD-Bangla.html
3952 Htp 7C,DVB-S62503/4,,DD Bangla,,,,5.5,,DX Bozóth200514,3952 H,tp 7,,,https://www.lyngsat.com/providers/in/DD-Bangla.html
3952 Htp 7C,DVB-S62503/4,7,DD Bangla,,MPEG-2/SD,4470,4670 Ben,,,3952 H,tp 7,,,https://www.lyngsat.com/providers/in/DD-Bangla.html
3925 Htp 6C,DVB-S275003/4,6,DD Tamil,,MPEG-2/SD,2314,2315 Tam,,,3925 H,tp 6,,,https://www.lyngsat.com/providers/in/DD-Tamil.html
4051 Htp 9C,DVB-S86003/4,,DD Tamil,,1-1,,5.5,,DX Bozóth200514,4051 H,tp 9,,,https://www.lyngsat.com/providers/in/DD-Tamil.html
4051 Htp 9C,DVB-S86003/4,1,DD Tamil,,MPEG-2/SD,4420,4620 Tam,,,4051 H,tp 9,,,https://www.lyngsat.com/providers/in/DD-Tamil.html
3925 Htp 6C,DVB-S275003/4,7,DD Yadagiri,,MPEG-2/SD,2316,2317 Tel,,,3925 H,tp 6,,,
4040 Htp 9C,DVB-S33303/4,1,DD Yadagiri,,?-?MPEG-2/SD,33,5.5  34 Tel,,DX Bozóth230326,4040 H,tp 9,,,
3925 Htp 6C,DVB-S275003/4,8,[DD Port Blair test card],,MPEG-4/SD,2326,2319,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,9,DD Malayalam,,MPEG-2/SD,2320,2321 Mal,,,3925 H,tp 6,,,https://www.lyngsat.com/providers/in/DD-Malayalam.html
4032 Htp 9C,DVB-S62503/4,,DD Malayalam,,,,5.5,,T K Aggarwal151212,4032 H,tp 9,,,https://www.lyngsat.com/providers/in/DD-Malayalam.html
4032 Htp 9C,DVB-S62503/4,3,DD Malayalam,,MPEG-2/SD,4430,4630 Mal,,,4032 H,tp 9,,,https://www.lyngsat.com/providers/in/DD-Malayalam.html
3925 Htp 6C,DVB-S275003/4,10,DD Urdu,,MPEG-2/SD,2322,2323 Urd,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,12,AIR Vividh Bharati,,,,1612,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,13,AIR FM Rainbow Delhi,,,,1613,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,14,AIR Hindi,,,,1614 Hin,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,15,AIR Tamil,,,,1615 Tam,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,16,AIR Bangla,,,,1616 Ben,,,3925 H,tp 6,,,
3925 Htp 6C,DVB-S275003/4,17,AIR Port Blair,,,,1617,,,3925 H,tp 6,,,
3952 Htp 7C,DVB-S62503/4,71,(DD Bangla feeds),,,513,660,,,3952 H,tp 7,,,
3960 Htp 7C,DVB-S62503/4,,DD Punjabi,,65525-1,,5.5,,DX Bozóth200514,3960 H,tp 7,,,https://www.lyngsat.com/providers/in/DD-Punjabi.html
3960 Htp 7C,DVB-S62503/4,8,DD Punjabi,,MPEG-2/SD,4480,4680 Pan,,,3960 H,tp 7,,,https://www.lyngsat.com/providers/in/DD-Punjabi.html
3960 Htp 7C,DVB-S62503/4,9,(DD Punjab feeds),,,513,660,,,3960 H,tp 7,,,
3970 Htp 7C,DVB-S62503/4,,DD Girnar,,,,5.5,,T K Aggarwal151212,3970 H,tp 7,,,https://www.lyngsat.com/providers/in/DD-Girnar.html
3970 Htp 7C,DVB-S62503/4,5,DD Girnar,,MPEG-2/SD,4450,465. Guj,,,3970 H,tp 7,,,https://www.lyngsat.com/providers/in/DD-Girnar.html
3970 Htp 7C,DVB-S62503/4,51,(DD Girnar feeds),,,4451,4651,,,3970 H,tp 7,,,
3976 Htp 7C,DVB-S33303/4,1,DD Chandana,,?-?MPEG-2/SD,4410,5.54610 Kan,,DX Bozóth200514,3976 H,tp 7,,,
3981 Htp 7C,DVB-S28PSK29003/4,,(DD Chandana feeds),,,,,,DX Bozóth190510,3981 H,tp 7,,,
3992 Htp 8C,DVB-S62503/4,,DD Odia,,,,5.5,,DX Bozóth200514,3992 H,tp 8,,,https://www.lyngsat.com/providers/in/DD-Odia.html
3992 Htp 8C,DVB-S62503/4,6,DD Odia,,MPEG-2/SD,4460,4660 Ori,,,3992 H,tp 8,,,https://www.lyngsat.com/providers/in/DD-Odia.html
3992 Htp 8C,DVB-S62503/4,55,(DD Odia feeds),,,513,660,,,3992 H,tp 8,,,
4000 Htp 8C,DVB-S33303/4,1,DD Kashir,,?-?MPEG-2/SD,4741,5.5  34,,Anonymous200209,4000 H,tp 8,,,
4008 Htp 8C,DVB-S33303/4,10,DD Sahyadri,,?-?MPEG-2/SD,257,5.5 258 Mar,,DX Bozóth210213,4008 H,tp 8,,,
4020 Htp 8C,DVB-S42503/4,,DD Jalpaiguri,,MPEG-2/SD,308,5.5 256,,Gopalan231014,4020 H,tp 8,,,
4032 Htp 9C,DVB-S62503/4,103,(DD Malayalam feeds),,,513,660,,,4032 H,tp 9,,,
4051 Htp 9C,DVB-S86003/4,51,DD Puducherry,,MPEG-2/SD,513,660 Tam,,,4051 H,tp 9,,,
4051 Htp 9C,DVB-S86003/4,52,(DD Tamil feeds),,,514,670,,,4051 H,tp 9,,,
4060 Htp 9C,DVB-S42503/4,1,DD Saptagiri,,?-?MPEG-2/SD,308,5.5 256 Tel,,DX Bozóth200514,4060 H,tp 9,,,
4072 Htp 10C,DVB-S62503/4,,DD Himachal Pradesh,,,,5.5,,DX Bozóth180430,4072 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Himachal-Pradesh.html
4072 Htp 10C,DVB-S62503/4,182,DD Himachal Pradesh,,MPEG-2/SD,4520,4720,,,4072 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Himachal-Pradesh.html
4072 Htp 10C,DVB-S62503/4,181,(DD Himachal Pradesh feeds),,,4521,4721,,,4072 H,tp 10,,,
4074 VC,DVB-S28PSK125008/9,,ITV Network,,,,10.7,,N Stanislav240323,4074 V,,,,https://www.lyngsat.com/providers/in/ITV-Network.html
4074 VC,DVB-S28PSK125008/9,1,India News Haryana,,MPEG-4/SD,611,631 Hin,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,2,India News Rajasthan,,MPEG-4/SD,711,731,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,3,India News,,MPEG-4/SD,811,832,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,6,India News Uttar Pradesh,,MPEG-4/SD,1011,1031 Hin,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,7,India News Madhya Pradesh/Chhattisgarh,,MPEG-4/SD,1111,1131 Hin,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,8,News X,,MPEG-4/SD,1211,1231 Eng,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,10,Power TV (India),,MPEG-4/SD,3021,3022 Kan,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,14,India News Business,,MPEG-4/SD,1423,1422,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,15,Gulistan News,,MPEG-4/SD,1523,1522 Pan,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,18,India News Punjab,,MPEG-4/SD,1823,1822 Pan,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,19,India News Gujarati,,MPEG-4/SD,1922,1923 Guj,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,20,News Capital Gujarat,,MPEG-4/SD,2011,2010 Guj,,new,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,22,News X World,,MPEG-4/SD,2223,2222,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,24,Janta TV,,MPEG-4/SD,2423,2422 Hin,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,26,News World,,MPEG-4/SD,2623,2622,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,29,Asian News,,MPEG-4/SD,2941,2940,,,4074 V,,,,
4074 VC,DVB-S28PSK125008/9,30,India News Bangla,,MPEG-4/SD,3012,3010 Ben,,,4074 V,,,,
4080 Htp 10C,DVB-S62503/4,,DD Rajasthan,,200-100,,5.5,,DX Bozóth220904,4080 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Rajasthan.html
4080 Htp 10C,DVB-S62503/4,14,DD Rajasthan,,MPEG-2/SD,4550,4750 Hin,,,4080 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Rajasthan.html
4080 Htp 10C,DVB-S62503/4,19,(DD Rajasthan feeds),,,4540,4740,,,4080 H,tp 10,,,
4090 Htp 10C,DVB-S62503/4,,DD Madhya Pradesh,,1-0,,5.5,,DX Bozóth230327,4090 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Madhya-Pradesh.html
4090 Htp 10C,DVB-S62503/4,17,DD Madhya Pradesh,,MPEG-2/SD,4530,4730 Hin,,,4090 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Madhya-Pradesh.html
4090 Htp 10C,DVB-S62503/4,171,(DD Madhya Pradesh feeds),,,4531,4128,,,4090 H,tp 10,,,
4098 Htp 10C,DVB-S62503/4,,DD Uttar Pradesh,,1-0,,5.5,,DX Bozóth240228,4098 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Uttar-Pradesh.html
4098 Htp 10C,DVB-S62503/4,1,DD Uttar Pradesh,,MPEG-2/SD,4540,4740 Hin,,,4098 H,tp 10,,,https://www.lyngsat.com/providers/in/DD-Uttar-Pradesh.html
4098 Htp 10C,DVB-S62503/4,2,(DD Uttar Pradesh feeds),,,4541,4741,,,4098 H,tp 10,,,
4116 Htp 11C,DVB-S42503/4,1,DD Manipur,,?-?MPEG-2/SD,308,5.5 256,,Bulek Sps180510,4116 H,tp 11,,,
4122 Htp 11C,DVB-S42503/4,1,DD Sikkim,,?-?MPEG-2/SD,308,5.5 256,,Bulek Sps180220,4122 H,tp 11,,,
4128 Htp 11C,DVB-S42503/4,1,DD Jammu,,?-?MPEG-2/SD,512,5.5 650 Hin,,DX Bozóth240228,4128 H,tp 11,,,
4149 Htp 12C,DVB-S40003/4,1,RTA,,?-?MPEG-2/SD,308,5.5 650 Per,,N Stanislav220917,4149 H,tp 12,,,
4149 Htp 12C,DVB-S40003/4,2,Afghanistan National Radio,,,,652 Per,,,4149 H,tp 12,,,
4160 Htp 12C,DVB-S28PSK84443/4,,,,,,7.9,,N Stanislav240323,4160 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,,,,,,9.4,,N Stanislav231217,4176 H,tp 12,,,
4160 Htp 12C,DVB-S28PSK84443/4,1,Popcorn Movies,,MPEG-4/SD,101,102 Pan,,,4160 H,tp 12,,,
4160 Htp 12C,DVB-S28PSK84443/4,2,Swara Sagar,,MPEG-4/SD,201,202 Tel,,,4160 H,tp 12,,,
4160 Htp 12C,DVB-S28PSK84443/4,8,Grace TV (India),,MPEG-4/SD,801,802 Eng,,,4160 H,tp 12,,,
4160 Htp 12C,DVB-S28PSK84443/4,9,Studio N News,,MPEG-4/SD,901,902 Tel,,,4160 H,tp 12,,,
4160 Htp 12C,DVB-S28PSK84443/4,10,Vistaar News,,MPEG-4/SD,1001,1002,,,4160 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,1,Sanskriti 24x7,,MPEG-4/SD,1001,1002,,,4176 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,2,Sadhna News Madhya Pradesh/Chhattisgarh,,MPEG-4/SD,2001,2002 Hin,,,4176 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,3,Living India News,,MPEG-4/SD,3001,30.2 Pan,,,4176 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,4,Vip News,,MPEG-4/SD,4001,4002 Hin,,,4176 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,5,World Punjabi,,MPEG-4/SD,5001,5002 Pan,,,4176 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,6,AMV Network,,MPEG-4/SD,6001,6002,,,4176 H,tp 12,,,
4176 Htp 12C,DVB-S28PSK136005/6,7,FM News,,MPEG-4/SD,7001,7002,,,4176 H,tp 12,,,
