Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
12073 HEurope50,DVB-S28PSK300002/3,,Neosat,,3-26,,6.6,BulcryptConax,M Al-Taie240117,12073 H,,50,"Bulcrypt,Conax",
12073 HEurope50,DVB-S28PSK300002/3,618,Radio N-Joy,,,,2091 Bul,,,12073 H,,50,,
12073 HEurope50,DVB-S28PSK300002/3,619,Radio Z-Rock,,,,2096 Bul,,,12073 H,,50,,
12073 HEurope50,DVB-S28PSK300002/3,620,Radio Veselina,,,,2101 Bul,,,12073 H,,50,,
12092 VEurope50,DVB-S28PSK300002/3,,Neosat,,3-25,,6.6,BulcryptConax,M Al-TaieWellikan230117,12092 V,,50,"Bulcrypt,Conax",
12092 VEurope50,DVB-S28PSK300002/3,597,Radio Veronika,,,,1986 Bul,,,12092 V,,50,,
12092 VEurope50,DVB-S28PSK300002/3,598,The Voice Bulgaria,,,,1991 Bul,,,12092 V,,50,,
12092 VEurope50,DVB-S28PSK300002/3,599,Magic FM (Bulgaria),,,,1996 Bul,,,12092 V,,50,,
12149 HEurope50,DVB-S28PSK300002/3,,Neosat,,3-23,,6.6,BulcryptConax,M Al-Taie240129,12149 H,,50,"Bulcrypt,Conax",
12149 HEurope50,DVB-S28PSK300002/3,522,ERT World,,HEVC,1610,1611 Gre,,,12149 H,,50,,
12149 HEurope50,DVB-S28PSK300002/3,530,TRT World,,MPEG-4/SD,1650,1651 Eng,,,12149 H,,50,,
12149 HEurope50,DVB-S28PSK300002/3,533,Freedom,,MPEG-4/SD,1665,1666 Rus,,,12149 H,,50,,
12149 HEurope50,DVB-S28PSK300002/3,534,Kanal 3,,MPEG-4/SD,1670,1671 Bul,,,12149 H,,50,,
12149 HEurope50,DVB-S28PSK300002/3,538,Radio 1 (Bulgaria),,,,1691 Bul,,,12149 H,,50,,
12169 VEurope50,DVB-S28PSK300002/3,,Neosat,,3-24,,6.6,BulcryptConax,M Al-Taie231023,12169 V,,50,"Bulcrypt,Conax",
12169 VEurope50,DVB-S28PSK300002/3,540,TVR International,,HEVC/SD,1700,1701 Rum,,,12169 V,,50,,
12169 VEurope50,DVB-S28PSK300002/3,546,Epic Drama,,HEVC/HD,1730,1733 Bul,,,12169 V,,50,,
12169 VEurope50,DVB-S28PSK300002/3,566,Radio 1 (Bulgaria),,,,1831 Bul,,,12169 V,,50,,
12169 VEurope50,DVB-S28PSK300002/3,567,BG Radio,,,,1836 Bul,,,12169 V,,50,,
12169 VEurope50,DVB-S28PSK300002/3,568,Eparkhiiski Glas,,,,1841 Bul,,,12169 V,,50,,
12169 VEurope50,DVB-S28PSK300002/3,569,BNR Horizont,,,,1846 Bul,,,12169 V,,50,,
12169 VEurope50,DVB-S28PSK300002/3,570,Darik Radio,,,,1851 Bul,,,12169 V,,50,,
12188 HEurope50,DVB-S28PSK300002/3,,Neosat,,3-12,,6.6,BulcryptConax,P Jonson240122,12188 H,,50,"Bulcrypt,Conax",
12207 VEurope50,DVB-S28PSK300002/3,,Neosat,,3-21,,6.6,BulcryptConax,Filip 2002240304,12207 V,,50,"Bulcrypt,Conax",
12207 VEurope50,DVB-S28PSK300002/3,260,Evrokom,,MPEG-4/HD,1300,1301 Bul,,,12207 V,,50,,
12207 VEurope50,DVB-S28PSK300002/3,263,Fen Folk,,MPEG-4/SD,1315,1316 Bul,,,12207 V,,50,,
