Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
4126 Ltp CG1Global,DVB-S2QPSK110001/2,,American Forces Network,,18-101,,1.0,PowerVuVerimatrix,Onacila210202,4126 L,tp CG1,,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html
4126 Ltp CG1Global,DVB-S2QPSK110001/2,302,AFN Prime Atlantic,,MPEG-4/SD,2160,2120 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,303,AFN News,,MPEG-4/SD,2260,2220 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,304,AFN Sports,,MPEG-4/SD,2360,2320 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,305,AFN Sports 2,,MPEG-4/SD,2370,2330 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,320,AFN The Eagle Atlantic,,,,2720 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,321,AFN The Voice,,,,2520 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,322,AFN Music Service 1,,,,2420 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4126 Ltp CG1Global,DVB-S2QPSK110001/2,323,AFN Music Service 2,,,,2620 Eng,PowerVuVerimatrix,,4126 L,tp CG1,,"PowerVu,Verimatrix",
4132 Rtp CG2Global,DVB-S2QPSK300003/4,,Anuvu,,100-1,,4.0,PowerVu,M Al-Taie230923,4132 R,tp CG2,,PowerVu,https://www.lyngsat.com/providers/us/Anuvu.html
4132 Rtp CG2Global,DVB-S2QPSK300003/4,100,[MTN info card],,MPEG-4/SD,6177,6178 Eng,,,4132 R,tp CG2,,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,101,MTN Special Events,,MPEG-4/HD,4897,4898 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,200,MTN Special Events,,MPEG-4/SD,4401,4402 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,102,MSNBC International,,MPEG-4/SD,4129,4130 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,103,Fox News Channel,,MPEG-4/SD,4385,4386 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,104,CNBC US,,MPEG-4/SD,4641,4642 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,105,Sky News International,,MPEG-4/SD,5153,5154 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,106,BBC News,,MPEG-4/SD,5409,5410 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,107,Prime Journey,,MPEG-4/SD,5665,5666 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,108,Sky Sports News UK,,MPEG-4/SD,5921,5922 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,109,Sport 24,,MPEG-4/HD,6433,6434 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,110,Prime One,,MPEG-4/SD,6945,6946 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,111,Sport 24 Extra,,MPEG-4/SD,7201,7202,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,112,RTL Deutschland,,MPEG-4/SD,6689,6690 Ger,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,113,Sky News Australia,,MPEG-4/SD,7457,7458 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,115,TFC Asia-Pacific,,MPEG-4/SD,7969,7970,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,116,Prime Favorites,,MPEG-4/SD,4145,4146,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,117,BBC HD,,MPEG-4/HD,4657,4658 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,118,TVE Internacional Asia,,MPEG-4/SD,4913,4914 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,119,Canal 24 Horas,,MPEG-4/SD,5169,5170 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,120,Australian Comedy & Drama Channel,,MPEG-4/SD,5425,5426 Eng,PowerVu,,4132 R,tp CG2,,PowerVu,
