Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Albert I240331,10732 V,tp 1VB,0,Videoguard,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240109,10772 V,tp 2VB,0,Videoguard,
10812 Vtp 3VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-503,,9.4,Videoguard,Josh231108,10812 V,tp 3VB,0,Videoguard,
10852 Vtp 4VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-504,,9.4,Videoguard,Josh231108,10852 V,tp 4VB,0,Videoguard,
10892 Vtp 5VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-505,,9.4,Videoguard,Josh231108,10892 V,tp 5VB,0,Videoguard,
10932 Vtp 6VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-506,,9.4,Videoguard,Anonymous231012,10932 V,tp 6VB,0,Videoguard,
11775 Vtp 8VBMalaysia0,DVB-S28PSK300003/4,,Astro,,2176-302,,7.9,Videoguard,Josh221030,11775 V,tp 8VB,0,Videoguard,
11895 Vtp 11VBMalaysia0,DVB-S28PSK300003/4,,Astro,,2176-305,,7.9,Videoguard,Josh230823,11895 V,tp 11VB,0,Videoguard,
12276 Htp 13KHSouth Asia,DVB-S28PSK340003/4,,Sun Direct,,18-21,,7.9,Irdeto,Robiul221018,12276 H,tp 13KH,,Irdeto,
12316 Htp 14KHSouth Asia,DVB-S300005/6,,Sun Direct,,18-11,,6.5,Irdeto,DX Bozóth221224,12316 H,tp 14KH,,Irdeto,
12316 Htp 14KHSouth Asia,DVB-S300005/6,21,Sun Direct promo,,MPEG-4/SD,94,90,,,12316 H,tp 14KH,,,
12436 Htp 17KHSouth Asia,DVB-S320003/4,,Sun Direct,,,,5.5,Irdeto,DX Bozóth221224,12436 H,tp 17KH,,Irdeto,
12436 VSouth Asia,DVB-S28PSK320003/4,,Sun Direct,,18-22,,7.9,Irdeto,M Shetty240330,12436 V,,,Irdeto,
12476 Htp 18KHSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth221228,12476 H,tp 18KH,,Irdeto,
12523 Vtp 7KVSouth Asia,DVB-S28PSK320003/4,,Sun Direct,,,,7.9,Irdeto,Robiul221018,12523 V,tp 7KV,,Irdeto,
12563 Vtp 8KVSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth230404,12563 V,tp 8KV,,Irdeto,
12563 HIndonesia,DVB-S28PSK310002/3,,K Vision,,,,6.6,ConaxNeotion SHL,Albert I240229,12563 H,,,"Conax,Neotion SHL",
12563 HIndonesia,DVB-S28PSK310002/3,44,On Channel,,MPEG-4/SD,1794,1792 Ind,,,12563 H,,,,
12603 Vtp 9KVSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth230322,12603 V,tp 9KV,,Irdeto,
12603 VIndonesia,DVB-S28PSK300003/5,,Transvision,,1-9,,5.5,IrdetoStreamGuard,Albert I240312,12603 V,,,"Irdeto,StreamGuard",
12603 VIndonesia,DVB-S28PSK300003/5,1204,Dunia Lain,,MPEG-4/SD,211,212 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1205,Eat N Go,,MPEG-4/HD,215,216 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1211,Bioskop Indonesia,,MPEG-4/SD,232,233 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1212,!nsert,,MPEG-4/SD,235,236 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1214,Khazanah,,MPEG-4/SD,241,242 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1215,Dunia Anak,,MPEG-4/SD,244,245 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1240,Lingua Channel,,MPEG-4/SD,482,483 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1404,Al-Bahjah TV,,MPEG-4/HD,705,706 Ind,,,12603 V,,,,
12603 VIndonesia,DVB-S28PSK300003/5,1406,Riau TV,,MPEG-4/SD,702,703 Ind,,,12603 V,,,,
12603 HIndonesia,DVB-S28PSK300003/5,,Transvision,,1-13,,5.5,IrdetoStreamGuard,Albert I240312,12603 H,,,"Irdeto,StreamGuard",
12603 HIndonesia,DVB-S28PSK300003/5,1405,Nabawi TV,,MPEG-4/HD,714,715 Ind,,,12603 H,,,,
12603 HIndonesia,DVB-S28PSK300003/5,1407,Al Wafa Tarim,,MPEG-4/SD,762,763 Ind,,,12603 H,,,,
12603 HIndonesia,DVB-S28PSK300003/5,1605,Musik Indonesia,,MPEG-4/HD,614,615 Ind,,,12603 H,,,,
12643 Vtp 10KVSouth Asia,DVB-S320005/6,,Sun Direct,,,,6.5,Irdeto,DX Bozóth230322,12643 V,tp 10KV,,Irdeto,
12643 VIndonesia,DVB-S28PSK300003/5,,Transvision,,1-10,,5.5,IrdetoStreamGuard,Albert I240303,12643 V,,,"Irdeto,StreamGuard",
12643 VIndonesia,DVB-S28PSK300003/5,1340,Maleo,,MPEG-4/SD,882,883 Ind,,,12643 V,,,,
12643 VIndonesia,DVB-S28PSK300003/5,1410,GPR TV,,MPEG-4/SD,773,774 Ind,,,12643 V,,,,
12643 HIndonesia,DVB-S28PSK310002/3,,K Vision,,,,6.6,ConaxNeotion SHL,Albert I240201,12643 H,,,"Conax,Neotion SHL",
12643 HIndonesia,DVB-S28PSK310002/3,307,Rajawali TV,,MPEG-4/SD,5383,4615 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,312,TVRI Nasional,,MPEG-4/SD,5394,4626 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,314,Bali TV,,MPEG-4/SD,5396,4628 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,315,JTV (Indonesia),,MPEG-4/SD,5397,4629 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,316,Da Ai TV Indonesia,,MPEG-4/SD,5398,4630 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,319,TV Mu,,MPEG-4/SD,5401,4633 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,320,TV 9 Nusantara,,MPEG-4/SD,5408,4640 Ind,,,12643 H,,,,
12643 HIndonesia,DVB-S28PSK310002/3,325,Quran TV (Saudi Arabia),,MPEG-4/SD,5413,4645 Ara,,,12643 H,,,,
12683 Htp 23KHSouth Asia,DVB-S28PSK320003/4,,Sun Direct,,,,7.9,Irdeto,DX Bozóth221230,12683 H,tp 23KH,,Irdeto,
