Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3712 Vtp 1CAmericas & Europe,DVB-S250002/3,,(feeds),,,,,,Stanley_cassidy200309,3712 V,tp 1C,,,
3721 Vtp 1CAmericas & Europe,DVB-S271203/4,,(feeds),,,,,,Stanley_cassidy200723,3721 V,tp 1C,,,
3730 Vtp 1CAmericas & Europe,DVB-S244203/4,,(feeds),,,,,,Stanley_cassidy200723,3730 V,tp 1C,,,
3739 Htp 2CAmericas & Europe0,DVB-S28PSK300003/4,10,(feeds),,,1001,1002,,,3739 H,tp 2C,0,,
3739 Htp 2CAmericas & Europe0,DVB-S28PSK300003/4,500,(feeds),,,5001,5002,,,3739 H,tp 2C,0,,
3758 Htp 2CAmericas & Europe,DVB-S275002/3,,(feeds),,,,,,Jonali220328,3758 H,tp 2C,,,
3768 Htp 2CAmericas & Europe,DVB-S275002/3,,(feeds),,,,,,Jonali220328,3768 H,tp 2C,,,
3777 Vtp 1CAmericas & Europe,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy200301,3777 V,tp 1C,,,
3810 Vtp 3CAmericas & Europe,DVB-S22001/2,,(feeds),,,,,,Jonali230330,3810 V,tp 3C,,,
3822 Vtp 3CAmericas & Europe,DVB-S28002/3,,(feeds),,,,,,Jonali230331,3822 V,tp 3C,,,
3959 Htp 12CAmericas & Europe,DVB-S28PSK37503/4,,(feeds),,,,,,DX Bozóth200611,3959 H,tp 12C,,,
3969 Htp 12CAmericas & Europe0,DVB-S28PSK75003/4,104,(feeds),,,145,146,,,3969 H,tp 12C,0,,
3979 Htp 12CAmericas & Europe,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy200723,3979 H,tp 12C,,,
3988 Htp 12CAmericas & Europe,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy200216,3988 H,tp 12C,,,
4041 Vtp 15CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali230827,4041 V,tp 15C,,,
4050 Vtp 15CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali230827,4050 V,tp 15C,,,
4060 Vtp 15CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali230917,4060 V,tp 15C,,,
4069 Vtp 15CAmericas & Europe,DVB-S28PSK75002/3,,(feeds),,,,,,DX Bozóth240202,4069 V,tp 15C,,,
4132 Vtp 19CAmericas & Europe,DVB-S29612/3,,(feeds),,,,,,Jonali201212,4132 V,tp 19C,,,
4139 Vtp 19CAmericas & Europe0,DVB-S28PSK100003/4,300,(feeds),,,300,301,,,4139 V,tp 19C,0,,
4149 Htp 20CAmericas & Europe,DVB-S2QPSK72302/5,,(feeds),,,,,,DX Bozóth240202,4149 H,tp 20C,,,
