Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
11216 Vtp C1T10,DVB-S28PSK250003/4,,Allente,,70-27,,7.9,ConaxNagravisionVideoguard,M Al-Taie240305,11216 V,tp C1,0,"Conax,Nagravision,Videoguard",
11229 Htp C2T10,DVB-S28PSK250003/4,,Allente,,70-4,,7.9,ConaxNagravisionVideoguard,O Andersson220113,11229 H,tp C2,0,"Conax,Nagravision,Videoguard",
11247 Vtp C3T10,DVB-S245007/8,,Allente,,70-1,,7.2,ConaxNagravisionVideoguard,Sux200501,11247 V,tp C3,0,"Conax,Nagravision,Videoguard",
11261 Htp C4T10,DVB-S28PSK250003/4,,Allente,,70-33,,7.9,ConaxNagravisionVideoguard,M Al-Taie240305,11261 H,tp C4,0,"Conax,Nagravision,Videoguard",
11278 Vtp C5T10,DVB-S28PSK250003/4,,Allente,,70-3,,7.9,ConaxNagravisionVideoguard,M Al-Taie240305,11278 V,tp C5,0,"Conax,Nagravision,Videoguard",
11293 Htp C6T10,DVB-S28PSK250003/4,,Allente,,70-24,,7.9,ConaxNagravisionVideoguard,D de JongAllente220922,11293 H,tp C6,0,"Conax,Nagravision,Videoguard",
11309 Vtp C7T10,DVB-S28PSK250003/4,,Allente,,70-2,,7.9,ConaxNagravisionVideoguard,M Al-Taie221205,11309 V,tp C7,0,"Conax,Nagravision,Videoguard",
11325 Htp C8T10,DVB-S28PSK250003/4,,Allente,,70-25,,7.9,ConaxNagravisionVideoguard,M Al-Taie240104,11325 H,tp C8,0,"Conax,Nagravision,Videoguard",
11341 Vtp C9T10,DVB-S28PSK250003/4,,Allente,,70-43,,7.9,ConaxNagravisionVideoguard,M Al-Taie240305,11341 V,tp C9,0,"Conax,Nagravision,Videoguard",
11372 Vtp C11T10,DVB-S28PSK250003/4,,Allente,,70-35,,7.9,ConaxNagravisionVideoguard,M Al-Taie221205,11372 V,tp C11,0,"Conax,Nagravision,Videoguard",
11389 Htp C12T10,DVB-S245007/8,,Allente,,70-34,,7.2,,M Al-Taie240311,11389 H,tp C12,0,,
11421 Htp C14T10,DVB-S28PSK250003/4,,Allente,,70-44,,7.9,ConaxNagravisionVideoguard,O Andersson220113,11421 H,tp C14,0,"Conax,Nagravision,Videoguard",
11278 Vtp C5T10,DVB-S28PSK250003/4,7471,SBN International,,MPEG-2/SD,1187,3487 Eng,,new,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1721,DR P2,,,,3521 Dan,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1723,DR P1,,,,3523 Dan,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1738,Bandit Classics,,,,3538 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1739,Svenska Favoriter,,,,3539 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1740,Viasat Classic,,,,3540,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1741,Power Hit Radio (Sweden),,,,3541 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1742,Power Club,,,,3542 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1744,Star FM,,,,3544 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1746,Bandit Rock 106-3,,,,3546 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1751,Lugna Favoriter,,,,3651 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,1787,Rix FM,,,,3647 Swe,,,11278 V,tp C5,0,,
11278 Vtp C5T10,DVB-S28PSK250003/4,7474,DR P3,,,,3332 Dan,,,11278 V,tp C5,0,,
11325 Htp C8T10,DVB-S28PSK250003/4,7289,Freedom,,MPEG-4/SD,1004,3009 Rus,,,11325 H,tp C8,0,,
11389 Htp C12T10,DVB-S245007/8,112,SverigeKanalen,,MPEG-4/SD,1212,3212 Swe,,new,11389 H,tp C12,0,,
11389 Htp C12T10,DVB-S245007/8,7267,Kanal 10 Sverige,,MPEG-4/SD,1367,4267 Swe,,,11389 H,tp C12,0,,
11389 Htp C12T10,DVB-S245007/8,7453,TV Visjon Norge,,MPEG-4/HD,1153,3148 Nor,,,11389 H,tp C12,0,,
11389 Htp C12T10,DVB-S245007/8,7546,Kanal 10 Norge,,MPEG-4/HD,1411,3270 Nor,,,11389 H,tp C12,0,,
