Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3723 Vtp C3VC,DVB-S28PSK37502/3,,(NBT TV feeds),,,,,,Albert I230919,3723 V,tp C3V,,,
3756 Vtp C3VC,DVB-S2QPSK25003/4,,(NBT TV feeds),,,,,,Albert I231212,3756 V,tp C3V,,,
3746 Vtp C3VC,DVB-S2QPSK37503/4,,(feeds),,,,,,Albert I230816,3746 V,tp C3V,,,
3825 Vtp C5VGlobal,DVB-S28PSK48003/4,,(feeds),,,,,,Albert I231119,3825 V,tp C5V,,,
3866 Htp C7HGlobal,DVB-S28PSK71203/4,,(feeds),,,,,,Bulek Sps180411,3866 H,tp C7H,,,
3934 Htp C8HGlobal,DVB-S28PSK72003/4,,(feeds),,,,,,Albert I231212,3934 H,tp C8H,,,
3998 Htp C10HGlobal,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180414,3998 H,tp C10H,,,
3803 Vtp C5VGlobal,DVB-S28PSK25005/6,1,BBTV Channel 7,,1-1MPEG-4/HD,1160,9.41120 Tha1122 Qaa,BISS 1,Albert I230722,3803 V,tp C5V,,BISS 1,
3807 Vtp C5VGlobal,DVB-S28PSK25005/6,1,BBTV Channel 7,,1-1MPEG-4/HD,1160,9.41120 Tha1122 Qaa,BISS 1,Albert I240318,3807 V,tp C5V,,BISS 1,
3862 Vtp C6VGlobal,DVB-S28PSK89103/4,100,4KUniverse,,?-?HEVC/UHD,256,7.9 257 Eng,,C Sutton221022,3862 V,tp C6V,,,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,,Chunghwa Telecom,,,,7.9,Conax,Albert I230822,3971 V,tp C9V,,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,1,SET International,,MPEG-4/HD,3211,3212 Chi,Conax,,3971 V,tp C9V,,Conax,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,2,SET Taiwan,,MPEG-4/HD,3261,3262 Chi,Conax,,3971 V,tp C9V,,Conax,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,3,TVBS Asia,,MPEG-4/HD,163,92 Chi,Conax,,3971 V,tp C9V,,Conax,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,4,TVBS News,,MPEG-4/HD,164,96 Chi,Conax,,3971 V,tp C9V,,Conax,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,,Taiwanese mux,,,,7.9,,C Sutton201217,4070 V,tp C11V,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,313,UCTV,,MPEG-4/SD,3061,3062 Chi,,,4070 V,tp C11V,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,315,CTI TV Asia,,MPEG-4/HD,3071,3072 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,611,FTV News,,MPEG-4/HD,5801,5802 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,627,ET Mall 3,,MPEG-4/HD,5881,5882 Chi,,,4070 V,tp C11V,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,628,ET Mall 5,,MPEG-4/HD,5886,5887 Chi,,,4070 V,tp C11V,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,630,ET Mall 2,,MPEG-4/HD,5896,5897 Chi,,,4070 V,tp C11V,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,631,ET Mall 1,,MPEG-4/HD,5901,5902 Chi,,,4070 V,tp C11V,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,634,Pili TV,,MPEG-4/HD,5916,5917 Chi,Viaccess,,4070 V,tp C11V,,Viaccess,
4120 Htp C13HGlobal,DVB-S28PSK300005/6,,(LaLiga feeds),,,,,,Robiul220814,4120 H,tp C13H,,,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,,AsiaSat,,65535-11,,9.4,Irdeto,Albert I230625,4140 V,tp C13V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,,AsiaSat,,65535-11,,9.4,Irdeto,Albert I230625,4140 V,tp C13V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,,AsiaSat,,65535-3,,9.4,Irdeto,C Sutton240328,4180 V,tp C14V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,,AsiaSat,,65535-3,,9.4,Irdeto,C Sutton240328,4180 V,tp C14V,,Irdeto,https://www.lyngsat.com/providers/hk/AsiaSat.html
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,101,Cinemachi Action,,MPEG-4/HD,2211,2212 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,102,Sportyfy,,MPEG-4/HD,2221,2222 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,103,Cinemachi Xtra,,MPEG-4/HD,2231,.232 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,104,Planet Fun,,MPEG-4/HD,2241,22.2 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,106,Lolly Kids,,MPEG-4/HD,2261,2262 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,107,Cinemachi,,MPEG-4/HD,2271,2272 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,108,Cinemachi Docu,,MPEG-4/HD,2281,2282 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,109,Speed Factor,,MPEG-4/HD,2291,2292 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,110,Party's,,MPEG-4/HD,2301,2302 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,112,Cinemachi Max,,MPEG-4/HD,2321,2322 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,114,Cinemachi Junior,,MPEG-4/HD,2341,2342 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,115,Cinemachi Kids,,MPEG-4/HD,2351,2352 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,116,Wow!,,MPEG-4/HD,2361,2362 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,118,Foodies,,MPEG-4/HD,2381,2382 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,119,Luxe & Life,,MPEG-4/HD,2391,2392 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,120,Flame TV (UK),,MPEG-4/HD,2401,2402 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4140 Vtp C13VGlobal,DVB-S28PSK297205/6,121,Chillayo,,MPEG-4/HD,2411,2412 Eng,Irdeto,,4140 V,tp C13V,,Irdeto,
4156 Htp C14HGlobal,,,,,,,,,C Sutton240201,4156 H,tp C14H,,,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,14,Trace Sport Stars,,MPEG-4/HD,3471,3472 Eng,,,4180 V,tp C14V,,,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,15,Grace TV (India),,MPEG-4/SD,3351,3352 Eng,,,4180 V,tp C14V,,,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,16,Sun TV (Hong Kong),,MPEG-2/SD,3322,3323 Chi,,,4180 V,tp C14V,,,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,25,MATV Film,,MPEG-4/SD,3421,3422 Chi,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,28,Outdoor Channel International,,MPEG-4/HD,3481,3482 Eng3483 Tha3484 Chi,,new,4180 V,tp C14V,,,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,50,TVN Premium Indonesia,,MPEG-4/HD,3381,3382 Kor,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,51,TVN Movies,,MPEG-4/HD,3301,3302 Kor,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,52,TVN Premium,,MPEG-4/HD,3401,3402 Kor3403 Chi,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,55,TVN Asia,,MPEG-4/HD,3331,3332 Eng3333 Chi3334 Ind,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,61,TVB Xing He,,MPEG-4/HD,3361,3362 Chi,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,62,Asian Action Channel,,MPEG-4/HD,3371,3372,Irdeto,,4180 V,tp C14V,,Irdeto,
4180 Vtp C14VGlobal,DVB-S28PSK308305/6,65,TVN Movies Pinoy,,MPEG-4/HD,3441,3442 Tgl3443 Kor,Irdeto,,4180 V,tp C14V,,Irdeto,
11490 VIndonesia,DVB-S2QPSK450005/6,,MYTV Broadcasting,,,,5.2,Irdeto,Josh231012,11490 V,,,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,,Sydney Teleport Services,,65535-?,,2.2,Irdeto,C Sutton220528,12336 V,,0,Irdeto,https://www.lyngsat.com/providers/au/Sydney-Teleport-Services.html
12336 VAustralasia0,DVB-S2QPSK130003/5,3010,NTV (+7h),,MPEG-4/SD,3010,3011 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3020,RTR Planeta,,MPEG-4/SD,3020,3021 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3030,9 Kanal,,MPEG-4/SD,3030,3031 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3040,RTVi Asia,,MPEG-4/SD,3040,3041 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3050,Perviy kanal Europa,,MPEG-4/SD,3050,3051 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3060,TNT International,,MPEG-4/SD,3060,3061 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3070,Perviy kanal,,MPEG-4/SD,3070,3071 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3080,Domashniy,,MPEG-4/SD,3080,3081 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3090,Rossiya 24,,MPEG-4/SD,3090,3091 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3100,5 Kanal,,MPEG-4/SD,3100,3101 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3110,Rossiya K,,MPEG-4/SD,3110,3111 Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3120,[test card],,MPEG-4/SD,3120,3121,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3910,Hit FM (Russia),,,,Rus,Irdeto,,12336 V,,0,Irdeto,
12336 VAustralasia0,DVB-S2QPSK130003/5,3920,Russkoe Radio,,,,Rus,Irdeto,,12336 V,,0,Irdeto,
12415 VAustralasia0,DVB-S400007/8,,MySat,,,,7.2,,C Sutton240325,12415 V,,0,,https://www.lyngsat.com/providers/au/MySat.html
12415 VAustralasia0,DVB-S400007/8,2,Duna World,,MPEG-2/SD,2002,3002 Hun,,new,12415 V,,0,,
