Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
12160 H,DVB-S28PSK300002/3,,TDA,,0-0,,6.6,,N Stanislav220702,12160 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12160 H,DVB-S28PSK300002/3,,TDA,,0-0,,6.6,,N Stanislav220702,12160 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12160 H,DVB-S28PSK300002/3,,TDA,,0-0,,6.6,,N Stanislav220702,12160 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12232 H,DVB-S159103/4,,TDA,,,,5.5,,M Al-Taie210909,12232 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12232 H,DVB-S159103/4,,TDA,,,,5.5,,M Al-Taie210909,12232 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12232 H,DVB-S159103/4,,TDA,,,,5.5,,M Al-Taie210909,12232 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12250 H,DVB-S125103/4,,TDA,,,,5.5,,DX Bozóth200419,12250 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12250 H,DVB-S125103/4,,TDA,,,,5.5,,DX Bozóth200419,12250 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12250 H,DVB-S125103/4,,TDA,,,,5.5,,DX Bozóth200419,12250 H,,,,https://www.lyngsat.com/providers/dz/TDA.html
12160 H,DVB-S28PSK300002/3,1,ENTV,,MPEG-4/HD,513,641 Ara,BISS,,12160 H,,,BISS,
12232 H,DVB-S159103/4,1,ENTV,,MPEG-2/SD,513,641 Ara,BISS,,12232 H,,,BISS,
12160 H,DVB-S28PSK300002/3,2,Canal Algérie 2,,MPEG-4/HD,515,680 Ara,,,12160 H,,,,
12232 H,DVB-S159103/4,2,Canal Algérie 2,,MPEG-2/SD,515,680 Ara,,,12232 H,,,,
12160 H,DVB-S28PSK300002/3,4,TV 4 Amazigh,,MPEG-4/SD,517,660,,,12160 H,,,,
12232 H,DVB-S159103/4,4,TV 4 Amazigh,,MPEG-2/SD,517,660,,,12232 H,,,,
12160 H,DVB-S28PSK300002/3,5,TV 5 Coran,,MPEG-4/SD,516,650 Ara,,,12160 H,,,,
12232 H,DVB-S159103/4,5,TV 5 Coran,,MPEG-2/SD,516,650 Ara,,,12232 H,,,,
12160 H,DVB-S28PSK300002/3,6,TV 6 (Algeria),,MPEG-4/HD,512,640 Ara,,,12160 H,,,,
12232 H,DVB-S159103/4,6,TV 6 (Algeria),,MPEG-2/SD,512,640 Ara,,,12232 H,,,,
12160 H,DVB-S28PSK300002/3,7,TV 7 (Algeria),,MPEG-2/SD,701,702 Ara,,,12160 H,,,,
12160 H,DVB-S28PSK300002/3,8,TV 8 (Algeria),,MPEG-2/SD,801,802 Ara,,,12160 H,,,,
12160 H,DVB-S28PSK300002/3,9,TV 9 (Algeria),,MPEG-4/HD,901,902 Ara,,,12160 H,,,,
12160 H,DVB-S28PSK300002/3,20,RASD TV,,MPEG-2/SD,520,.20 Ara,,,12160 H,,,,
12160 H,DVB-S28PSK300002/3,25,Thalitha A3,,MPEG-4/HD,101,110 Ara,,,12160 H,,,,
12232 H,DVB-S159103/4,3,Thalitha A3,,MPEG-2/SD,514,670 Ara,,,12232 H,,,,
12250 H,DVB-S125103/4,6,Radio Décrochage,,,,651,,,12250 H,,,,
12250 H,DVB-S125103/4,7,Chaîne 2,,,,661 Ber,,,12250 H,,,,
12250 H,DVB-S125103/4,8,Chaîne 3,,,,671 Fre,,,12250 H,,,,
12250 H,DVB-S125103/4,9,Radio Sahel,,,,681 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,10,Radio Ouargla,,,,652 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,11,Radio Tamanrasset,,,,662 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,12,Radio Béchar,,,,672,,,12250 H,,,,
12250 H,DVB-S125103/4,13,Radio Tlemcen,,,,682,,,12250 H,,,,
12250 H,DVB-S125103/4,14,Radio Adrar,,,,653 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,15,Radio Ghardaïa,,,,663 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,16,Radio Illizi,,,,673,,,12250 H,,,,
12250 H,DVB-S125103/4,17,Radio Algérie Internationale,,,,683 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,18,Radio El Oued,,,,654,,,12250 H,,,,
12250 H,DVB-S125103/4,19,Radio Tindouf,,,,664 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,20,Radio Batna,,,,674,,,12250 H,,,,
12250 H,DVB-S125103/4,21,Radio Jijel,,,,684,,,12250 H,,,,
12250 H,DVB-S125103/4,22,Radio Souk Ahras,,,,655 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,23,Radio Laghouat,,,,665,,,12250 H,,,,
12250 H,DVB-S125103/4,24,Radio Naâma,,,,675,,,12250 H,,,,
12250 H,DVB-S125103/4,25,Chaîne 1,,,,685 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,29,Radio Blida,,,,621,,,12250 H,,,,
12250 H,DVB-S125103/4,30,Radio El Tarf,,,,631 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,31,Radio Médéa,,,,691,,,12250 H,,,,
12250 H,DVB-S125103/4,32,Radio Mila,,,,611,,,12250 H,,,,
12250 H,DVB-S125103/4,33,Radio Saïda,,,,622,,,12250 H,,,,
12250 H,DVB-S125103/4,34,Radio Skikda,,,,632,,,12250 H,,,,
12250 H,DVB-S125103/4,35,Radio Mascara,,,,692,,,12250 H,,,,
12250 H,DVB-S125103/4,36,Radio Guelma,,,,612,,,12250 H,,,,
12250 H,DVB-S125103/4,37,Radio Aïn Témouchent,,,,623,,,12250 H,,,,
12250 H,DVB-S125103/4,38,Radio Khenchela,,,,633,,,12250 H,,,,
12250 H,DVB-S125103/4,39,Radio Béjaïa,,,,693,,,12250 H,,,,
12250 H,DVB-S125103/4,40,Radio Bouira,,,,613,,,12250 H,,,,
12250 H,DVB-S125103/4,41,Radio Relizane,,,,624,,,12250 H,,,,
12250 H,DVB-S125103/4,42,Radio Annaba,,,,634,,,12250 H,,,,
12250 H,DVB-S125103/4,43,Radio Tizi Ouzou,,,,694,,,12250 H,,,,
12250 H,DVB-S125103/4,44,Radio Tissemsilt,,,,614,,,12250 H,,,,
12250 H,DVB-S125103/4,45,Radio El Bayadh,,,,625,,,12250 H,,,,
12250 H,DVB-S125103/4,46,Radio Tebessa,,,,635,,,12250 H,,,,
12250 H,DVB-S125103/4,47,Radio Djelfa,,,,695,,,12250 H,,,,
12250 H,DVB-S125103/4,48,Radio Aïn Defla,,,,615,,,12250 H,,,,
12250 H,DVB-S125103/4,49,Radio Tipaza,,,,710,,,12250 H,,,,
12250 H,DVB-S125103/4,50,Radio Boumerdès,,,,711,,,12250 H,,,,
12250 H,DVB-S125103/4,51,Radio Oran,,,,712,,,12250 H,,,,
12250 H,DVB-S125103/4,52,Radio Tiaret,,,,713,,,12250 H,,,,
12250 H,DVB-S125103/4,53,Radio Mostaganem,,,,714,,,12250 H,,,,
12250 H,DVB-S125103/4,54,Radio M'Sila,,,,715,,,12250 H,,,,
12250 H,DVB-S125103/4,55,Radio Bordj Bou Arreridj,,,,716,,,12250 H,,,,
12250 H,DVB-S125103/4,56,Radio Sétif,,,,717 Fre,,,12250 H,,,,
12250 H,DVB-S125103/4,57,Radio Biskra,,,,718 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,58,Radio Constantine,,,,719,,,12250 H,,,,
12250 H,DVB-S125103/4,59,Radio Oum El Bouaghi,,,,720,,,12250 H,,,,
12250 H,DVB-S125103/4,60,Radio Chlef,,,,721,,,12250 H,,,,
12250 H,DVB-S125103/4,61,Radio Sidi Bel Abbès,,,,722,,,12250 H,,,,
12250 H,DVB-S125103/4,63,Radio Coran (Algeria),,,,801 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,662,Radio El Bahdja,,,,1501 Ara,,,12250 H,,,,
12250 H,DVB-S125103/4,664,Radio Décrochage 2,,,,1601,,,12250 H,,,,
12250 H,DVB-S125103/4,665,Jil FM,,,,1901 Fre,,,12250 H,,,,
12360 H,DVB-S28PSK300002/3,,Algerian mux,,65535-1,,6.6,,Zelda231101,12360 H,,,,
12360 H,DVB-S28PSK300002/3,2021,Echorouk TV News,,MPEG-4/HD,3211,3212 Ara,,,12360 H,,,,
12360 H,DVB-S28PSK300002/3,2022,Echorouk TV,,MPEG-4/HD,3221,3222 Ara,,,12360 H,,,,
12360 H,DVB-S28PSK300002/3,2026,El Hayat TV,,MPEG-4/HD,3261,3262 Ara,,,12360 H,,,,
12360 H,DVB-S28PSK300002/3,3325,Ennahar TV,,MPEG-4/HD,3421,3422 Ara,,,12360 H,,,,
12728 H,DVB-S251352/3,,(feeds),,,,,,Stanley_cassidy190828,12728 H,,,,
12737 H,DVB-S28PSK57623/5,,(feeds),,,,,,N Stanislav220702,12737 H,,,,
