Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3634 Htp 1AC38.5,DVB-S28PSK60003/5,,Kantipur Media Group,,65280-0,,5.5,,C Sutton210306,3634 H,tp 1A,38.5,,https://www.lyngsat.com/providers/np/Kantipur-Media-Group.html
3634 Htp 1AC38.5,DVB-S28PSK60003/5,101,Kantipur TV,,MPEG-4/HD,257,258 Nep,,,3634 H,tp 1A,38.5,,
3634 Htp 1AC38.5,DVB-S28PSK60003/5,111,Kantipur Max,,MPEG-4/HD,3001,3002 Nep,,,3634 H,tp 1A,38.5,,
3695 Htp 2AC,DVB-S2QPSK47003/5,,(feeds),,,,,,N Stanislav240324,3695 H,tp 2A,,,
3832 Vtp 5BC,DVB-S61113/4,,(feeds),,,,,,I Perera070224,3832 V,tp 5B,,,
3834 Htp 6AC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav230924,3834 H,tp 6A,,,
3852 Htp 6AC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav221203,3852 H,tp 6A,,,
3914 Vtp 7BC,DVB-S32553/4,,(feeds),,,,,,I Perera071208,3914 V,tp 7B,,,
4035 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,4035 H,tp 11A,,,
4045 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,4045 H,tp 11A,,,
4047 Vtp 11BC,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav220717,4047 V,tp 11B,,,
4054 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,4054 H,tp 11A,,,
4058 Vtp 11BC,DVB-S28PSK96003/4,,(feeds),,,,,,Anonymous200212,4058 V,tp 11B,,,
4065 Vtp 11BC,DVB-S28PSK50003/4,,(feeds),,,,,,N Stanislav231104,4065 V,tp 11B,,,
