Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
10730 HEurope,DVB-S28PSK300003/4,,,,702-1,,7.9,BISS 1,M Al-Taie240221,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,1,RIK Sat,,MPEG-2/SD,108,102 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,6,4E,,MPEG-4/SD,1151,1152 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,11,Eurobet Canale Arancione,,HEVC,7201,7202 Ita,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,12,Eurobet Canale Nero,,HEVC,7301,7302 Ita,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,13,Eurobet mosaic,,HEVC,7401,7402 Ita,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,14,Eurobet Canale Verde,,HEVC,7501,7502 Ita,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,15,Eurobet Canale Azzurro,,HEVC,7601,7602 Ita,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,101,Pame Stoichima Virtual Sports 1,,HEVC/HD,2501,2551 Gre,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,102,Pame Stoichima Virtual Sports 2,,HEVC/HD,2502,2552 Gre,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,103,Opap Powerspin,,HEVC/HD,2503,2553 Gre,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,104,Pame Stoichima Racing,,HEVC/HD,2504,2554 Gre,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,105,Pame Stoichima Lepto Pros Lepto,,HEVC/HD,2505,2555 Gre,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,106,Pame Stoichima Virtual Sports Mpasket tests,,HEVC/HD,2506,2556 Gre,BISS 1,,10730 H,,,BISS 1,
10730 HEurope,DVB-S28PSK300003/4,353,ERT World,,MPEG-4/HD,48,49 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,2,RIK 1 Proto,,,,503 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,4,RIK 3 Trito,,,,1305 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,5,RIK 4 Classic,,,,1706 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,7,Ellada FM,,,,61 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,32,I Foni tis Elladas,,,,50,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,33,Capital Radio Cyprus,,,,62 Gre,,,10730 H,,,,
10730 HEurope,DVB-S28PSK300003/4,36,Kanali 6,,,,68 Gre,,,10730 H,,,,
10890 HEurope,DVB-S28PSK300005/6,,Tring,,926-1010,,9.4,Conax,M Al-Taie240102,10890 H,,,Conax,
10890 HEurope,DVB-S28PSK300005/6,1610,Kanali 7,,MPEG-4/SD,1700,1710 Alb,,,10890 H,,,,
10930 HEurope,DVB-S28PSK300005/6,,Tring,,926-1020,,9.4,Conax,Lexzie240327,10930 H,,,Conax,
10954 VEurope,DVB-S2QPSK24003/4,,(feeds),,,,,,Marcel 2191105,10954 V,,,,
10969 VEurope,DVB-S66663/4,,(feeds),,,,,,Roli230226,10969 V,,,,
10998 VEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231210,10998 V,,,,
11007 VEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Roli221205,11007 V,,,,
11016 VEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231217,11016 V,,,,
11025 VEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231217,11025 V,,,,
11087 VEurope,DVB-S28PSK37503/4,,(feeds),,,,,,Roli191012,11087 V,,,,
11109 VEurope,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy221211,11109 V,,,,
11119 VEurope,DVB-S33333/4,,(feeds),,,,,,Roli210917,11119 V,,,,
11135 VEurope,DVB-S28PSK45002/3,,(feeds),,,,,,Roli231122,11135 V,,,,
11139 VEurope,DVB-S2QPSK10005/6,7188,Equ TV,,0-160MPEG-4/SD,512,5.2 513 Ita,,Stanley_cassidyEnoSat231225,11139 V,,,,
11143 VEurope,DVB-S2QPSK24005/6,,(feeds),,,,,,Roli191012,11143 V,,,,
11151 VEurope,DVB-S28PSK49363/4,,(feeds),,,,,,Roli210509,11151 V,,,,
11162 VEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli231111,11162 V,,,,
11168 VEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli210711,11168 V,,,,
11173 VEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli211016,11173 V,,,,
11178 VEurope,DVB-S250003/4,,(feeds),,,,,,Stanley_cassidy211017,11178 V,,,,
11185 VEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli211204,11185 V,,,,
11190 VEurope,DVB-S28PSK66663/4,,(feeds),,,,,,Roli210616,11190 V,,,,
