Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
3835 Ltp HEL4Hemi,DVB-S28PSK20003/4,,(feeds),,,,,,Onacila210221,3835 L,tp HEL4,,,
11919 Htp 951Sub Saharan Africa0,DVB-S275003/4,2020,(feeds),,,2006,3006,,,11919 H,tp 951,0,,
3843 Rtp HER5Hemi39,,,,,,,,,N Stanislav240217,3843 R,tp HER5,39,,
3913 Ltp HEL8Hemi39,,,,,,,,,N Stanislav240201,3913 L,tp HEL8,39,,
3918 Ltp HEL8Hemi39,,,,,,,,,DX Bozóth240124,3918 L,tp HEL8,39,,
11747 Vtp 942Sub Saharan Africa0,,,,,,,,,Anonymous240106,11747 V,tp 942,0,,
11900 Vtp 450Sub Saharan Africa0,,,,,,,,,Anonymous240105,11900 V,tp 450,0,,
3845 Rtp HER5Hemi39,DVB-S2QPSK19452/3,1,Resurrection TV,,0-1MPEG-4/SD,308,3.1 256 Eng,,N Stanislav220821,3845 R,tp HER5,39,,
11919 Htp 951Sub Saharan Africa0,DVB-S275003/4,10,Resurrection TV,,MPEG-4/SD,2010,3010 Eng,,,11919 H,tp 951,0,,
3853 Rtp HER5Hemi39,DVB-S2QPSK22702/3,1,TVGE Internacional,,?-?MPEG-2/SD,301,3.1 302 Spa,,N Stanislav221008,3853 R,tp HER5,39,,
3853 Rtp HER5Hemi39,DVB-S2QPSK22702/3,2,TVGE Radio,,,,306 Spa,,,3853 R,tp HER5,39,,
3906 Ltp HEL8Hemi39,DVB-S2QPSK67323/5,1,Dove TV (Nigeria),,1-15MPEG-4/HD,2001,2.23001 Eng,,F Dibba230225,3906 L,tp HEL8,39,,
3922 Ltp HEL8Hemi39,DVB-S2QPSK14152/3,2,Wedding Channel Africa,,1-1MPEG-4/SD,201,3.1 202 Eng,,N Stanislav240122,3922 L,tp HEL8,39,,
3924 Ltp HEL8Hemi39,DVB-S2QPSK12003/4,1,Hip TV,,?-?MPEG-4/SD,512,4.04112 Eng,,N Stanislav230531,3924 L,tp HEL8,39,,
3926 Ltp HEL8Hemi39,DVB-S2QPSK12103/4,1,Liberty TV (Nigeria),,0-1MPEG-4/SD,258,4.0 257 Eng,,N Stanislav230531,3926 L,tp HEL8,39,,
3928 Ltp HEL8Hemi39,DVB-S2QPSK20602/3,1,Fufa TV,,0-0MPEG-4/SD,257,3.1 258 Eng,,N Stanislav230225,3928 L,tp HEL8,39,,
3934 Ltp HEL8Hemi39,DVB-S28PSK62703/5,,TV Continental,,8192-4096,,5.5,,S Ugbeda220422,3934 L,tp HEL8,39,,https://www.lyngsat.com/providers/ng/TV-Continental.html
3934 Ltp HEL8Hemi39,DVB-S28PSK62703/5,1,TVC News,,MPEG-4/SD,613,5112 Eng,,,3934 L,tp HEL8,39,,
3934 Ltp HEL8Hemi39,DVB-S28PSK62703/5,2,TVC (Nigeria),,MPEG-4/SD,612,5113 Eng,,,3934 L,tp HEL8,39,,
4000 Rtp HER9Hemi39,DVB-S2QPSK182001/2,,BBC World Service,,1-315,,1.0,,Onacila201218,4000 R,tp HER9,39,,https://www.lyngsat.com/providers/uk/BBC-World-Service.html
