Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL
12530 Ltp 22,DSS200006/7,,DirecTV USA,,?-22,,,Videoguard,R Hewitt020719,12530 L,tp 22,,Videoguard,
12545 Rtp 23,DSS200006/7,,DirecTV USA,,?-23,,,Videoguard,P Smith110215,12545 R,tp 23,,Videoguard,
12559 Ltp 24,DVB-S28PSK200002/3,,DirecTV USA,,?-24,,6.6,Videoguard,Anonymous110215,12559 L,tp 24,,Videoguard,
12574 Rtp 25,DSS200006/7,,DirecTV USA,,?-25,,,Videoguard,P Smith110215,12574 R,tp 25,,Videoguard,
12588 Ltp 26,DSS200006/7,,DirecTV USA,,?-26,,,Videoguard,R Hewitt020719,12588 L,tp 26,,Videoguard,
12603 Rtp 27,DSS200006/7,,DirecTV USA,,?-27,,,Videoguard,R Hewitt020719,12603 R,tp 27,,Videoguard,
12618 Ltp 28,DSS200006/7,,DirecTV USA,,?-28,,,Videoguard,R Hewitt020719,12618 L,tp 28,,Videoguard,
12632 Rtp 29,DSS200006/7,,DirecTV USA,,?-29,,,Videoguard,P Smith110215,12632 R,tp 29,,Videoguard,
12647 Ltp 30,DSS200006/7,,DirecTV USA,,?-30,,,Videoguard,R Hewitt020719,12647 L,tp 30,,Videoguard,
12661 Rtp 31,DSS200006/7,,DirecTV USA,,?-31,,,Videoguard,C Hoffman040606,12661 R,tp 31,,Videoguard,
12676 Ltp 32,DSS200006/7,,DirecTV USA,,?-32,,,Videoguard,R Hewitt020719,12676 L,tp 32,,Videoguard,
