Sattelite_Name,Provider,Provider/Channel,Channel,freq_alt,beam_alt,eirp_alt,FEC,SR,SYSTEM,encryption_alt,Languages,SID,Compression,Channel_Country,Provider_Country,VPID,Provider_URL,Channel_URL,is_Provider
ABS-2A,STV,Telekanal FAN,Telekanal FAN,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,Irdeto,Rus,14,MPEG-4/HD,ru,,1023,,https://www.lyngsat.com/tvchannels/ru/Telekanal-FAN.html,FALSE
ABS-2A,STV,Telekanal FAN,Telekanal FAN,12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,5,MPEG-4/SD,ru,,1014,,https://www.lyngsat.com/tvchannels/ru/Telekanal-FAN.html,FALSE
ABS-2A,STV,Telekanal FAN,Telekanal FAN,12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,14,MPEG-4/HD,ru,,1023,,https://www.lyngsat.com/tvchannels/ru/Telekanal-FAN.html,FALSE
ABS-2A,STV,Muz Soyuz,Muz Soyuz,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,7,MPEG-4/SD,ru,,1006,,https://www.lyngsat.com/tvchannels/ru/Muz-Soyuz.html,FALSE
ABS-2A,STV,Muz Soyuz,Muz Soyuz,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,7,MPEG-4/SD,ru,,1006,,https://www.lyngsat.com/tvchannels/ru/Muz-Soyuz.html,FALSE
ABS-2A,STV,Mosfilm (+4h),Mosfilm (+4h),10985 H,tp 17,0,3/4/2024,35007,DVB-S2,Irdeto,Rus,8,MPEG-4/SD,ru,,1007,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Mosfilm (+4h),Mosfilm (+4h),12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,8,MPEG-4/SD,ru,,1007,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Tri Angela,Tri Angela,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,9,MPEG-4/SD,us,,1019,,https://www.lyngsat.com/tvchannels/us/Tri-Angela.html,FALSE
ABS-2A,STV,Tri Angela,Tri Angela,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,9,MPEG-4/SD,us,,1019,,https://www.lyngsat.com/tvchannels/us/Tri-Angela.html,FALSE
ABS-2A,STV,Mosfilm (+2h),Mosfilm (+2h),10985 H,tp 17,0,3/4/2024,35007,DVB-S2,Irdeto,Rus,10,MPEG-4/SD,ru,,1008,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Mosfilm (+2h),Mosfilm (+2h),12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,10,MPEG-4/SD,ru,,1008,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Mosfilm,Mosfilm,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,Irdeto,Rus,13,MPEG-4/HD,ru,,1022,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Mosfilm,Mosfilm,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,Irdeto,Rus,17,MPEG-4/SD,ru,,1026,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Mosfilm,Mosfilm,12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,13,MPEG-4/HD,ru,,1022,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Mosfilm,Mosfilm,12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,17,MPEG-4/SD,ru,,1026,,https://www.lyngsat.com/tvchannels/ru/Mosfilm.html,FALSE
ABS-2A,STV,Pes i Ko,Pes i Ko,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,15,MPEG-4/SD,ru,,1024,,https://www.lyngsat.com/tvchannels/ru/Pes-i-Ko.html,FALSE
ABS-2A,STV,Pes i Ko,Pes i Ko,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,15,MPEG-4/SD,ru,,1024,,https://www.lyngsat.com/tvchannels/ru/Pes-i-Ko.html,FALSE
ABS-2A,STV,Moskva 24,Moskva 24,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,16,MPEG-4/SD,ru,,1025,,https://www.lyngsat.com/tvchannels/ru/Moskva-24.html,FALSE
ABS-2A,STV,Moskva 24,Moskva 24,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,16,MPEG-4/SD,ru,,1025,,https://www.lyngsat.com/tvchannels/ru/Moskva-24.html,FALSE
ABS-2A,STV,Kaleidoskop TV,Kaleidoskop TV,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,18,MPEG-4/SD,ru,,1027,,https://www.lyngsat.com/tvchannels/ru/Kaleidoskop-TV.html,FALSE
ABS-2A,STV,Kaleidoskop TV,Kaleidoskop TV,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,18,MPEG-4/SD,ru,,1027,,https://www.lyngsat.com/tvchannels/ru/Kaleidoskop-TV.html,FALSE
ABS-2A,STV,Moskva Telekanal,Moskva Telekanal,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,19,MPEG-4/SD,ru,,1028,,https://www.lyngsat.com/tvchannels/ru/Moskva-Telekanal.html,FALSE
ABS-2A,STV,Moskva Telekanal,Moskva Telekanal,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,19,MPEG-4/SD,ru,,1028,,https://www.lyngsat.com/tvchannels/ru/Moskva-Telekanal.html,FALSE
ABS-2A,STV,KinoMult,KinoMult,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,Irdeto,Rus,23,MPEG-4/SD,ru,,1031,,https://www.lyngsat.com/tvchannels/ru/KinoMult.html,FALSE
ABS-2A,STV,KinoMult,KinoMult,12527 H,,0,3/4/2024,35000,DVB-S2,Irdeto,Rus,23,MPEG-4/SD,ru,,1031,,https://www.lyngsat.com/tvchannels/ru/KinoMult.html,FALSE
ABS-2A,STV,Radio Vanya,Radio Vanya,10985 H,tp 17,0,3/4/2024,35007,DVB-S2,,Rus,22,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Vanya.html,FALSE
ABS-2A,STV,Radio Vanya,Radio Vanya,12527 H,,0,3/4/2024,35000,DVB-S2,,Rus,22,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Vanya.html,FALSE
ABS-2A,GeoTelecommunications,Mir 24,Mir 24,11490 V,,0,5/6/2024,7500,DVB-S2,,Rus,1310,MPEG-4/HD,ru,,1311,,https://www.lyngsat.com/tvchannels/ru/Mir-24.html,FALSE
ABS-2A,GeoTelecommunications,Mir,Mir,11490 V,,0,5/6/2024,7500,DVB-S2,BISS 1,Rus,1330,MPEG-4/HD,ru,,1331,,https://www.lyngsat.com/tvchannels/ru/Mir.html,FALSE
ABS-2A,GeoTelecommunications,Mir +4,Mir +4,11490 V,,0,5/6/2024,7500,DVB-S2,BISS 1,Rus,1720,MPEG-4/SD,ru,,1721,,https://www.lyngsat.com/tvchannels/ru/Mir--4.html,FALSE
ABS-2A,GeoTelecommunications,TBN Rossiya,TBN Rossiya,11531 V,,0,3/4/2024,22000,DVB-S2,,Rus,150,MPEG-4/SD,us,,151,,https://www.lyngsat.com/tvchannels/us/TBN-Rossiya.html,FALSE
ABS-2A,GeoTelecommunications,TBN Rossiya,TBN Rossiya,12533 V,,0,4/5/2024,44950,DVB-S2,,Rus,2230,MPEG-4/SD,us,,2231,,https://www.lyngsat.com/tvchannels/us/TBN-Rossiya.html,FALSE
ABS-2A,GeoTelecommunications,Draiv,Draiv,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,160,MPEG-4/SD,ru,,161,,https://www.lyngsat.com/tvchannels/ru/Draiv.html,FALSE
ABS-2A,GeoTelecommunications,Evrokino,Evrokino,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,170,MPEG-4/SD,ru,,171,,https://www.lyngsat.com/tvchannels/ru/Evrokino.html,FALSE
ABS-2A,GeoTelecommunications,Usadba,Usadba,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,180,MPEG-4/SD,ru,,181,,https://www.lyngsat.com/tvchannels/ru/Usadba.html,FALSE
ABS-2A,GeoTelecommunications,Unikum,Unikum,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,190,MPEG-4/SD,ru,,191,,https://www.lyngsat.com/tvchannels/ru/Unikum.html,FALSE
ABS-2A,GeoTelecommunications,Russkiy Illusion,Russkiy Illusion,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,200,MPEG-4/SD,ru,,201,,https://www.lyngsat.com/tvchannels/ru/Russkiy-Illusion.html,FALSE
ABS-2A,GeoTelecommunications,Illusion +,Illusion +,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,210,MPEG-4/SD,ru,,211,,https://www.lyngsat.com/tvchannels/ru/Illusion--.html,FALSE
ABS-2A,GeoTelecommunications,Okhota i Rybalka,Okhota i Rybalka,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,220,MPEG-4/SD,ru,,221,,https://www.lyngsat.com/tvchannels/ru/Okhota-i-Rybalka.html,FALSE
ABS-2A,GeoTelecommunications,Voprosy i Otvety,Voprosy i Otvety,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,230,MPEG-4/SD,ru,,231,,https://www.lyngsat.com/tvchannels/ru/Voprosy-i-Otvety.html,FALSE
ABS-2A,GeoTelecommunications,Retro,Retro,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,240,MPEG-4/SD,ru,,241,,https://www.lyngsat.com/tvchannels/ru/Retro.html,FALSE
ABS-2A,GeoTelecommunications,Zdorovoe TV,Zdorovoe TV,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,250,MPEG-4/SD,ru,,251,,https://www.lyngsat.com/tvchannels/ru/Zdorovoe-TV.html,FALSE
ABS-2A,GeoTelecommunications,Domashnie Zhivotnye,Domashnie Zhivotnye,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,260,MPEG-4/SD,ru,,261,,https://www.lyngsat.com/tvchannels/ru/Domashnie-Zhivotnye.html,FALSE
ABS-2A,GeoTelecommunications,Psikhologiya 21,Psikhologiya 21,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,270,MPEG-4/SD,ru,,271,,https://www.lyngsat.com/tvchannels/ru/Psikhologiya-21.html,FALSE
ABS-2A,GeoTelecommunications,Zoo Park,Zoo Park,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,280,MPEG-4/SD,ru,,281,,https://www.lyngsat.com/tvchannels/ru/Zoo-Park.html,FALSE
ABS-2A,GeoTelecommunications,Avto 24,Avto 24,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,290,MPEG-4/SD,ru,,291,,https://www.lyngsat.com/tvchannels/ru/Avto-24.html,FALSE
ABS-2A,GeoTelecommunications,Russkiy Illusion Mezhdunarodnaya versiya,Russkiy Illusion Mezhdunarodnaya versiya,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,330,MPEG-4/SD,ru,,331,,https://www.lyngsat.com/tvchannels/ru/Russkiy-Illusion-Mezhdunarodnaya-versiya.html,FALSE
ABS-2A,GeoTelecommunications,Ru TV,Ru TV,11531 V,,0,3/4/2024,22000,DVB-S2,,Rus,340,MPEG-4/SD,ru,,341,,https://www.lyngsat.com/tvchannels/ru/Ru-TV.html,FALSE
ABS-2A,GeoTelecommunications,Tochka TV,Tochka TV,11531 V,,0,3/4/2024,22000,DVB-S2,,Rus,350,MPEG-4/SD,ru,,351,,https://www.lyngsat.com/tvchannels/ru/Tochka-TV.html,FALSE
ABS-2A,GeoTelecommunications,RTG TV,RTG TV,11531 V,,0,3/4/2024,22000,DVB-S2,,Rus Eng Tur,360,MPEG-4/SD,ru,,361,,https://www.lyngsat.com/tvchannels/ru/RTG-TV.html,FALSE
ABS-2A,GeoTelecommunications,Tochka Otryva,Tochka Otryva,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,370,MPEG-4/SD,ru,,371,,https://www.lyngsat.com/tvchannels/ru/Tochka-Otryva.html,FALSE
ABS-2A,GeoTelecommunications,Telekanal 360°,Telekanal 360°,11531 V,,0,3/4/2024,22000,DVB-S2,,Rus,380,MPEG-4/SD,ru,,381,,https://www.lyngsat.com/tvchannels/ru/Telekanal-360-.html,FALSE
ABS-2A,GeoTelecommunications,Telekanal 360°,Telekanal 360°,12653 V,tp 14,0,2/3/2024,35007,DVB-S2,,Rus,3,MPEG-4/HD,ru,,2003,,https://www.lyngsat.com/tvchannels/ru/Telekanal-360-.html,FALSE
ABS-2A,GeoTelecommunications,Telekanal 360°,Telekanal 360°,12653 V,tp 14,0,2/3/2024,35007,DVB-S2,,Rus,21,MPEG-4/SD,ru,,1019,,https://www.lyngsat.com/tvchannels/ru/Telekanal-360-.html,FALSE
ABS-2A,GeoTelecommunications,360° Novosti,360° Novosti,11531 V,,0,3/4/2024,22000,DVB-S2,,Rus,390,MPEG-4/SD,ru,,391,,https://www.lyngsat.com/tvchannels/ru/360--Novosti.html,FALSE
ABS-2A,GeoTelecommunications,360° Novosti,360° Novosti,12653 V,tp 14,0,2/3/2024,35007,DVB-S2,,Rus,22,MPEG-4/SD,ru,,1022,,https://www.lyngsat.com/tvchannels/ru/360--Novosti.html,FALSE
ABS-2A,GeoTelecommunications,Zhivi!,Zhivi!,11531 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,450,MPEG-4/SD,ru,,451,,https://www.lyngsat.com/tvchannels/ru/Zhivi.html,FALSE
ABS-2A,GeoTelecommunications,Bober,Bober,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,800,MPEG-4/SD,ru,,801,,https://www.lyngsat.com/tvchannels/ru/Bober.html,FALSE
ABS-2A,GeoTelecommunications,Dom Kino Premium,Dom Kino Premium,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,810,MPEG-4/HD,ru,,811,,https://www.lyngsat.com/tvchannels/ru/Dom-Kino-Premium.html,FALSE
ABS-2A,GeoTelecommunications,Dom Kino Premium,Dom Kino Premium,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,880,MPEG-4/SD,ru,,881,,https://www.lyngsat.com/tvchannels/ru/Dom-Kino-Premium.html,FALSE
ABS-2A,GeoTelecommunications,Telekanal Futbol,Telekanal Futbol,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,860,MPEG-4/SD,ru,,861,,https://www.lyngsat.com/tvchannels/ru/Telekanal-Futbol.html,FALSE
ABS-2A,GeoTelecommunications,Bolshaya Aziya,Bolshaya Aziya,11559 V,,0,3/4/2024,22000,DVB-S2,,Rus,870,MPEG-4/SD,ru,,871,,https://www.lyngsat.com/tvchannels/ru/Bolshaya-Aziya.html,FALSE
ABS-2A,GeoTelecommunications,Dom Kino,Dom Kino,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,890,MPEG-4/SD,ru,,891,,https://www.lyngsat.com/tvchannels/ru/Dom-Kino.html,FALSE
ABS-2A,GeoTelecommunications,Centralnoe TV,Centralnoe TV,11559 V,,0,3/4/2024,22000,DVB-S2,,Rus,900,MPEG-4/SD,ru,,901,,https://www.lyngsat.com/tvchannels/ru/Centralnoe-TV.html,FALSE
ABS-2A,GeoTelecommunications,Nasha Tema,Nasha Tema,11559 V,,0,3/4/2024,22000,DVB-S2,,Rus,910,MPEG-4/SD,ru,,911,,https://www.lyngsat.com/tvchannels/ru/Nasha-Tema.html,FALSE
ABS-2A,GeoTelecommunications,Vmeste RF,Vmeste RF,11559 V,,0,3/4/2024,22000,DVB-S2,,Rus,920,MPEG-4/SD,ru,,921,,https://www.lyngsat.com/tvchannels/ru/Vmeste-RF.html,FALSE
ABS-2A,GeoTelecommunications,Vmeste RF,Vmeste RF,11800 V,,0,2/3/2024,45000,DVB-S2,,Rus,1310,HEVC/SD,ru,,2554,,https://www.lyngsat.com/tvchannels/ru/Vmeste-RF.html,FALSE
ABS-2A,GeoTelecommunications,Muzika Pervogo,Muzika Pervogo,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,930,MPEG-4/SD,ru,,931,,https://www.lyngsat.com/tvchannels/ru/Muzika-Pervogo.html,FALSE
ABS-2A,GeoTelecommunications,Telekanal O!,Telekanal O!,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,940,MPEG-4/SD,ru,,941,,https://www.lyngsat.com/tvchannels/ru/Telekanal-O.html,FALSE
ABS-2A,GeoTelecommunications,Pobeda,Pobeda,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,950,MPEG-4/SD,ru,,951,,https://www.lyngsat.com/tvchannels/ru/Pobeda.html,FALSE
ABS-2A,GeoTelecommunications,Poehali!,Poehali!,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,960,MPEG-4/SD,ru,,961,,https://www.lyngsat.com/tvchannels/ru/Poehali.html,FALSE
ABS-2A,GeoTelecommunications,Telecafé (Russia),Telecafé (Russia),11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,970,MPEG-4/SD,ru,,971,,https://www.lyngsat.com/tvchannels/ru/Telecafe.html,FALSE
ABS-2A,GeoTelecommunications,Vremya,Vremya,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,980,MPEG-4/SD,ru,,981,,https://www.lyngsat.com/tvchannels/ru/Vremya.html,FALSE
ABS-2A,GeoTelecommunications,Lapki Live,Lapki Live,11559 V,,0,3/4/2024,22000,DVB-S2,Irdeto,Rus,990,MPEG-4/SD,ru,,991,,https://www.lyngsat.com/tvchannels/ru/Lapki-Live.html,FALSE
ABS-2A,GeoTelecommunications,LDPR TV,LDPR TV,11559 V,,0,3/4/2024,22000,DVB-S2,,Rus,1000,MPEG-4/SD,ru,,1001,,https://www.lyngsat.com/tvchannels/ru/LDPR-TV.html,FALSE
ABS-2A,GeoTelecommunications,LDPR TV,LDPR TV,12533 V,,0,4/5/2024,44950,DVB-S2,,Rus,2240,MPEG-4/SD,ru,,2241,,https://www.lyngsat.com/tvchannels/ru/LDPR-TV.html,FALSE
ABS-2A,GeoTelecommunications,RBK TV,RBK TV,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,420,MPEG-4/HD,ru,,421,,https://www.lyngsat.com/tvchannels/ru/RBK-TV.html,FALSE
ABS-2A,GeoTelecommunications,Bober International,Bober International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,440,MPEG-4/SD,ru,,441,,https://www.lyngsat.com/tvchannels/ru/Bober-International.html,FALSE
ABS-2A,GeoTelecommunications,Dom Kino Premium International,Dom Kino Premium International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,450,MPEG-4/SD,ru,,451,,https://www.lyngsat.com/tvchannels/ru/Dom-Kino-Premium-International.html,FALSE
ABS-2A,GeoTelecommunications,Dom Kino International,Dom Kino International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,460,MPEG-4/SD,ru,,461,,https://www.lyngsat.com/tvchannels/ru/Dom-Kino-International.html,FALSE
ABS-2A,GeoTelecommunications,Karusel International,Karusel International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,470,MPEG-4/SD,ru,,471,,https://www.lyngsat.com/tvchannels/ru/Karusel-International.html,FALSE
ABS-2A,GeoTelecommunications,Oruzhie,Oruzhie,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,490,MPEG-4/SD,ru,,481,,https://www.lyngsat.com/tvchannels/ru/Oruzhie.html,FALSE
ABS-2A,GeoTelecommunications,Feniks plus Kino,Feniks plus Kino,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,500,MPEG-2/SD,ru,,501,,https://www.lyngsat.com/tvchannels/ru/Feniks-plus-Kino.html,FALSE
ABS-2A,GeoTelecommunications,TV Centr International,TV Centr International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,510,MPEG-4/SD,ru,,511,,https://www.lyngsat.com/tvchannels/ru/TV-Centr-International.html,FALSE
ABS-2A,GeoTelecommunications,Muzika Pervogo International,Muzika Pervogo International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,520,MPEG-4/SD,ru,,521,,https://www.lyngsat.com/tvchannels/ru/Muzika-Pervogo-International.html,FALSE
ABS-2A,GeoTelecommunications,BelRos,BelRos,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,530,MPEG-2/SD,ru,,531,,https://www.lyngsat.com/tvchannels/ru/BelRos.html,FALSE
ABS-2A,GeoTelecommunications,U,U,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,540,MPEG-4/SD,ru,,541,,https://www.lyngsat.com/tvchannels/ru/U.html,FALSE
ABS-2A,GeoTelecommunications,Telekanal O! International,Telekanal O! International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,550,MPEG-4/SD,ru,,551,,https://www.lyngsat.com/tvchannels/ru/Telekanal-O-International.html,FALSE
ABS-2A,GeoTelecommunications,E TV (Russia),E TV (Russia),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,560,MPEG-4/SD,ru,,561,,https://www.lyngsat.com/tvchannels/ru/E-TV.html,FALSE
ABS-2A,GeoTelecommunications,Perviy kanal CIS,Perviy kanal CIS,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,600,MPEG-4/SD,ru,,601,,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-CIS.html,FALSE
ABS-2A,GeoTelecommunications,Pobeda International,Pobeda International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,630,MPEG-4/SD,ru,,631,,https://www.lyngsat.com/tvchannels/ru/Pobeda-International.html,FALSE
ABS-2A,GeoTelecommunications,Poehali! International,Poehali! International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,640,MPEG-4/SD,ru,,641,,https://www.lyngsat.com/tvchannels/ru/Poehali-International.html,FALSE
ABS-2A,GeoTelecommunications,Telecafé International,Telecafé International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,650,MPEG-4/SD,ru,,651,,https://www.lyngsat.com/tvchannels/ru/Telecafe-International.html,FALSE
ABS-2A,GeoTelecommunications,Shopping Live,Shopping Live,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,660,MPEG-4/SD,ru,,661,,https://www.lyngsat.com/tvchannels/ru/Shopping-Live.html,FALSE
ABS-2A,GeoTelecommunications,Solntse,Solntse,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,680,MPEG-4/SD,ru,,681,,https://www.lyngsat.com/tvchannels/ru/Solntse.html,FALSE
ABS-2A,GeoTelecommunications,Start,Start,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,690,MPEG-4/SD,ru,,691,,https://www.lyngsat.com/tvchannels/ru/Start.html,FALSE
ABS-2A,GeoTelecommunications,Vremya International,Vremya International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,700,MPEG-4/SD,ru,,701,,https://www.lyngsat.com/tvchannels/ru/Vremya-International.html,FALSE
ABS-2A,GeoTelecommunications,Magnat,Magnat,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,720,MPEG-4/SD,ru,,721,,https://www.lyngsat.com/tvchannels/ru/Magnat.html,FALSE
ABS-2A,GeoTelecommunications,Anekdot TV,Anekdot TV,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,760,MPEG-4/SD,ru,,761,,https://www.lyngsat.com/tvchannels/ru/Anekdot-TV.html,FALSE
ABS-2A,GeoTelecommunications,Kinoman,Kinoman,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,870,MPEG-4/SD,ru,,871,,https://www.lyngsat.com/tvchannels/ru/Kinoman.html,FALSE
ABS-2A,GeoTelecommunications,Lapki Live International,Lapki Live International,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,Irdeto,Rus,880,MPEG-4/SD,ru,,881,,https://www.lyngsat.com/tvchannels/ru/Lapki-Live-International.html,FALSE
ABS-2A,GeoTelecommunications,Radio VERA,Radio VERA,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,710,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-VERA.html,FALSE
ABS-2A,GeoTelecommunications,Radio Komsomolskaya Pravda,Radio Komsomolskaya Pravda,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,740,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Komsomolskaya-Pravda.html,FALSE
ABS-2A,GeoTelecommunications,Radio Zvezda (+2h),Radio Zvezda (+2h),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,780,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Zvezda.html,FALSE
ABS-2A,GeoTelecommunications,Radio Zvezda (+4h),Radio Zvezda (+4h),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,790,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Zvezda.html,FALSE
ABS-2A,GeoTelecommunications,Radio Zvezda (+6h),Radio Zvezda (+6h),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,800,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Zvezda.html,FALSE
ABS-2A,GeoTelecommunications,DFM,DFM,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,810,,ru,,,,https://www.lyngsat.com/radiochannels/ru/DFM.html,FALSE
ABS-2A,GeoTelecommunications,Hit FM (Russia),Hit FM (Russia),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,820,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Hit-FM.html,FALSE
ABS-2A,GeoTelecommunications,Maximum 103.7 FM,Maximum 103.7 FM,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,830,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Maximum-1037-FM.html,FALSE
ABS-2A,GeoTelecommunications,Russkoe Radio,Russkoe Radio,11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,840,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Russkoe-Radio.html,FALSE
ABS-2A,GeoTelecommunications,Russkoe Radio (+2h),Russkoe Radio (+2h),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,850,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Russkoe-Radio.html,FALSE
ABS-2A,GeoTelecommunications,Radio Zvezda (0h),Radio Zvezda (0h),11605 V,tp 11,0,7/8/2024,43200,DVB-S4,,Rus,860,,ru,,,,https://www.lyngsat.com/radiochannels/ru/Radio-Zvezda.html,FALSE
ABS-2A,GeoTelecommunications,Nauka,Nauka,11665 V,,0,5/6/2024,44922,DVB-S4,Irdeto,Rus,2,MPEG-2/SD,ru,,202,,https://www.lyngsat.com/tvchannels/ru/Nauka.html,FALSE
ABS-2A,GeoTelecommunications,Russkiy Bestseller,Russkiy Bestseller,11665 V,,0,5/6/2024,44922,DVB-S4,Irdeto,Rus,4,MPEG-2/SD,ru,,204,,https://www.lyngsat.com/tvchannels/ru/Russkiy-Bestseller.html,FALSE
