,SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country,Sattelite_Name,Pkg_Name,Pkg_URL,Freq/beam,SR/FEC,undef,Audio,Encryption,Src_Updated
124,8487.0,Caledonia,42842-1MPEG-4/SD,625.0,DVB-S2,3750.0,3/5,11513 H,tp SP8K,,,,,,False,France TV,Fre,,,Intelsat-18,,,,,,,,
130,101.0,NBC TV (Papua New Guinea),HEVC/HD,1011.0,DVB-S2,,,3888 H,tp 8,0.0,,,NBC TV (Papua New Guinea),https://www.lyngsat.com/tvchannels/pg/NBC-TV.html,False,,Eng,pg,,Eutelsat-172B,,,,,,,,
134,102.0,EM TV (Papua New Guinea),HEVC/HD,1091.0,DVB-S2,,,3888 H,tp 8,0.0,,,EM TV (Papua New Guinea),https://www.lyngsat.com/tvchannels/pg/EM-TV.html,False,,Eng,pg,,Eutelsat-172B,,,,,,,,
135,106.0,CGTN,HEVC/SD,1111.0,DVB-S2,,,3888 H,tp 8,0.0,,,CGTN,https://www.lyngsat.com/tvchannels/cn/CGTN.html,False,,Eng,cn,,Eutelsat-172B,,,,,,,,
136,107.0,Pasifika TV,HEVC/SD,1141.0,DVB-S2,,,3888 H,tp 8,0.0,,,Pasifika TV,https://www.lyngsat.com/tvchannels/nz/Pasifika-TV.html,False,,Eng,nz,,Eutelsat-172B,,,,,,,,
137,108.0,CGTN Arabic,HEVC/SD,1151.0,DVB-S2,,,3888 H,tp 8,0.0,,,CGTN Arabic,https://www.lyngsat.com/tvchannels/cn/CGTN-Arabic.html,False,,Ara,cn,,Eutelsat-172B,,,,,,,,
138,201.0,NBC National Radio,,,DVB-S2,,,3888 H,tp 8,0.0,,,NBC National Radio,https://www.lyngsat.com/radiochannels/pg/NBC-National-Radio.html,False,,Eng,pg,,Eutelsat-172B,,,,,,,,
139,202.0,Tribe 92 FM,,,DVB-S2,,,3888 H,tp 8,0.0,,,Tribe 92 FM,https://www.lyngsat.com/radiochannels/pg/Tribe-92-FM.html,False,,Eng,pg,,Eutelsat-172B,,,,,,,,
140,203.0,Lalokau FM,,,DVB-S2,,,3888 H,tp 8,0.0,,,Lalokau FM,https://www.lyngsat.com/radiochannels/pg/Lalokau-FM.html,False,,Eng,pg,,Eutelsat-172B,,,,,,,,
141,10.0,Hope Channel Australia,0-1MPEG-2/SD,1160.0,DVB-S2,3330.0,3/4,3916 H,tp 8,0.0,,,,,False,,Eng,,,Eutelsat-172B,,,,,,,,
142,11.0,LifeTalk Radio,,,DVB-S2,3330.0,3/4,3916 H,tp 8,0.0,,,LifeTalk Radio,https://www.lyngsat.com/radiochannels/us/LifeTalk-Radio.html,False,,Eng,us,,Eutelsat-172B,,,,,,,,
143,12.0,Hope FM 88.1,,,DVB-S2,3330.0,3/4,3916 H,tp 8,0.0,,,Hope FM 88.1,https://www.lyngsat.com/radiochannels/us/Hope-FM-881.html,False,,Eng,us,,Eutelsat-172B,,,,,,,,
144,13.0,Hope FM 107.5,,,DVB-S2,3330.0,3/4,3916 H,tp 8,0.0,,,Hope FM 107.5,https://www.lyngsat.com/radiochannels/us/Hope-FM-1075.html,False,,Eng,us,,Eutelsat-172B,,,,,,,,
145,14.0,Radio Nuevo Tiempo (Brazil),,,DVB-S2,3330.0,3/4,3916 H,tp 8,0.0,,,Radio Nuevo Tiempo (Brazil),https://www.lyngsat.com/radiochannels/us/Radio-Nuevo-Tiempo.html,False,,Por,us,,Eutelsat-172B,,,,,,,,
147,110.0,FBC TV,MPEG-4/SD,113.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,FBC TV,https://www.lyngsat.com/tvchannels/fj/FBC-TV.html,False,Walesi,,fj,,Eutelsat-172B,,,,,,,,
148,120.0,FBC Sports,MPEG-4/HD,123.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,FBC Sports,https://www.lyngsat.com/tvchannels/fj/FBC-Sports.html,False,Walesi,,fj,,Eutelsat-172B,,,,,,,,
149,130.0,FBC 2,MPEG-4/SD,133.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,FBC 2,https://www.lyngsat.com/tvchannels/fj/FBC-2.html,False,Walesi,,fj,,Eutelsat-172B,,,,,,,,
150,140.0,Parliament of Fiji,MPEG-4/SD,4096.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,Parliament of Fiji,https://www.lyngsat.com/tvchannels/fj/Parliament-of-Fiji.html,False,Walesi,Eng Eng,fj,,Eutelsat-172B,,,,,,,,
151,210.0,Fiji One,MPEG-4/SD,213.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,Fiji One,https://www.lyngsat.com/tvchannels/fj/Fiji-One.html,False,Walesi,Eng,fj,,Eutelsat-172B,,,,,,,,
152,220.0,Channel 2 (Fiji),MPEG-4/SD,2101.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,Channel 2 (Fiji),https://www.lyngsat.com/tvchannels/fj/Channel-2.html,False,Walesi,Eng Eng,fj,,Eutelsat-172B,,,,,,,,
153,310.0,Mai TV,MPEG-4/SD,313.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,Mai TV,https://www.lyngsat.com/tvchannels/fj/Mai-TV.html,False,Walesi,Eng,fj,,Eutelsat-172B,,,,,,,,
154,410.0,Hope Channel Fiji,MPEG-4/SD,3005.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,Verimatrix,,Hope Channel Fiji,https://www.lyngsat.com/tvchannels/us/Hope-Channel-Fiji.html,False,Walesi,Eng Eng,us,,Eutelsat-172B,,,,,,,,
155,620.0,Education Channel,MPEG-4/SD,622.0,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,Education Channel,https://www.lyngsat.com/tvchannels/fj/Education-Channel.html,False,Walesi,Eng,fj,,Eutelsat-172B,,,,,,,,
156,151.0,Radio Fiji Two,,,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,Radio Fiji Two,https://www.lyngsat.com/radiochannels/fj/Radio-Fiji-Two.html,False,Walesi,,fj,,Eutelsat-172B,,,,,,,,
157,152.0,Bula FM,,,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,Bula FM,https://www.lyngsat.com/radiochannels/fj/Bula-FM.html,False,Walesi,,fj,,Eutelsat-172B,,,,,,,,
158,153.0,Gold FM,,,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,Gold FM,https://www.lyngsat.com/radiochannels/fj/Gold-FM.html,False,Walesi,Eng,fj,,Eutelsat-172B,,,,,,,,
159,154.0,Mirchi FM,,,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,Mirchi FM,https://www.lyngsat.com/radiochannels/fj/Mirchi-FM.html,False,Walesi,Hin,fj,,Eutelsat-172B,,,,,,,,
160,155.0,2day FM,,,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,2day FM,https://www.lyngsat.com/radiochannels/fj/2day-FM.html,False,Walesi,Eng,fj,,Eutelsat-172B,,,,,,,,
161,156.0,Radio Fiji One,,,DVB-S2,15000.0,3/5,3947 H,tp 8,0.0,,,Radio Fiji One,https://www.lyngsat.com/radiochannels/fj/Radio-Fiji-One.html,False,Walesi,,fj,,Eutelsat-172B,,,,,,,,
165,1.0,NBC TV,?-?MPEG-4/SD,101.0,DVB-S2,1415.0,3/4,4196 H,tp 14,0.0,,,,,False,Walesi,Eng,,,Eutelsat-172B,,,,,,,,
166,1.0,K-Love,,,DVB-S2,520.0,5/6,4198 H,tp 14,0.0,,,K-Love,https://www.lyngsat.com/radiochannels/us/K-Love.html,False,Walesi,Eng,us,,Eutelsat-172B,,,,,,,,
167,2.0,Air 1 Radio,,,DVB-S2,520.0,5/6,4198 H,tp 14,0.0,,,Air 1 Radio,https://www.lyngsat.com/radiochannels/us/Air-1-Radio.html,False,Walesi,Eng,us,,Eutelsat-172B,,,,,,,,
169,752.0,ABC News (Australia),MPEG-2/SD,516.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC News (Australia),https://www.lyngsat.com/tvchannels/au/ABC-News.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
172,753.0,ABC TV NT,MPEG-2/SD,512.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC TV NT,https://www.lyngsat.com/tvchannels/au/ABC-TV-NT.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
174,754.0,ABC Kids NT (05.00-19.30),MPEG-2/SD,513.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Kids NT (05.00-19.30),https://www.lyngsat.com/tvchannels/au/ABC-Kids-NT.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
175,754.0,ABC TV Plus NT (19.30-05.00),MPEG-2/SD,513.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC TV Plus NT (19.30-05.00),https://www.lyngsat.com/tvchannels/au/ABC-TV-Plus-NT.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
176,756.0,ABC Me NT,MPEG-2/SD,514.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Me NT,https://www.lyngsat.com/tvchannels/au/ABC-Me-NT.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
177,758.0,ABC Double J,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Double J,https://www.lyngsat.com/radiochannels/au/ABC-Double-J.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
180,759.0,ABC Jazz,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Jazz,https://www.lyngsat.com/radiochannels/au/ABC-Jazz.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
183,760.0,ABC Kids listen,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Kids listen,https://www.lyngsat.com/radiochannels/au/ABC-Kids-listen.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
186,761.0,ABC Triple J,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Triple J,https://www.lyngsat.com/radiochannels/au/ABC-Triple-J.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
189,762.0,ABC Triple J Unearthed,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Triple J Unearthed,https://www.lyngsat.com/radiochannels/au/ABC-Triple-J-Unearthed.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
192,763.0,ABC Classic,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Classic,https://www.lyngsat.com/radiochannels/au/ABC-Classic.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
195,764.0,ABC Country,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Country,https://www.lyngsat.com/radiochannels/au/ABC-Country.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
198,765.0,ABC Radio Darwin,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Radio Darwin,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Darwin.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
199,766.0,ABC Radio National NSW,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Radio National NSW,https://www.lyngsat.com/radiochannels/au/ABC-Radio-National-NSW.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
202,767.0,ABC NewsRadio,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC NewsRadio,https://www.lyngsat.com/radiochannels/au/ABC-NewsRadio.html,False,ABC NT,Eng,au,,Eutelsat-172B,,,,,,,,
206,737.0,ABC TV WA,MPEG-2/SD,512.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC TV WA,https://www.lyngsat.com/tvchannels/au/ABC-TV-WA.html,False,ABC WA,Eng,au,,Eutelsat-172B,,,,,,,,
208,738.0,ABC Kids WA (05.00-19.30),MPEG-2/SD,513.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Kids WA (05.00-19.30),https://www.lyngsat.com/tvchannels/au/ABC-Kids-WA.html,False,ABC WA,Eng,au,,Eutelsat-172B,,,,,,,,
209,738.0,ABC TV Plus WA (19.30-05.00),MPEG-2/SD,513.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC TV Plus WA (19.30-05.00),https://www.lyngsat.com/tvchannels/au/ABC-TV-Plus-WA.html,False,ABC WA,Eng,au,,Eutelsat-172B,,,,,,,,
210,740.0,ABC Me WA,MPEG-2/SD,514.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Me WA,https://www.lyngsat.com/tvchannels/au/ABC-Me-WA.html,False,ABC WA,Eng,au,,Eutelsat-172B,,,,,,,,
211,749.0,ABC Radio Perth,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Radio Perth,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Perth.html,False,ABC WA,Eng,au,,Eutelsat-172B,,,,,,,,
213,705.0,ABC TV Queensland,MPEG-2/SD,512.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC TV Queensland,https://www.lyngsat.com/tvchannels/au/ABC-TV-Queensland.html,False,ABC Queensland,Eng,au,,Eutelsat-172B,,,,,,,,
215,706.0,ABC Kids Queensland (05.00-19.30),MPEG-2/SD,513.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Kids Queensland (05.00-19.30),https://www.lyngsat.com/tvchannels/au/ABC-Kids-Queensland.html,False,ABC Queensland,Eng,au,,Eutelsat-172B,,,,,,,,
216,706.0,ABC TV Plus Queensland (19.30-05.00),MPEG-2/SD,513.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC TV Plus Queensland (19.30-05.00),https://www.lyngsat.com/tvchannels/au/ABC-TV-Plus-Queensland.html,False,ABC Queensland,Eng,au,,Eutelsat-172B,,,,,,,,
217,708.0,ABC Me Queensland,MPEG-2/SD,514.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Me Queensland,https://www.lyngsat.com/tvchannels/au/ABC-Me-Queensland.html,False,ABC Queensland,Eng,au,,Eutelsat-172B,,,,,,,,
218,717.0,ABC Radio Brisbane,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,ABC Radio Brisbane,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Brisbane.html,False,ABC Queensland,Eng,au,,Eutelsat-172B,,,,,,,,
222,,SBS Viceland WA,/HD,162.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Viceland WA,https://www.lyngsat.com/tvchannels/au/SBS-Viceland-WA.html,False,SBS WA,,au,,Eutelsat-172B,,,,,,,,
223,,SBS Food WA,,163.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Food WA,https://www.lyngsat.com/tvchannels/au/SBS-Food-WA.html,False,SBS WA,Eng,au,,Eutelsat-172B,,,,,,,,
224,,NITV,,164.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,NITV,https://www.lyngsat.com/tvchannels/au/NITV.html,False,SBS WA,Eng,au,,Eutelsat-172B,,,,,,,,
225,936.0,SBS WorldWatch,MPEG-4/SD,165.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS WorldWatch,https://www.lyngsat.com/tvchannels/au/SBS-WorldWatch.html,False,SBS WA,,au,,Eutelsat-172B,,,,,,,,
227,,SBS Radio 1 WA,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Radio 1 WA,https://www.lyngsat.com/radiochannels/au/SBS-Radio-1-WA.html,False,SBS WA,,au,,Eutelsat-172B,,,,,,,,
228,,SBS Radio 2 WA,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Radio 2 WA,https://www.lyngsat.com/radiochannels/au/SBS-Radio-2-WA.html,False,SBS WA,,au,,Eutelsat-172B,,,,,,,,
229,,SBS Radio 3,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Radio 3,https://www.lyngsat.com/radiochannels/au/SBS-Radio-3.html,False,SBS WA,,au,,Eutelsat-172B,,,,,,,,
233,,SBS Viceland Queensland,/HD,162.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Viceland Queensland,https://www.lyngsat.com/tvchannels/au/SBS-Viceland-Queensland.html,False,SBS Queensland,,au,,Eutelsat-172B,,,,,,,,
234,,SBS Food Queensland,,163.0,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Food Queensland,https://www.lyngsat.com/tvchannels/au/SBS-Food-Queensland.html,False,SBS Queensland,Eng,au,,Eutelsat-172B,,,,,,,,
235,,SBS Radio 1 Queensland,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Radio 1 Queensland,https://www.lyngsat.com/radiochannels/au/SBS-Radio-1-Queensland.html,False,SBS Queensland,,au,,Eutelsat-172B,,,,,,,,
236,,SBS Radio 2 Queensland,,,DVB-S2,520.0,5/6,11044 V,tp B4,,,,SBS Radio 2 Queensland,https://www.lyngsat.com/radiochannels/au/SBS-Radio-2-Queensland.html,False,SBS Queensland,,au,,Eutelsat-172B,,,,,,,,
240,1.0,IBC 13,?-?MPEG-4/SD,210.0,DVB-S2,3000.0,1/2,12720 H,tp F5,,,,,,False,SBS Queensland,Tgl,,,Eutelsat-172B,,,,,,,,
245,1.0,Rai Italia Australia,MPEG-4/SD,412.0,DVB-S2,28800,2/3,11003 H,,,,,Rai Italia Australia,https://www.lyngsat.com/tvchannels/it/Rai-Italia-Australia.html,False,MySat,Ita,it,,Horizons-3e,,,,,,,,
246,4.0,Mediaset Italia,MPEG-4/SD,427.0,DVB-S2,28800,2/3,11003 H,,,,,Mediaset Italia,https://www.lyngsat.com/tvchannels/it/Mediaset-Italia.html,False,MySat,Ita,it,,Horizons-3e,,,,,,,,
247,15.0,Alpha Sat,MPEG-4/SD,457.0,DVB-S2,28800,2/3,11003 H,,,,,Alpha Sat,https://www.lyngsat.com/tvchannels/gr/Alpha-Sat.html,False,MySat,Gre,gr,,Horizons-3e,,,,,,,,
248,16.0,ERT World,MPEG-4/SD,462.0,DVB-S2,28800,2/3,11003 H,,,,,ERT World,https://www.lyngsat.com/tvchannels/gr/ERT-World.html,False,MySat,Gre,gr,,Horizons-3e,,,,,,,,
249,18.0,Ant1 Pacific,MPEG-4/SD,442.0,DVB-S2,28800,2/3,11003 H,,,,,Ant1 Pacific,https://www.lyngsat.com/tvchannels/gr/Ant1-Pacific.html,False,MySat,Gre,gr,,Horizons-3e,,,,,,,,
250,19.0,Greek Cinema,MPEG-4/SD,447.0,DVB-S2,28800,2/3,11003 H,,,,,Greek Cinema,https://www.lyngsat.com/tvchannels/us/Greek-Cinema.html,False,MySat,Gre,us,,Horizons-3e,,,,,,,,
251,20.0,SportPlus (Greece),MPEG-4/SD,452.0,DVB-S2,28800,2/3,11003 H,,,,,SportPlus (Greece),https://www.lyngsat.com/tvchannels/gr/SportPlus.html,False,MySat,Gre,gr,,Horizons-3e,,,,,,,,
252,140.0,Al Jadeed,MPEG-4/SD,516.0,DVB-S2,28800,2/3,11003 H,,,,,Al Jadeed,https://www.lyngsat.com/tvchannels/lb/Al-Jadeed.html,False,MySat,Ara,lb,,Horizons-3e,,,,,,,,
253,197.0,LBC International,MPEG-4/SD,525.0,DVB-S2,28800,2/3,11003 H,,,,,LBC International,https://www.lyngsat.com/tvchannels/lb/LBC-International.html,False,MySat,Ara,lb,,Horizons-3e,,,,,,,,
254,204.0,NourSat,MPEG-4/SD,530.0,DVB-S2,28800,2/3,11003 H,,,,,NourSat,https://www.lyngsat.com/tvchannels/lb/NourSat.html,False,MySat,Ara,lb,,Horizons-3e,,,,,,,,
255,206.0,MBC Maser,MPEG-4/SD,532.0,DVB-S2,28800,2/3,11003 H,,,,,MBC Maser,https://www.lyngsat.com/tvchannels/sa/MBC-Maser.html,False,MySat,Ara,sa,,Horizons-3e,,,,,,,,
256,300.0,MTV (Lebanon),MPEG-4/SD,302.0,DVB-S2,28800,2/3,11003 H,,,,,MTV (Lebanon),https://www.lyngsat.com/tvchannels/lb/MTV.html,False,MySat,Ara,lb,,Horizons-3e,,,,,,,,
257,389.0,Aljazeera Channel,MPEG-4/SD,562.0,DVB-S2,28800,2/3,11003 H,,,,,Aljazeera Channel,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Channel.html,False,MySat,Ara,qa,,Horizons-3e,,,,,,,,
289,,(ABS-CBN feeds),,,DVB-S,3000.0,7/8,3723 H,tp WH2C,,,,,,False,,,,,Intelsat-19,,,,,,,,
290,,(ABS-CBN feeds),,,DVB-S2,3260.0,3/4,3729 H,tp WH2C,,,,,,False,,,,,Intelsat-19,,,,,,,,
291,,(ABS-CBN feeds),,,DVB-S,3000.0,7/8,3733 H,tp WH2C,,,,,,False,,,,,Intelsat-19,,,,,,,,
292,,(ABS-CBN feeds),,,DVB-S,3000.0,7/8,3737 H,tp WH2C,,,,,,False,,,,,Intelsat-19,,,,,,,,
293,,(EM TV feeds),,,DVB-S2,3333.0,5/6,3810 V,tp WH5C,,,,,,False,,,,,Intelsat-19,,,,,,,,
298,301,Animal Planet Taiwan,MPEG-4/HD,4400.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,Animal Planet Taiwan,https://www.lyngsat.com/tvchannels/us/Animal-Planet-Taiwan.html,False,Warner Bros. Discovery,Chi Eng,us,,Intelsat-19,,,,,,,,
299,302,TLC Taiwan,MPEG-4/HD,4500.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,TLC Taiwan,https://www.lyngsat.com/tvchannels/us/TLC-Taiwan.html,False,Warner Bros. Discovery,Eng,us,,Intelsat-19,,,,,,,,
300,303,Discovery Channel Taiwan,MPEG-4/HD,4800.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,Discovery Channel Taiwan,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Taiwan.html,False,Warner Bros. Discovery,Chi Eng,us,,Intelsat-19,,,,,,,,
301,333,TLC New Zealand,MPEG-4/SD,4100.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,TLC New Zealand,https://www.lyngsat.com/tvchannels/us/TLC-New-Zealand.html,False,Warner Bros. Discovery,Eng,us,,Intelsat-19,,,,,,,,
302,340,Discovery Channel Philippines,MPEG-4/HD,4600.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,Discovery Channel Philippines,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Philippines.html,False,Warner Bros. Discovery,Eng,us,,Intelsat-19,,,,,,,,
303,341,TLC Philippines,MPEG-4/HD,4700.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,TLC Philippines,https://www.lyngsat.com/tvchannels/us/TLC-Philippines.html,False,Warner Bros. Discovery,Eng,us,,Intelsat-19,,,,,,,,
304,1,EM TV (Papua New Guinea),0-0MPEG-2/SD,103.0,DVB-S2,3960.0,3/4,3882 V,tp WH9C,0.0,,,,,False,Warner Bros. Discovery,,,,Intelsat-19,,,,,,,,
311,41,Nickelodeon South East Asia,MPEG-4/HD,4101.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,Nickelodeon South East Asia,https://www.lyngsat.com/tvchannels/us/Nickelodeon-South-East-Asia.html,False,Paramount International Networks,Eng May Chi Tha,us,,Intelsat-19,,,,,,,,
312,46,MTV 90s,MPEG-4/HD,4601.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,MTV 90s,https://www.lyngsat.com/tvchannels/us/MTV-90s.html,False,Paramount International Networks,Eng,us,,Intelsat-19,,,,,,,,
313,47,MTV Live Australia,MPEG-4/HD,4701.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,MTV Live Australia,https://www.lyngsat.com/tvchannels/us/MTV-Live-Australia.html,False,Paramount International Networks,Eng,us,,Intelsat-19,,,,,,,,
315,51,Nick Jr Asia,MPEG-4/HD,5101.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,Nick Jr Asia,https://www.lyngsat.com/tvchannels/us/Nick-Jr-Asia.html,False,Paramount International Networks,Eng Tha May Chi Ind,us,,Intelsat-19,,,,,,,,
318,3,Kapamilya Channel,MPEG-4/SD,210.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,False,ABS-CBN,Tgl,ph,,Intelsat-19,,,,,,,,
320,3,Kapamilya Channel,MPEG-4/SD,210.0,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,False,ABS-CBN,Tgl,ph,,Intelsat-19,,,,,,,,
322,5,Jeepney TV,MPEG-4/SD,230.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Jeepney TV,https://www.lyngsat.com/tvchannels/ph/Jeepney-TV.html,False,ABS-CBN,Tgl,ph,,Intelsat-19,,,,,,,,
323,5,Jeepney TV,MPEG-4/SD,230.0,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,,Jeepney TV,https://www.lyngsat.com/tvchannels/ph/Jeepney-TV.html,False,ABS-CBN,Tgl,ph,,Intelsat-19,,,,,,,,
324,6,ANC,MPEG-4/SD,310.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,ANC,https://www.lyngsat.com/tvchannels/ph/ANC.html,False,ABS-CBN,Eng,ph,,Intelsat-19,,,,,,,,
325,6,ANC,MPEG-4/SD,310.0,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,,ANC,https://www.lyngsat.com/tvchannels/ph/ANC.html,False,ABS-CBN,Eng,ph,,Intelsat-19,,,,,,,,
326,7,Metro Channel,MPEG-4/SD,130.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Metro Channel,https://www.lyngsat.com/tvchannels/ph/Metro-Channel.html,False,ABS-CBN,Eng,ph,,Intelsat-19,,,,,,,,
327,7,Metro Channel,MPEG-4/SD,130.0,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,,Metro Channel,https://www.lyngsat.com/tvchannels/ph/Metro-Channel.html,False,ABS-CBN,Eng,ph,,Intelsat-19,,,,,,,,
328,8,Cinema 1 Philippines,MPEG-4/SD,320.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Cinema 1 Philippines,https://www.lyngsat.com/tvchannels/ph/Cinema-1-Philippines.html,False,ABS-CBN,Tgl,ph,,Intelsat-19,,,,,,,,
329,8,Cinema 1 Philippines,MPEG-4/SD,320.0,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,,Cinema 1 Philippines,https://www.lyngsat.com/tvchannels/ph/Cinema-1-Philippines.html,False,ABS-CBN,Tgl,ph,,Intelsat-19,,,,,,,,
330,9,Myx Philippines,MPEG-4/SD,140.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Myx Philippines,https://www.lyngsat.com/tvchannels/ph/Myx-Philippines.html,False,ABS-CBN,Eng,ph,,Intelsat-19,,,,,,,,
