Provider/Channel,Sattelite_Name,freq_alt,encryption_alt
Phoenix CNE,Astra-2G,11641 H,
WION UK,Astra-2G,11641 H,
Siraj TV,Astra-2G,11656 V,
Panjab Broadcasting Channel,Astra-2G,11656 V,
Madani Channel English,Astra-2G,11656 V,
Sangat TV,Astra-2G,11656 V,
TVC News,Astra-2G,11656 V,
Revelation TV (UK),Astra-2G,11656 V,
GB News,Astra-2G,11671 H,
Loveworld UK,Astra-2G,11671 H,
Bloomberg TV UK,Astra-2G,11671 H,
CNN International Europe,Astra-2G,11671 H,
Daystar TV,Astra-2G,11686 V,
IRIB 1,Badr-5,11881 H,
IRIB 1,Badr-5,11900 V,
IRIB 1,Badr-5,12265 H,
IRIB 2,Badr-5,11881 H,
IRIB 2,Badr-5,11900 V,
IRIB 2,Badr-5,12265 H,
IRIB 3,Badr-5,11881 H,
IRIB 3,Badr-5,11881 H,
IRIB 3,Badr-5,11881 H,
IRIB 3,Badr-5,11900 V,
IRIB 3,Badr-5,12265 H,
IRIB 4,Badr-5,11881 H,
IRIB 4,Badr-5,11900 V,
IRIB 5,Badr-5,11881 H,
IRINN,Badr-5,11881 H,
IRINN,Badr-5,11900 V,
IRINN,Badr-5,12265 H,
Amouzesh TV (07-20 UTC),Badr-5,11881 H,
Quran TV (Iran),Badr-5,11881 H,
Quran TV (Iran),Badr-5,12265 H,
Doc TV,Badr-5,11881 H,
Doc TV,Badr-5,11881 H,
Doc TV,Badr-5,12265 H,
Omid TV (Iran),Badr-5,11881 H,
Omid TV (Iran),Badr-5,12265 H,
Pooya TV (08-14),Badr-5,11881 H,
Pooya TV (08-14),Badr-5,11881 H,
Pooya TV (08-14),Badr-5,12265 H,
Nahal TV (14-19),Badr-5,11881 H,
Nahal TV (14-19),Badr-5,11881 H,
Nahal TV (14-19),Badr-5,12265 H,
Namayesh TV,Badr-5,11881 H,
Namayesh TV,Badr-5,12265 H,
Ofogh TV,Badr-5,11881 H,
Ofogh TV,Badr-5,12265 H,
IFilm Persian,Badr-5,11881 H,
IFilm Persian,Badr-5,12265 H,
IFilm Persian,Badr-5,12284 V,
Tamasha,Badr-5,11881 H,
Tamasha,Badr-5,11881 H,
Tamasha,Badr-5,12265 H,
IRINN 2,Badr-5,11881 H,
Varzesh TV,Badr-5,11881 H,
Varzesh TV,Badr-5,11881 H,
Varzesh TV,Badr-5,11881 H,
Varzesh TV,Badr-5,12265 H,
Salamat TV,Badr-5,11881 H,
Salamat TV,Badr-5,11900 V,
Nasim,Badr-5,11881 H,
Nasim,Badr-5,12265 H,
Sepehr,Badr-5,11881 H,
Hamoon TV,Badr-5,11881 H,
Hamoon TV,Badr-5,12303 H,
Khorasan Jonoobi TV,Badr-5,11881 H,
Khorasan Jonoobi TV,Badr-5,12303 H,
Radio Khorasan Jonoobi,Badr-5,11881 H,
Radio Khorasan Jonoobi,Badr-5,12303 H,
Radio Iran,Badr-5,11881 H,
Radio Iran,Badr-5,11900 V,
Radio Ava,Badr-5,11881 H,
Radio Javan,Badr-5,11881 H,
Radio Javan,Badr-5,11900 V,
Radio Payam,Badr-5,11881 H,
Radio Payam,Badr-5,11900 V,
Radio Varzesh,Badr-5,11881 H,
Radio Varzesh,Badr-5,11900 V,
Radio Maaref,Badr-5,11881 H,
Radio Maaref,Badr-5,11900 V,
Radio Quran (Iran),Badr-5,11881 H,
Radio Quran (Iran),Badr-5,11900 V,
Radio Farhang,Badr-5,11881 H,
Radio Farhang,Badr-5,11900 V,
Radio Salamat,Badr-5,11881 H,
Radio Eghtesad,Badr-5,11881 H,
Radio Goftogoo,Badr-5,11881 H,
Radio Namayesh,Badr-5,11881 H,
Radio Tehran,Badr-5,11881 H,
Radio Saba,Badr-5,11881 H,
Radio Monasebati,Badr-5,11881 H,
Radio Telavat,Badr-5,11881 H,
Radio Tartil,Badr-5,11881 H,
IRIB World Service Radio 7,Badr-5,11881 H,
IRIB World Service Radio 7,Badr-5,12284 V,
IRIB World Service Radio 3,Badr-5,11881 H,
Radio Boroonmarzi,Badr-5,11881 H,
Radio Boroonmarzi,Badr-5,11881 H,
Press TV,Badr-5,11900 V,
Press TV,Badr-5,12265 H,
Press TV,Badr-5,12284 V,
Amouzesh TV,Badr-5,11900 V,
IFilm English,Badr-5,11900 V,
IFilm English,Badr-5,12284 V,
Sahar Afghanistan,Badr-5,12265 H,
Sahar Afghanistan,Badr-5,12284 V,
Alkawthar TV,Badr-5,12265 H,
Alkawthar TV,Badr-5,12284 V,
Jam Jam Global Network 1,Badr-5,12284 V,
Jam Jam Global Network 2,Badr-5,12284 V,
Jam Jam Global Network 3,Badr-5,12284 V,
Sahar Balkan,Badr-5,12284 V,
Sahar Azeri,Badr-5,12284 V,
Sahar Urdu,Badr-5,12284 V,
Sahar Kurdi,Badr-5,12284 V,
Hispan TV,Badr-5,12284 V,
IFilm 2,Badr-5,12284 V,
IFilm Arabic,Badr-5,12284 V,
Abadan TV,Badr-5,12284 V,
IRIB World Service Radio 1,Badr-5,12284 V,
IRIB World Service Radio 2,Badr-5,12284 V,
IRIB World Service Radio 4,Badr-5,12284 V,
IRIB World Service Radio 5,Badr-5,12284 V,
IRIB World Service Radio 6,Badr-5,12284 V,
Radio Abadan,Badr-5,12284 V,
Khorasan Razavi TV,Badr-5,12303 H,
Khorasan Razavi TV,Badr-5,12322 V,
Sahand TV,Badr-5,12303 H,
Sahand TV,Badr-5,12322 V,
Golestan TV,Badr-5,12303 H,
Fars TV,Badr-5,12303 H,
Aflak TV,Badr-5,12303 H,
Guilan TV,Badr-5,12303 H,
Guilan TV,Badr-5,12322 V,
Azarbayjan-e Gharbi TV,Badr-5,12303 H,
Azarbayjan-e Gharbi TV,Badr-5,12322 V,
Alborz TV,Badr-5,12303 H,
Isfahan TV,Badr-5,12303 H,
Isfahan TV,Badr-5,12322 V,
Khozestan TV,Badr-5,12303 H,
Kerman TV,Badr-5,12303 H,
Mazandaran TV,Badr-5,12303 H,
Mazandaran TV,Badr-5,12322 V,
Qom TV,Badr-5,12303 H,
Khorasan Shomali TV,Badr-5,12303 H,
Boushehr TV,Badr-5,12303 H,
Ilam TV,Badr-5,12303 H,
Hamedan TV,Badr-5,12303 H,
Jahanbin TV,Badr-5,12303 H,
Taban TV,Badr-5,12303 H,
Sabalan TV,Badr-5,12303 H,
Mahabad TV,Badr-5,12303 H,
Khalij-e Fars TV,Badr-5,12303 H,
Aftab TV (Iran),Badr-5,12303 H,
Zanjan TV,Badr-5,12303 H,
Kermanshah TV,Badr-5,12303 H,
Dena TV,Badr-5,12303 H,
Semnan TV,Badr-5,12303 H,
Kordestan TV,Badr-5,12303 H,
Qazvin TV,Badr-5,12303 H,
Radio Khorasan e Razavi,Badr-5,12303 H,
Radio Tabriz,Badr-5,12303 H,
Radio Gorgan,Badr-5,12303 H,
Radio Lorestan,Badr-5,12303 H,
Radio Guilan,Badr-5,12303 H,
Radio Azarbayjan,Badr-5,12303 H,
Radio Alborz,Badr-5,12303 H,
Radio Isfahan,Badr-5,12303 H,
Radio Khozestan,Badr-5,12303 H,
Radio Kerman,Badr-5,12303 H,
Radio Sari,Badr-5,12303 H,
Radio Qom,Badr-5,12303 H,
Radio Khorasan Shomali,Badr-5,12303 H,
Radio Zahedan,Badr-5,12303 H,
Radio Bushehr,Badr-5,12303 H,
Radio Ilam,Badr-5,12303 H,
Radio Hamedan,Badr-5,12303 H,
Radio Shahrekord,Badr-5,12303 H,
Radio Yazd,Badr-5,12303 H,
Radio Ardabil,Badr-5,12303 H,
Radio Mahabad,Badr-5,12303 H,
Radio Bandarabas,Badr-5,12303 H,
Radio Aftab,Badr-5,12303 H,
Radio Zanjan,Badr-5,12303 H,
Radio Kermanshah,Badr-5,12303 H,
Radio Yasuj,Badr-5,12303 H,
Radio Semnan,Badr-5,12303 H,
Radio Kordestan,Badr-5,12303 H,
Radio Qazvin,Badr-5,12303 H,
IRIB UHD,Badr-5,12322 V,
MFM Radio Casablanca,Badr-7,10955 H,
MFM Radio Agadir,Badr-7,10955 H,
MFM Radio Marrakech,Badr-7,10955 H,
MFM Radio Fes,Badr-7,10955 H,
Gaskia TV,Badr-7,10970 V,
Gaskia Plus TV,Badr-7,10970 V,
Haske TV,Badr-7,10970 V,
Haske TV,Badr-7,11010 V,
Saha TV,Badr-7,10970 V,
Pan African TV,Badr-7,10970 V,
MTA Ghana,Badr-7,10970 V,
Khalifa TV,Badr-7,10970 V,
NTA Knowledge,Badr-7,10970 V,
NTA Igbo,Badr-7,10970 V,
NTA 2,Badr-7,10970 V,
Rahma TV (Ghana),Badr-7,10970 V,
Sunna TV (Saudi Arabia),Badr-7,10970 V,
Sunna TV (Saudi Arabia),Badr-7,11230 H,
Quran TV (Saudi Arabia),Badr-7,10970 V,
Quran TV (Saudi Arabia),Badr-7,11230 H,
Eeman Da'wah TV,Badr-7,10970 V,
AAU TV,Badr-7,10970 V,
Western North TV,Badr-7,10970 V,
KBTV,Badr-7,10970 V,
Sunnah TV Ghana,Badr-7,10970 V,
OSBC TV,Badr-7,10970 V,
Al-Ansar TV,Badr-7,10970 V,
Ogun State TV,Badr-7,10970 V,
Peace TV English,Badr-7,10970 V,
Kantanka TV,Badr-7,10970 V,
Aso TV,Badr-7,10970 V,
Kwara TV,Badr-7,10970 V,
Ekiti State TV,Badr-7,10970 V,
Africa TV 3,Badr-7,11010 V,
Africa TV 3 Qur'an,Badr-7,11010 V,
Wisal TV,Badr-7,11010 V,
Hikma TV English,Badr-7,11010 V,
Manara TV,Badr-7,11010 V,
Qausain TV,Badr-7,11010 V,
NTA Entertainment,Badr-7,11010 V,
Wonderland TV,Badr-7,11010 V,
Zamani Plus,Badr-7,11010 V,
Ihsan TV,Badr-7,11010 V,
NTA Sports 24,Badr-7,11010 V,
Kiddiwinks,Badr-7,11010 V,
KSMC,Badr-7,11010 V,
ATV Yola,Badr-7,11010 V,
NTA Hausa,Badr-7,11010 V,
NTA Parliament,Badr-7,11010 V,
Huda TV,Badr-7,11010 V,
NTA Yoruba,Badr-7,11010 V,
Hadi TV 5,Badr-7,11010 V,
Al'umma TV,Badr-7,11010 V,
AIT National,Badr-7,11010 V,
Unity TV,Badr-7,11010 V,
Laayoune TV,Badr-7,11018 H,
Radio Laayoune,Badr-7,11018 H,
Saudi TV,Badr-7,11230 H,
Thikrayat TV,Badr-7,11230 H,
SBC,Badr-7,11230 H,
Ekhbariya TV,Badr-7,11230 H,
Saudia Alaan TV,Badr-7,11230 H,
KSA Sports 1,Badr-7,11230 H,
KSA Sports 2,Badr-7,11230 H,
KSA Sports 3,Badr-7,11230 H,
Quran Radio (Saudi Arabia),Badr-7,11230 H,
Riyadh Radio,Badr-7,11230 H,
Jeddah Radio,Badr-7,11230 H,
Saudia Radio,Badr-7,11230 H,
Neda Radio,Badr-7,11230 H,
MBC (Saudi Arabia),Badr-7,11270 V,
MBC 4,Badr-7,11270 V,
MBC Drama (Saudi Arabia),Badr-7,11270 V,
Citruss TV,Badr-7,11270 V,
MBC Bollywood,Badr-7,11270 V,
MBC 2 (Saudi Arabia),Badr-7,11270 V,
MBC Action,Badr-7,11270 V,
MBC Max,Badr-7,11270 V,
MBC 3 (Saudi Arabia),Badr-7,11270 V,
Wanasah,Badr-7,11270 V,
MBC Maser,Badr-7,11270 V,BISS 1
MBC Maser 2,Badr-7,11270 V,BISS 1
Alarabiya,Badr-7,11270 V,BISS 1
MBC FM,Badr-7,11270 V,
MBC FM,Badr-7,11270 V,
Alula FM,Badr-7,11270 V,
Panorama FM,Badr-7,11270 V,
Al Arabiya FM,Badr-7,11270 V,
MBC Loud FM,Badr-7,11270 V,
Télé Sahel,Badr-8,4085 L,
Télé Sahel,Badr-8,4099 L,
Télé Sahel,Badr-8,4099 L,
Télé Sahel,Badr-8,4099 L,
Voix du Sahel,Badr-8,4085 L,
Voix du Sahel,Badr-8,4099 L,
Tal TV,Badr-8,4099 L,
Espérance TV,Badr-8,4099 L,
Liptako TV,Badr-8,4099 L,
Ténéré TV,Badr-8,4099 L,
Dounia TV,Badr-8,4099 L,
Canal 3 Niger,Badr-8,4099 L,
Canal 3 Monde,Badr-8,4099 L,
Saraounia TV,Badr-8,4099 L,
Bonferey,Badr-8,4099 L,
Tambara TV,Badr-8,4099 L,
Anfani TV,Badr-8,4099 L,
Labari TV,Badr-8,4099 L,
TV Fidelité,Badr-8,4099 L,
Niger 24,Badr-8,4099 L,
Alkawthar TV,Badr-8,11747 V,
RT Arabic,Badr-8,11747 V,
RT Arabic,Badr-8,12054 V,
Mdlbeast Radio,Badr-8,11747 V,
Iran International,Badr-8,11785 V,
Tivi5Monde,Badr-8,11785 V,
Tivi5Monde,Badr-8,12073 H,
CGTN Arabic,Badr-8,11785 V,
Alwatania TV,Badr-8,11785 V,
Alwatania TV,Badr-8,12360 V,
Thalitha A3,Badr-8,11785 V,
CNN International Europe,Badr-8,11785 V,
Chaîne 1,Badr-8,11785 V,
Radio Algérie Internationale,Badr-8,11785 V,
Chaîne 3,Badr-8,11785 V,
Radio Coran (Algeria),Badr-8,11785 V,
Radio Culture,Badr-8,11785 V,
Sharjah TV,Badr-8,11862 V,
MBC Iraq,Badr-8,11862 V,
MBC Iraq,Badr-8,11862 V,
Sharqiya TV,Badr-8,11862 V,
Al Thaqafeya,Badr-8,11862 V,
Zee Alwan,Badr-8,11862 V,
Dubai International Holy Quran Award TV,Badr-8,11862 V,
Sharjah Radio,Badr-8,11862 V,
Abu Dhabi Athan Radio,Badr-8,11862 V,
Al Ain Athan Radio,Badr-8,11862 V,
Fujairah Athan Radio,Badr-8,11862 V,
Ajman Athan Radio,Badr-8,11862 V,
UAQ Athan Radio,Badr-8,11862 V,
RAK Athan Radio,Badr-8,11862 V,
Ghayathi Athan Radio,Badr-8,11862 V,
Liwa Athan Radio,Badr-8,11862 V,
Sila Athan Radio,Badr-8,11862 V,
Dubai Athan Radio,Badr-8,11862 V,
Sharjah Athan Radio,Badr-8,11862 V,
Asharq News,Badr-8,11919 H,
Asharq News,Badr-8,11919 H,
Asharq Documentary,Badr-8,11919 H,
Asharq Documentary,Badr-8,11919 H,
Asharq Discovery,Badr-8,11919 H,
Asharq Discovery,Badr-8,11919 H,
Alhurra TV Iraq,Badr-8,11938 V,
Alhurra TV Iraq,Badr-8,11938 V,
Alhurra TV,Badr-8,11938 V,
Alhurra TV,Badr-8,11938 V,
Alarabiya,Badr-8,11938 V,
Alarabiya,Badr-8,12284 V,
ERI TV 1,Badr-8,11938 V,
Al-Mashhad,Badr-8,11938 V,
Alarabiya Business,Badr-8,11938 V,
Sad Satellite Channel,Badr-8,11938 V,
Radio Zara FM,Badr-8,11938 V,
Radio Zara FM,Badr-8,11938 V,
Dimtsi Hafash,Badr-8,11938 V,
Dimtsi Hafash,Badr-8,11938 V,
VoA Iraq,Badr-8,11938 V,
Radio Sawa Sudan,Badr-8,11938 V,
VoA Libya,Badr-8,11938 V,
Palestine TV,Badr-8,11958 H,
Palestine TV,Badr-8,11958 H,
Palestine TV,Badr-8,11958 H,
Palestine TV,Badr-8,11958 H,
Musawa,Badr-8,11958 H,
Musawa,Badr-8,11958 H,
Palestine Mobasher,Badr-8,11958 H,
Palestine Mobasher,Badr-8,11958 H,
Palestine Edu,Badr-8,11958 H,
Awdeh,Badr-8,11958 H,
Awdeh,Badr-8,11958 H,
Palestine Sport,Badr-8,11958 H,
(Palestine TV feeds),Badr-8,11958 H,
Voice of Palestine,Badr-8,11958 H,
Radio Mawtiny,Badr-8,11958 H,
MTV (Lebanon),Badr-8,11977 V,
One,Badr-8,11977 V,
LBC International,Badr-8,11977 V,
Al Jadeed,Badr-8,11977 V,
OTV (Lebanon),Badr-8,11977 V,
NBN,Badr-8,11977 V,
Arabica TV,Badr-8,11977 V,
Aghani Aghani TV,Badr-8,11977 V,
Télé Liban,Badr-8,11977 V,
Télé Liban,Badr-8,12054 V,
France 24 Arabic,Badr-8,11996 H,
France 24 Arabic,Badr-8,12073 H,
BBC Arabic,Badr-8,11996 H,
BBC Arabic,Badr-8,11996 H,
Sky News Arabia,Badr-8,11996 H,
Sky News Arabia,Badr-8,11996 H,
France 24 Français,Badr-8,11996 H,
France 24 Français,Badr-8,12073 H,
EuroNews English,Badr-8,11996 H,
RTI 1,Badr-8,11996 H,
Radio France Internationale,Badr-8,11996 H,
Radio France Internationale,Badr-8,12073 H,
Sky News Arabia 90.3 FM,Badr-8,11996 H,
Sawt Al Alam,Badr-8,11996 H,
BBC World Service English,Badr-8,11996 H,
BBC World Service Horn of Africa,Badr-8,11996 H,
Monte Carlo Doualiya,Badr-8,11996 H,
Monte Carlo Doualiya,Badr-8,12073 H,
Jordan TV,Badr-8,12054 V,
RTD 4,Badr-8,12054 V,
SSBC TV,Badr-8,12054 V,
RT News,Badr-8,12054 V,
Radio Amman,Badr-8,12054 V,
Jordan Radio,Badr-8,12054 V,
Radio Djibouti 1,Badr-8,12054 V,
Radio Djibouti 2,Badr-8,12054 V,
Radio Djibouti 3,Badr-8,12054 V,
SSBC Radio,Badr-8,12054 V,
TV5Monde Maghreb-Orient,Badr-8,12073 H,
France 24 English,Badr-8,12073 H,
BBC News Middle East,Badr-8,12073 H,
TRT World,Badr-8,12073 H,
TRT Arabi,Badr-8,12073 H,
TRT Arabi,Badr-8,12092 V,
Al Hadath,Badr-8,12092 V,
Al Hadath,Badr-8,12284 V,
CNBC Arabiya,Badr-8,12111 H,
Peace TV English,Badr-8,12111 H,
DW Arabia,Badr-8,12111 H,
DW-Radio A2,Badr-8,12111 H,
DW-Radio 5,Badr-8,12111 H,
Dubai TV,Badr-8,12130 V,
Sama Dubai,Badr-8,12130 V,
Dubai One,Badr-8,12130 V,
Dubai Sports,Badr-8,12130 V,
Dubai Sports 2,Badr-8,12130 V,
Dubai Racing,Badr-8,12130 V,
Dubai Racing 2,Badr-8,12130 V,
Noor Dubai Radio,Badr-8,12130 V,
Saudi TV,Badr-8,12149 H,
Thikrayat TV,Badr-8,12149 H,
SBC,Badr-8,12149 H,
Ekhbariya TV,Badr-8,12149 H,
Saudia Alaan TV,Badr-8,12149 H,
Quran TV (Saudi Arabia),Badr-8,12149 H,
Sunna TV (Saudi Arabia),Badr-8,12149 H,
KSA Sports 1,Badr-8,12149 H,
KSA Sports 2,Badr-8,12149 H,
KSA Sports 3,Badr-8,12149 H,
Quran Radio (Saudi Arabia),Badr-8,12149 H,
Riyadh Radio,Badr-8,12149 H,
Jeddah Radio,Badr-8,12149 H,
Saudia Radio,Badr-8,12149 H,
Neda Radio,Badr-8,12149 H,
Qatar TV 2,Badr-8,12169 V,
Sout al Khaleej 2,Badr-8,12169 V,
Sout al Khaleej 3,Badr-8,12169 V,
Sout al Khaleej 4,Badr-8,12169 V,
Sout al Khaleej Europe,Badr-8,12169 V,
Qatar Radio,Badr-8,12169 V,
Holy Quran Radio 1,Badr-8,12169 V,
Oryx FM,Badr-8,12169 V,
QBS Radio,Badr-8,12169 V,
Urdu Radio,Badr-8,12169 V,
Holy Quran Radio 2,Badr-8,12169 V,
Hola Qatar Radio,Badr-8,12169 V,
Yemen TV,Badr-8,12182 H,
Bahrain International,Badr-8,12226 H,
Bahrain Sport 1,Badr-8,12226 H,
Bahrain Sport 2,Badr-8,12226 H,
Bahrain The Holy Quran,Badr-8,12226 H,
Radio Bahrain 102.3,Badr-8,12226 H,
Bahrain FM 93.3,Badr-8,12226 H,
Radio Bahrain 96.5,Badr-8,12226 H,
Arab Classical Radio 96.0,Badr-8,12226 H,
Arabian Gulf Radio,Badr-8,12226 H,
Quran Kareem 106.1,Badr-8,12226 H,
Traditional Radio 95.0,Badr-8,12226 H,
Al Kass Three,Badr-8,12245 V,
Al Kass One,Badr-8,12245 V,
Al Kass Two,Badr-8,12245 V,
Al Kass Four,Badr-8,12245 V,
MBC 5,Badr-8,12284 V,
MBC 4,Badr-8,12284 V,
MBC 3 (Saudi Arabia),Badr-8,12284 V,
MBC Action,Badr-8,12284 V,
MBC 2 (Saudi Arabia),Badr-8,12284 V,
MBC Max,Badr-8,12284 V,
MBC Bollywood,Badr-8,12284 V,
MBC Drama (Saudi Arabia),Badr-8,12284 V,
Wanasah,Badr-8,12284 V,
Canal Atlas,Badr-8,12303 H,
Ennahar TV,Badr-8,12303 H,
2M National,Badr-8,12303 H,
Medi 1 TV Arabic,Badr-8,12303 H,
Radio 2M,Badr-8,12303 H,
Medi 1 Radio,Badr-8,12303 H,
Libyan mux,Badr-8,12360 V,
Libya Sport HD1,Badr-8,12360 V,
Libya Alrasmia Channel,Badr-8,12360 V,
Libya Sport HD2,Badr-8,12360 V,
Libya Education TV,Badr-8,12360 V,
SSC 4,Badr-8,12380 H,
SSC 1,Badr-8,12418 H,
SSC 5,Badr-8,12418 H,
SSC Extra 1,Badr-8,12418 H,
SSC Extra 2,Badr-8,12418 H,
SSC News,Badr-8,12418 H,
IEN Doros 1,Badr-8,12437 V,
IEN Doros 2,Badr-8,12437 V,
IEN Doros 3,Badr-8,12437 V,
IEN Doros 4,Badr-8,12437 V,
IEN Doros 5,Badr-8,12437 V,
IEN Doros 6,Badr-8,12437 V,
IEN Doros 7,Badr-8,12437 V,
IEN Doros 8,Badr-8,12437 V,
IEN Doros 9,Badr-8,12437 V,
IEN Doros 10,Badr-8,12437 V,
IEN Doros 11,Badr-8,12437 V,
IEN Doros 12,Badr-8,12437 V,
IEN Doros TV,Badr-8,12437 V,
IEN Doros 13,Badr-8,12437 V,
IEN Doros 14,Badr-8,12437 V,
IEN Doros 15,Badr-8,12437 V,
IEN Doros 16,Badr-8,12437 V,
IEN Doros 17,Badr-8,12437 V,
IEN Doros 18,Badr-8,12437 V,
IEN Doros 19,Badr-8,12437 V,
IEN Doros 20,Badr-8,12437 V,
IEN Doros 21,Badr-8,12437 V,
IEN Doros 22,Badr-8,12437 V,
IEN Doros 23,Badr-8,12437 V,
IEN Rawdati,Badr-8,12437 V,
Oman TV Sport,Badr-8,12456 H,
Oman TV Mubashir,Badr-8,12456 H,
Oman TV Cultural,Badr-8,12456 H,
Radio Oman,Badr-8,12456 H,
Holy Quran Radio (Oman),Badr-8,12456 H,
Sawt Oman 2,Badr-8,12456 H,
Al-Shabab,Badr-8,12456 H,
Oman Classic Radio,Badr-8,12456 H,
Radio Oman FM,Badr-8,12456 H,
Sawt Oman 1,Badr-8,12456 H,
Al-Majd Channel,Badr-8,12476 V,
Al-Majd Channel,Badr-8,12476 V,
Holy Quran Channel,Badr-8,12476 V,
Prophet's Al Hadeth Channel,Badr-8,12476 V,
Elmia Channel,Badr-8,12476 V,
Al-Majd News,Badr-8,12476 V,
Wathaqya Channel,Badr-8,12476 V,Irdeto
Taabeaa Channel,Badr-8,12476 V,Irdeto
Al-Majd Kids,Badr-8,12476 V,Irdeto
Basma Channel,Badr-8,12476 V,Irdeto
Roda Channel,Badr-8,12476 V,Irdeto
Fakir wa Ela'ab,Badr-8,12476 V,Irdeto
Masa Channel,Badr-8,12476 V,Irdeto
Masa Channel,Badr-8,12476 V,Irdeto
Al-Ajaweed,Badr-8,12476 V,Irdeto
(Almajd feeds),Badr-8,12476 V,Irdeto
Radio Daal,Badr-8,12476 V,
KTV 1,Badr-8,12523 H,
KTV 2 (Kuwait),Badr-8,12523 H,
KTV Sport,Badr-8,12523 H,
KTV Sport 2,Badr-8,12523 H,
KTV Ethraa,Badr-8,12523 H,
KTV Arabe,Badr-8,12523 H,
Al-Majlis TV,Badr-8,12523 H,
KTV Al Qurain,Badr-8,12523 H,
KTV Drama,Badr-8,12523 H,
Kuwait Radio One,Badr-8,12523 H,
Kuwait Radio One,Badr-8,12523 H,
Kuwait Radio Two,Badr-8,12523 H,
AlQuran Alkarem,Badr-8,12523 H,
Easy FM,Badr-8,12523 H,
Kuwait FM,Badr-8,12523 H,
Super Station,Badr-8,12523 H,
The Old Arabic Singing,Badr-8,12523 H,
Traditional Station,Badr-8,12523 H,
OFM,Badr-8,12523 H,
Elmouritaniya,Badr-8,12563 V,
Elmouritaniya,Badr-8,12563 V,
Elmouritaniya 2,Badr-8,12563 V,
El Mahadra,Badr-8,12563 V,
Athagavia,Badr-8,12563 V,
Arriadia,Badr-8,12563 V,
Al Barlemania,Badr-8,12563 V,
TDM promo,Badr-8,12563 V,
Sahel TV,Badr-8,12563 V,
Elwataniya TV,Badr-8,12563 V,
Elmourabiton TV,Badr-8,12563 V,
Chinguit TV,Badr-8,12563 V,
Dava TV,Badr-8,12563 V,
El Oussra TV,Badr-8,12563 V,
El Oussra TV,Badr-8,12563 V,
El Medina TV,Badr-8,12563 V,
Radio Mauritanie,Badr-8,12563 V,
Radio Coran (Mauritania),Badr-8,12563 V,
Radio Jeunesse,Badr-8,12563 V,
Radio Mauritanie Culturelle,Badr-8,12563 V,
Tunisian mux,Badr-8,12643 H,
Watania 1,Badr-8,12643 H,
Watania 1,Badr-8,12643 H,
Watania 2,Badr-8,12643 H,
Watania 2,Badr-8,12643 H,
Carthage+,Badr-8,12643 H,
Nessma,Badr-8,12643 H,
Jawhara FM TV,Badr-8,12643 H,
Watania Educative,Badr-8,12643 H,
Tunisna TV,Badr-8,12643 H,
Telvza TV,Badr-8,12643 H,
Radio Nationale Visuelle,Badr-8,12643 H,
Attessia TV,Badr-8,12643 H,
Radio Jeunes,Badr-8,12643 H,
Radio Tunisienne,Badr-8,12643 H,
Radio Tunis Chaîne Internationale,Badr-8,12643 H,
Radio Culturelle,Badr-8,12643 H,
Radio Nationale,Badr-8,12643 H,
Al Aoula Inter,Badr-8,12683 V,
Al Aoula Inter,Badr-8,12683 V,
Laayoune TV,Badr-8,12683 V,
Arryadia,Badr-8,12683 V,
Arryadia,Badr-8,12683 V,
Athaqafia,Badr-8,12683 V,
Al Maghribia,Badr-8,12683 V,
Assadissa,Badr-8,12683 V,
Tamazight,Badr-8,12683 V,
Idaa al Watania,Badr-8,12683 V,
Chaîne Inter,Badr-8,12683 V,
Idaa al Amazighia,Badr-8,12683 V,
Idaa Mohammed Assadiss,Badr-8,12683 V,
Es'hailSat promo,Eshail-2,10492 H,
Qatar Today,Eshail-2,10730 H,
Al Mamlaka TV,Eshail-2,10730 H,
Al-Aqsa TV,Eshail-2,10730 H,
Al Rayyan Al Qadeem,Eshail-2,10730 V,
Al Rayyan Radio,Eshail-2,10730 V,
Sout Al Islam,Eshail-2,10730 V,
Al Kass Five,Eshail-2,10770 H,
Al Kass Six,Eshail-2,10770 H,Irdeto
Al Kass Six,Eshail-2,10770 H,Videoguard
Al Kass Nine,Eshail-2,10770 H,Irdeto
Al Kass Nine,Eshail-2,10770 H,Videoguard
Al Kass Ten,Eshail-2,10770 H,Irdeto
Al Kass Ten,Eshail-2,10770 H,Videoguard
Qatari mux,Eshail-2,10770 V,
Qatar TV,Eshail-2,10770 V,
Qatar TV 2,Eshail-2,10770 V,
Al Kass One,Eshail-2,10770 V,
Al Kass Two,Eshail-2,10770 V,
Al Kass Four,Eshail-2,10770 V,
Sout al Khaleej 2,Eshail-2,10770 V,
Sout al Khaleej 3,Eshail-2,10770 V,
Sout al Khaleej 4,Eshail-2,10770 V,
Sout al Khaleej Europe,Eshail-2,10770 V,
Qatar Radio,Eshail-2,10770 V,
Holy Quran Radio 1,Eshail-2,10770 V,
Oryx FM,Eshail-2,10770 V,
QBS Radio,Eshail-2,10770 V,
Urdu Radio,Eshail-2,10770 V,
Holy Quran Radio 2,Eshail-2,10770 V,
Hola Qatar Radio,Eshail-2,10770 V,
BeIn Sports News,Eshail-2,10810 V,
BeIn Sports,Eshail-2,10850 H,
A News,Eshail-2,11310 V,
Alaraby TV,Eshail-2,11310 V,
Syria TV,Eshail-2,11310 V,
Bedaya TV,Eshail-2,11310 V,
Alaraby TV 2,Eshail-2,11310 V,
Al Rahma,Eshail-2,11310 V,
